,,,,,,,,,
,,,,,,,,,
MXGB Index Settings Total Return Analysis,,,,,,,,,
Range01/29/1971 -12/30/2022 Period Monthly Currency USD,,,,,,,,,
Price  Open  Close Dividends  Net  Gross 623 Month Holding Period Chart,,,,,,,,,
MSCI United Kingdom Index Max Cuml Total Return 3307.8528% On 03/31/2022,,,,,,,,,
Date,Close Price,Dividends,Prc Appr,Total Return,Period Appr,Period Return,,,
5/31/2019,2604.74,17.48688,1094.29%,2712.25%,-6.46%,-5.85%,,,
4/30/2019,2784.6,10.60701,1176.75%,2887.03%,2.15%,2.54%,,,
,,,,,,,,,
3/29/2019,2726.06,14.16471,1149.91%,2813.13%,0.51%,1.04%,,,
2/28/2019,2712.14,21.22585,1143.53%,2783.26%,2.58%,3.39%,,,
1/31/2019,2643.89,4.47873,1112.24%,2688.63%,6.55%,6.74%,,,
,,,,,,,,,
12/31/2018,2481.3,3.47077,1037.69%,2512.56%,-3.80%,-3.66%,,,
11/30/2018,2579.24,12.97996,1082.60%,2611.81%,-2.00%,-1.51%,,,
10/31/2018,2631.75,7.10688,1106.67%,2653.36%,-7.18%,-6.94%,,,
,,,,,,,,,
9/28/2018,2835.4,2.66205,1200.04%,2858.67%,1.92%,2.02%,,,
8/31/2018,2782.01,24.32869,1175.57%,2800.15%,-5.35%,-4.53%,,,
7/31/2018,2939.12,1.57589,1247.60%,2937.86%,0.96%,1.01%,,,
,,,,,,,,,
6/29/2018,2911.22,8.92496,1234.81%,2907.39%,-1.23%,-0.93%,,,
5/31/2018,2947.47,16.67171,1251.43%,2935.64%,-1.42%,-0.87%,,,
4/30/2018,2989.87,10.84596,1270.87%,2962.23%,4.29%,4.67%,,,
,,,,,,,,,
3/30/2018,2866.98,11.39511,1214.52%,2825.68%,-0.74%,-0.34%,,,
2/28/2018,2888.37,19.11049,1224.33%,2835.80%,-6.70%,-6.10%,,,
1/31/2018,3095.94,1.87608,1319.51%,3026.42%,2.75%,2.81%,,,
,,,,,,,,,
12/29/2017,3013.16,2.98621,1281.55%,2940.97%,5.04%,5.15%,,,
11/30/2017,2868.5,12.72421,1215.22%,2792.04%,-0.47%,-0.03%,,,
10/31/2017,2882.18,5.68918,1221.49%,2792.85%,0.52%,0.72%,,,
,,,,,,,,,
9/29/2017,2867.35,2.65823,1214.69%,2772.30%,2.97%,3.07%,,,
8/31/2017,2784.67,23.92736,1176.78%,2686.85%,-1.59%,-0.74%,,,
7/31/2017,2829.52,1.58979,1197.35%,2707.62%,2.43%,2.48%,,,
,,,,,,,,,
6/30/2017,2762.48,10.1744,1166.61%,2639.55%,-2.01%,-1.65%,,,
5/31/2017,2819.18,14.85704,1192.61%,2685.61%,3.80%,4.36%,,,
4/28/2017,2715.87,9.14479,1145.24%,2569.30%,1.52%,1.86%,,,
,,,,,,,,,
3/31/2017,2675.3,7.88777,1126.64%,2520.44%,1.89%,2.20%,,,
2/28/2017,2625.61,20.30827,1103.86%,2464.14%,1.11%,1.89%,,,
1/31/2017,2596.82,1.03884,1090.66%,2416.69%,1.26%,1.30%,,,
,,,,,,,,,
12/30/2016,2564.61,1.94857,1075.89%,2384.47%,3.93%,4.01%,,,
11/30/2016,2467.72,11.48969,1031.46%,2288.76%,-0.24%,0.22%,,,
10/31/2016,2473.61,6.17114,1034.17%,2283.42%,-5.09%,-4.86%,,,
,,,,,,,,,
9/30/2016,2606.33,2.04617,1095.02%,2405.15%,0.45%,0.53%,,,
8/31/2016,2594.74,21.40536,1089.70%,2392.07%,0.06%,0.88%,,,
7/29/2016,2593.12,1.40406,1088.96%,2370.21%,3.10%,3.16%,,,
,,,,,,,,,
6/30/2016,2515.11,8.81701,1053.19%,2294.57%,-4.37%,-4.05%,,,
5/31/2016,2630.12,13.27917,1105.92%,2395.63%,-1.10%,-0.59%,,,
4/29/2016,2659.43,10.33336,1119.36%,2410.48%,2.74%,3.14%,,,
,,,,,,,,,
3/31/2016,2588.63,13.73728,1086.90%,2334.00%,4.61%,5.17%,,,
2/29/2016,2474.66,16.66128,1034.65%,2214.35%,-1.94%,-1.28%,,,
1/29/2016,2523.73,1.53755,1057.14%,2244.36%,-5.80%,-5.74%,,,
,,,,,,,,,
12/31/2015,2679.23,1.86814,1128.44%,2387.24%,-3.91%,-3.84%,,,
11/30/2015,2788.11,11.72012,1178.36%,2486.53%,-2.81%,-2.40%,,,
10/30/2015,2868.72,6.75959,1215.33%,2550.16%,7.14%,7.40%,,,
,,,,,,,,,
9/30/2015,2677.43,2.86636,1127.61%,2367.57%,-4.73%,-4.63%,,,
8/31/2015,2810.35,24.0433,1188.56%,2487.40%,-8.23%,-7.49%,,,
7/31/2015,3062.31,2.5118,1304.09%,2696.87%,1.79%,1.87%,,,
,,,,,,,,,
6/30/2015,3008.52,7.73214,1279.42%,2645.45%,-3.89%,-3.65%,,,
5/29/2015,3130.25,12.62355,1335.24%,2749.45%,-0.21%,0.18%,,,
4/30/2015,3136.89,11.00239,1338.28%,2744.20%,6.28%,6.66%,,,
,,,,,,,,,
3/31/2015,2951.63,17.04395,1253.34%,2566.70%,-6.32%,-5.79%,,,
2/27/2015,3150.69,12.2584,1344.61%,2730.59%,5.76%,6.18%,,,
1/30/2015,2979.08,2.9665,1265.93%,2565.87%,-1.03%,-0.93%,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
MXGB Index Settings Total Return Analysis,,,,,,,,,
Range01/29/1971 -12/30/2022 Period Monthly Currency USD,,,,,,,,,
Price  Open  Close Dividends  Net  Gross 623 Month Holding Period Chart,,,,,,,,,
MSCI United Kingdom Index Max Cuml Total Return 3307.8528% On 03/31/2022,,,,,,,,,
,Date,,Close Price,,Dividends,,Prc Appr,,Total Return
12/31/2014,3010.12,2.06157,1280.16%,2590.94%,-2.60%,-2.53%,,,
11/28/2014,3090.37,12.22414,1316.95%,2660.79%,0.17%,0.57%,,,
10/31/2014,3085.11,5.02718,1314.54%,2645.15%,-2.59%,-2.43%,,,
,,,,,,,,,
9/30/2014,3167.08,3.32716,1352.13%,2713.44%,-5.15%,-5.05%,,,
8/29/2014,3338.99,23.90506,1430.94%,2863.15%,-0.49%,0.23%,,,
7/31/2014,3355.57,3.36224,1438.55%,2856.39%,-1.37%,-1.28%,,,
,,,,,,,,,
6/30/2014,3402.25,8.28865,1459.95%,2894.57%,0.43%,0.67%,,,
5/30/2014,3387.81,13.29326,1453.33%,2874.56%,0.43%,0.83%,,,
4/30/2014,3373.18,11.49961,1446.62%,2850.17%,4.02%,4.38%,,,
,,,,,,,,,
3/31/2014,3242.85,16.29667,1386.87%,2726.35%,-3.42%,-2.94%,,,
2/28/2014,3357.83,14.02782,1439.58%,2811.96%,6.22%,6.67%,,,
1/31/2014,3161.15,2.74298,1349.40%,2629.80%,-4.25%,-4.17%,,,
,,,,,,,,,
12/31/2013,3301.54,3.69447,1413.77%,2748.67%,2.75%,2.87%,,,
11/29/2013,3213.09,12.10165,1373.22%,2669.13%,0.61%,1.00%,,,
10/31/2013,3193.51,5.46695,1364.24%,2641.76%,3.28%,3.47%,,,
,,,,,,,,,
9/30/2013,3091.94,3.63092,1317.67%,2549.91%,5.32%,5.44%,,,
8/30/2013,2935.79,21.44559,1246.07%,2413.08%,-1.21%,-0.50%,,,
7/31/2013,2971.66,2.1726,1262.52%,2425.67%,6.50%,6.58%,,,
,,,,,,,,,
6/28/2013,2790.29,10.49186,1179.36%,2269.77%,-5.51%,-5.17%,,,
5/31/2013,2953.03,13.13915,1253.98%,2398.97%,-0.10%,0.33%,,,
4/30/2013,2956.03,8.51413,1255.36%,2390.66%,2.57%,2.88%,,,
,,,,,,,,,
3/29/2013,2881.88,14.66236,1221.36%,2321.00%,0.67%,1.19%,,,
2/28/2013,2862.58,12.84785,1212.51%,2292.53%,-3.01%,-2.58%,,,
1/31/2013,2951.34,2.55786,1253.21%,2355.89%,3.99%,4.08%,,,
,,,,,,,,,
12/31/2012,2838.08,2.32937,1201.27%,2259.56%,1.86%,1.95%,,,
11/30/2012,2786.14,12.15278,1177.46%,2214.47%,0.86%,1.32%,,,
10/31/2012,2762.3,4.85254,1166.53%,2184.41%,0.57%,0.74%,,,
,,,,,,,,,
9/28/2012,2746.77,5.19541,1159.41%,2167.57%,2.32%,2.52%,,,
8/31/2012,2684.51,19.8851,1130.86%,2111.93%,2.50%,3.25%,,,
7/31/2012,2619.14,2.02289,1100.89%,2042.32%,1.11%,1.19%,,,
,,,,,,,,,
6/29/2012,2590.29,8.29287,1087.66%,2017.06%,6.56%,6.91%,,,
5/31/2012,2430.9,14.58214,1014.58%,1880.21%,-11.79%,-11.30%,,,
4/30/2012,2755.87,7.02223,1163.58%,2132.39%,0.90%,1.16%,,,
,,,,,,,,,
3/30/2012,2731.42,11.93852,1152.37%,2106.88%,-1.31%,-0.88%,,,
2/29/2012,2767.65,15.99115,1168.98%,2126.39%,4.57%,5.18%,,,
1/31/2012,2646.6,2.23803,1113.48%,2016.67%,3.45%,3.54%,,,
,,,,,,,,,
12/30/2011,2558.38,1.04146,1073.03%,1944.36%,-0.07%,-0.03%,,,
11/30/2011,2560.22,17.94422,1073.88%,1944.99%,-3.41%,-2.73%,,,
10/31/2011,2650.53,2.40685,1115.28%,2002.29%,11.36%,11.46%,,,
,,,,,,,,,
9/30/2011,2380.25,5.11057,991.36%,1786.12%,-8.52%,-8.33%,,,
8/31/2011,2601.93,17.59252,1093.00%,1957.55%,-8.07%,-7.45%,,,
7/29/2011,2830.19,2.11006,1197.66%,2123.10%,0.02%,0.10%,,,
,,,,,,,,,
6/30/2011,2829.5,9.7838,1197.34%,2120.89%,-2.99%,-2.65%,,,
5/31/2011,2916.56,11.70785,1237.26%,2181.42%,-2.48%,-2.08%,,,
4/29/2011,2990.58,6.92076,1271.20%,2229.86%,6.32%,6.57%,,,
,,,,,,,,,
3/31/2011,2812.81,13.79721,1189.69%,2086.21%,-2.62%,-2.13%,,,
2/28/2011,2888.34,11.42606,1224.32%,2133.90%,3.71%,4.12%,,,
1/31/2011,2785.06,2.1876,1176.97%,2045.49%,2.42%,2.50%,,,
,,,,,,,,,
12/31/2010,2719.21,2.16523,1146.77%,1993.14%,6.70%,6.79%,,,
11/30/2010,2548.36,8.95442,1068.44%,1860.02%,-5.35%,-5.03%,,,
10/29/2010,2692.31,3.82603,1134.44%,1963.90%,4.17%,4.32%,,,
,,,,,,,,,
9/30/2010,2584.46,4.37165,1084.99%,1878.38%,8.79%,8.98%,,,
8/31/2010,2375.67,12.81383,989.26%,1715.41%,-2.88%,-2.38%,,,
7/30/2010,2446.11,3.25026,1021.56%,1759.63%,12.21%,12.36%,,,
,,,,,,,,,
6/30/2010,2179.87,8.60521,899.48%,1555.00%,-2.20%,-1.83%,,,
5/31/2010,2228.95,8.90625,921.98%,1585.78%,-11.42%,-11.09%,,,
4/30/2010,2516.43,5.70801,1053.79%,1795.95%,-1.65%,-1.44%,,,
,,,,,,,,,
3/31/2010,2558.77,10.18255,1073.21%,1823.58%,5.61%,6.04%,,,
2/26/2010,2422.87,13.41803,1010.90%,1714.08%,-1.84%,-1.29%,,,
1/29/2010,2468.19,1.56825,1031.68%,1737.84%,-4.94%,-4.88%,,,
,,,,,,,,,
12/31/2009,2596.39,1.92843,1090.46%,1832.14%,2.64%,2.72%,,,
11/30/2009,2529.58,14.16008,1059.83%,1781.03%,2.53%,3.09%,,,
10/30/2009,2467.14,2.01937,1031.20%,1724.61%,0.78%,0.86%,,,
,,,,,,,,,
9/30/2009,2448,3.96468,1022.42%,1709.01%,2.86%,3.03%,,,
8/31/2009,2379.97,14.33982,991.23%,1655.87%,4.06%,4.70%,,,
7/31/2009,2287.13,2.67784,948.66%,1577.03%,9.94%,10.07%,,,
,,,,,,,,,
6/30/2009,2080.42,8.88367,853.89%,1423.58%,-1.89%,-1.47%,,,
5/29/2009,2120.43,11.31561,872.23%,1446.38%,13.78%,14.42%,,,
4/30/2009,1863.64,7.06843,754.49%,1251.44%,12.11%,12.56%,,,
,,,,,,,,,
3/31/2009,1662.37,7.34258,662.20%,1100.67%,2.32%,2.80%,,,
2/27/2009,1624.71,13.70961,644.94%,1067.94%,-8.58%,-7.86%,,,
1/30/2009,1777.2,1.16916,714.86%,1167.55%,-7.27%,-7.20%,,,
,,,,,,,,,
12/31/2008,1916.49,2.15186,778.72%,1265.96%,-1.88%,-1.77%,,,
11/28/2008,1953.25,13.55809,795.57%,1290.54%,-6.84%,-6.18%,,,
10/31/2008,2096.69,4.14919,861.34%,1382.10%,-19.06%,-18.90%,,,
,,,,,,,,,
9/30/2008,2590.35,5.72021,1087.69%,1727.47%,-14.83%,-14.66%,,,
8/29/2008,3041.32,20.92031,1294.46%,2041.29%,-4.26%,-3.60%,,,
7/31/2008,3176.68,3.8277,1356.53%,2121.33%,-4.22%,-4.10%,,,
,,,,,,,,,
6/30/2008,3316.57,11.11545,1420.67%,2216.34%,-6.60%,-6.30%,,,
5/30/2008,3551.12,14.87764,1528.21%,2372.14%,-1.05%,-0.64%,,,
4/30/2008,3588.78,10.91625,1545.48%,2388.08%,6.34%,6.67%,,,
,,,,,,,,,
3/31/2008,3374.7,30.97486,1447.32%,2232.49%,-2.88%,-2.00%,,,
2/29/2008,3474.84,13.6169,1493.23%,2280.14%,-0.22%,0.18%,,,
1/31/2008,3482.36,1.63496,1496.68%,2275.87%,-8.57%,-8.53%,,,
,,,,,,,,,
12/31/2007,3808.89,2.73576,1646.40%,2497.43%,-3.25%,-3.18%,,,
11/30/2007,3936.67,12.31927,1704.99%,2582.66%,-5.66%,-5.36%,,,
10/31/2007,4172.87,8.75969,1813.28%,2734.54%,5.72%,5.94%,,,
,,,,,,,,,
9/28/2007,3947.24,6.0105,1709.83%,2575.56%,3.63%,3.80%,,,
8/31/2007,3808.86,25.8226,1646.38%,2477.73%,-1.73%,-1.05%,,,
7/31/2007,3875.91,1.70787,1677.12%,2505.19%,-2.39%,-2.35%,,,
,,,,,,,,,
6/29/2007,3970.73,10.65048,1720.60%,2567.79%,1.00%,1.27%,,,
5/31/2007,3931.52,14.36717,1702.62%,2534.25%,1.33%,1.70%,,,
4/30/2007,3879.98,9.02705,1678.99%,2490.21%,3.87%,4.11%,,,
,,,,,,,,,
3/30/2007,3735.39,26.52762,1612.70%,2387.87%,2.84%,3.60%,,,
2/28/2007,3632.32,11.34485,1565.44%,2301.41%,-0.59%,-0.29%,,,
1/31/2007,3653.98,1.15939,1575.37%,2308.42%,0.08%,0.11%,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
MXGB Index Settings Total Return Analysis,,,,,,,,,
Range01/29/1971 -12/30/2022 Period Monthly Currency USD,,,,,,,,,
Price  Open  Close Dividends  Net  Gross 623 Month Holding Period Chart,,,,,,,,,
MSCI United Kingdom Index Max Cuml Total Return 3307.8528% On 03/31/2022,,,,,,,,,
,Date,,Close Price,,Dividends,,Prc Appr,,Total Return
12/29/2006,3651.24,2.4402,1574.11%,2305.86%,2.42%,2.49%,,,
11/30/2006,3564.83,15.42986,1534.49%,2247.35%,1.98%,2.43%,,,
10/31/2006,3495.6,2.3099,1502.75%,2191.72%,4.75%,4.82%,,,
,,,,,,,,,
9/29/2006,3337.02,4.53955,1430.04%,2086.27%,-0.44%,-0.30%,,,
8/31/2006,3351.6,23.25784,1436.73%,2092.82%,1.66%,2.37%,,,
7/31/2006,3296.86,2.32073,1411.63%,2042.00%,2.42%,2.50%,,,
,,,,,,,,,
6/30/2006,3218.83,8.58641,1375.85%,1989.79%,0.50%,0.78%,,,
5/31/2006,3202.67,13.36659,1368.44%,1973.63%,-2.42%,-2.03%,,,
4/28/2006,3282.25,5.59783,1404.93%,2016.58%,5.67%,5.85%,,,
,,,,,,,,,
3/31/2006,3106.21,22.80994,1324.21%,1899.59%,2.24%,3.00%,,,
2/28/2006,3038.17,10.64702,1293.02%,1841.32%,-1.21%,-0.86%,,,
1/31/2006,3075.39,1.20015,1310.08%,1858.19%,6.16%,6.21%,,,
,,,,,,,,,
12/30/2005,2896.83,1.87212,1228.21%,1743.76%,2.80%,2.87%,,,
11/30/2005,2817.93,12.99363,1192.03%,1692.38%,0.20%,0.66%,,,
10/31/2005,2812.25,1.83689,1189.43%,1680.61%,-2.99%,-2.92%,,,
,,,,,,,,,
9/30/2005,2898.88,4.30264,1229.15%,1734.26%,1.13%,1.28%,,,
8/31/2005,2866.57,19.25659,1214.34%,1711.16%,2.70%,3.40%,,,
7/29/2005,2791.08,2.55252,1179.73%,1651.68%,1.17%,1.26%,,,
,,,,,,,,,
6/30/2005,2758.87,8.43972,1164.96%,1629.86%,1.25%,1.56%,,,
5/31/2005,2724.9,8.86189,1149.38%,1603.33%,-1.28%,-0.97%,,,
4/29/2005,2760.34,5.14346,1165.63%,1619.93%,-1.16%,-0.97%,,,
,,,,,,,,,
3/31/2005,2792.65,20.68407,1180.44%,1636.85%,-3.28%,-2.58%,,,
2/28/2005,2887.36,11.59108,1223.87%,1682.89%,4.48%,4.91%,,,
1/31/2005,2763.54,1.34353,1167.10%,1599.51%,-0.73%,-0.68%,,,
,,,,,,,,,
12/31/2004,2783.91,2.78317,1176.44%,1611.20%,3.02%,3.13%,,,
11/30/2004,2702.19,10.08635,1138.97%,1559.29%,5.81%,6.21%,,,
10/29/2004,2553.87,1.75051,1070.96%,1462.27%,2.38%,2.46%,,,
,,,,,,,,,
9/30/2004,2494.4,4.07971,1043.70%,1424.83%,2.87%,3.04%,,,
8/31/2004,2424.73,17.05485,1011.75%,1379.78%,0.29%,1.01%,,,
7/30/2004,2417.7,2.41387,1008.53%,1365.01%,-1.26%,-1.16%,,,
,,,,,,,,,
6/30/2004,2448.59,6.28418,1022.69%,1382.25%,-0.09%,0.16%,,,
5/31/2004,2450.85,7.13757,1023.73%,1379.83%,1.66%,1.97%,,,
4/30/2004,2410.77,4.74138,1005.35%,1351.29%,-0.92%,-0.73%,,,
,,,,,,,,,
3/31/2004,2433.17,19.84632,1015.62%,1361.93%,-3.53%,-2.74%,,,
2/27/2004,2522.09,7.81357,1056.39%,1403.12%,4.67%,4.99%,,,
1/30/2004,2409.64,0.99541,1004.83%,1331.69%,0.17%,0.21%,,,
,,,,,,,,,
12/31/2003,2405.49,3.04516,1002.93%,1328.65%,6.93%,7.07%,,,
11/28/2003,2249.68,7.29063,931.49%,1234.36%,2.78%,3.12%,,,
10/31/2003,2188.78,2.60193,903.57%,1194.00%,6.52%,6.65%,,,
,,,,,,,,,
9/30/2003,2054.74,4.12496,842.11%,1113.30%,3.78%,3.98%,,,
8/29/2003,1979.96,14.11835,807.82%,1066.82%,-1.74%,-1.05%,,,
7/31/2003,2015.06,3.15522,823.92%,1079.25%,0.30%,0.45%,,,
,,,,,,,,,
6/30/2003,2009.13,3.74835,821.20%,1073.93%,0.85%,1.03%,,,
5/30/2003,1992.27,6.01807,813.47%,1061.97%,5.65%,5.97%,,,
4/30/2003,1885.81,5.81107,764.66%,996.48%,10.32%,10.67%,,,
,,,,,,,,,
3/31/2003,1709.45,12.68508,683.79%,890.74%,-0.94%,-0.20%,,,
2/28/2003,1725.75,9.35215,691.27%,892.73%,-2.20%,-1.67%,,,
1/31/2003,1764.64,1.25673,709.10%,909.60%,-7.09%,-7.02%,,,
,,,,,,,,,
12/31/2002,1899.29,2.23113,770.84%,985.88%,-2.23%,-2.12%,,,
11/29/2002,1942.66,4.68996,790.72%,1009.35%,2.74%,2.99%,,,
10/31/2002,1890.83,2.65168,766.96%,977.11%,7.88%,8.04%,,,
,,,,,,,,,
9/30/2002,1752.65,3.5783,703.60%,896.97%,-10.73%,-10.55%,,,
8/30/2002,1963.2,11.84988,800.14%,1014.57%,-1.73%,-1.13%,,,
7/31/2002,1997.68,3.19428,815.95%,1027.29%,-6.98%,-6.83%,,,
,,,,,,,,,
6/28/2002,2147.66,3.93586,884.71%,1109.96%,-3.97%,-3.80%,,,
5/31/2002,2236.56,5.40144,925.47%,1157.75%,-2.10%,-1.87%,,,
4/30/2002,2284.49,3.54877,947.45%,1181.69%,0.11%,0.26%,,,
,,,,,,,,,
3/29/2002,2282.04,11.79604,946.33%,1178.33%,4.14%,4.69%,,,
2/28/2002,2191.24,9.21202,904.69%,1121.11%,-0.79%,-0.38%,,,
1/31/2002,2208.75,1.14183,912.73%,1125.73%,-4.26%,-4.21%,,,
,,,,,,,,,
12/31/2001,2306.96,1.01347,957.75%,1179.57%,2.32%,2.36%,,,
11/30/2001,2254.75,4.62975,933.81%,1150.05%,1.71%,1.92%,,,
10/31/2001,2216.86,2.10597,916.44%,1126.56%,1.96%,2.06%,,,
,,,,,,,,,
9/28/2001,2174.24,3.57771,896.90%,1101.84%,-6.95%,-6.79%,,,
8/31/2001,2336.59,11.68935,971.34%,1189.41%,-1.15%,-0.66%,,,
7/31/2001,2363.84,0.99377,983.83%,1198.02%,-0.35%,-0.30%,,,
,,,,,,,,,
6/29/2001,2372.09,3.15354,987.62%,1201.99%,-3.01%,-2.89%,,,
5/31/2001,2445.76,4.93007,1021.39%,1240.68%,-3.57%,-3.38%,,,
4/30/2001,2536.25,3.40883,1062.89%,1287.54%,6.22%,6.37%,,,
,,,,,,,,,
3/30/2001,2387.76,11.64865,994.80%,1204.50%,-5.34%,-4.89%,,,
2/28/2001,2522.43,8.49798,1056.55%,1271.52%,-6.68%,-6.37%,,,
1/31/2001,2702.98,0.80979,1139.33%,1364.77%,-1.74%,-1.71%,,,
,,,,,,,,,
12/29/2000,2750.83,6.23518,1161.27%,1390.26%,6.25%,6.50%,,,
11/30/2000,2588.96,4.4447,1087.05%,1299.36%,-5.54%,-5.38%,,,
10/31/2000,2740.85,2.27337,1156.69%,1378.99%,0.37%,0.46%,,,
,,,,,,,,,
9/29/2000,2730.68,3.04763,1152.03%,1372.26%,-2.41%,-2.30%,,,
8/31/2000,2798.11,13.34386,1182.95%,1406.92%,0.27%,0.75%,,,
7/31/2000,2790.55,2.15379,1179.48%,1395.75%,0.43%,0.51%,,,
,,,,,,,,,
6/30/2000,2778.61,3.61831,1174.01%,1388.20%,0.61%,0.74%,,,
5/31/2000,2761.7,4.2015,1166.25%,1377.26%,-2.79%,-2.64%,,,
4/28/2000,2840.84,3.33118,1202.54%,1417.29%,-4.70%,-4.59%,,,
,,,,,,,,,
3/31/2000,2981.03,11.11349,1266.82%,1490.32%,6.83%,7.24%,,,
2/29/2000,2790.39,9.77034,1179.41%,1382.99%,-2.87%,-2.52%,,,
1/31/2000,2872.76,0.97375,1217.18%,1421.34%,-9.97%,-9.94%,,,
,,,,,,,,,
12/31/1999,3190.74,4.87072,1362.97%,1589.19%,5.54%,5.71%,,,
11/30/1999,3023.13,4.81999,1286.12%,1497.96%,1.11%,1.27%,,,
10/29/1999,2989.9,2.07218,1270.89%,1477.89%,2.88%,2.95%,,,
,,,,,,,,,
9/30/1999,2906.35,4.21693,1232.58%,1432.72%,-1.95%,-1.81%,,,
8/31/1999,2964.06,14.24235,1259.04%,1460.94%,-0.61%,-0.13%,,,
7/30/1999,2982.33,2.33011,1267.42%,1462.96%,1.44%,1.52%,,,
,,,,,,,,,
6/30/1999,2939.92,5.90772,1247.97%,1439.52%,0.06%,0.26%,,,
5/31/1999,2938.03,14.74868,1247.10%,1435.55%,-5.61%,-5.15%,,,
4/30/1999,3112.79,4.42473,1327.23%,1518.94%,3.51%,3.66%,,,
,,,,,,,,,
3/31/1999,3007.23,19.01519,1278.83%,1461.79%,2.81%,3.48%,,,
