,,,,,,,,,,,,,
,,,,,,,,,,,,,
MXBR Index Settings Total Return Analysis,,,,,,,,,,,,,
Range12/31/1987 -12/30/2022 Period Monthly Currency USD,,,,,,,,,,,,,
Price  Open  Close Dividends  Net  Gross 420 Month Holding Period Chart,,,,,,,,,,,,,
MSCI Brazil Index Max Cuml Total Return 6339.5311% On 05/30/2008,,,,,,,,,,,,,
Date,Close Price,Dividends,Prc Appr,Total Return,Period Appr,Period Return,,,,,,,
,,,,,,,,,,,,,
12/30/2016,1671.82,11.05853,1571.82%,3072.84%,0.24%,0.95%,,,,,,,
11/30/2016,1667.74,3.72018,1567.74%,3043.13%,-11.40%,-11.20%,,,,,,,
10/31/2016,1882.26,4.89205,1782.26%,3439.69%,13.68%,14.01%,,,,,,,
,,,,,,,,,,,,,
9/30/2016,1655.73,1.19611,1555.73%,3004.75%,0.27%,0.35%,,,,,,,
8/31/2016,1651.21,5.97599,1551.21%,2994.01%,0.55%,0.90%,,,,,,,
7/29/2016,1642.21,2.35799,1542.21%,2966.37%,9.82%,9.99%,,,,,,,
,,,,,,,,,,,,,
6/30/2016,1495.37,1.82045,1395.37%,2687.89%,19.34%,19.50%,,,,,,,
5/31/2016,1252.99,2.95621,1152.99%,2232.94%,-13.82%,-13.64%,,,,,,,
4/29/2016,1453.99,3.13896,1353.99%,2601.41%,10.15%,10.40%,,,,,,,
,,,,,,,,,,,,,
3/31/2016,1320.01,1.81957,1220.01%,2346.91%,30.33%,30.53%,,,,,,,
2/29/2016,1012.79,6.16541,912.79%,1774.57%,5.61%,6.28%,,,,,,,
1/29/2016,958.97,1.54802,858.97%,1663.78%,-7.46%,-7.31%,,,,,,,
,,,,,,,,,,,,,
12/31/2015,1036.23,9.68077,936.23%,1802.89%,-5.80%,-4.96%,,,,,,,
11/30/2015,1100,1.31386,1000.00%,1902.31%,-3.25%,-3.15%,,,,,,,
10/30/2015,1136.99,2.73134,1036.99%,1967.41%,4.96%,5.21%,,,,,,,
,,,,,,,,,,,,,
9/30/2015,1083.24,3.10065,983.24%,1865.06%,-12.11%,-11.87%,,,,,,,
8/31/2015,1232.43,4.87339,1132.43%,2129.72%,-14.46%,-14.14%,,,,,,,
7/31/2015,1440.71,1.37955,1340.71%,2496.80%,-12.29%,-12.21%,,,,,,,
,,,,,,,,,,,,,
6/30/2015,1642.49,2.90151,1542.49%,2857.85%,3.59%,3.77%,,,,,,,
5/29/2015,1585.59,4.26135,1485.59%,2750.38%,-11.94%,-11.72%,,,,,,,
4/30/2015,1800.54,7.96797,1700.54%,3128.97%,16.29%,16.83%,,,,,,,
,,,,,,,,,,,,,
3/31/2015,1548.26,4.19338,1448.26%,2663.93%,-11.49%,-11.26%,,,,,,,
2/27/2015,1749.26,10.112,1649.26%,3014.54%,2.23%,2.86%,,,,,,,
1/30/2015,1711.04,3.7822,1611.04%,2928.04%,-6.62%,-6.42%,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
MXBR Index Settings Total Return Analysis,,,,,,,,,,,,,
Range12/31/1987 -12/30/2022 Period Monthly Currency USD,,,,,,,,,,,,,
Price  Open  Close Dividends  Net  Gross 420 Month Holding Period Chart,,,,,,,,,,,,,
MSCI Brazil Index Max Cuml Total Return 6339.5311% On 05/30/2008,,,,,,,,,,,,,
,Date,,Close Price,,Dividends,,Prc Appr,,Total Return,,Period Appr,,Period Return
12/31/2014,1832.34,6.24314,1732.34%,3135.78%,-11.37%,-11.06%,,,,,,,
11/28/2014,2067.31,2.61782,1967.31%,3538.31%,-4.81%,-4.69%,,,,,,,
10/31/2014,2171.76,9.85053,2071.76%,3717.25%,0.07%,0.52%,,,,,,,
,,,,,,,,,,,,,
9/30/2014,2170.28,5.36796,2070.28%,3697.49%,-19.39%,-19.21%,,,,,,,
8/29/2014,2692.43,6.4475,2592.43%,4600.47%,10.77%,11.06%,,,,,,,
7/31/2014,2430.58,4.75705,2330.58%,4132.21%,1.68%,1.88%,,,,,,,
,,,,,,,,,,,,,
6/30/2014,2390.35,5.89951,2290.35%,4054.11%,5.09%,5.35%,,,,,,,
5/30/2014,2274.54,6.90993,2174.54%,3843.12%,-2.04%,-1.76%,,,,,,,
4/30/2014,2321.94,27.71641,2221.94%,3913.66%,2.66%,3.91%,,,,,,,
,,,,,,,,,,,,,
3/31/2014,2261.81,5.20845,2161.81%,3762.69%,10.73%,11.01%,,,,,,,
2/28/2014,2042.72,8.02169,1942.72%,3379.61%,3.21%,3.62%,,,,,,,
1/31/2014,1979.2,4.70788,1879.20%,3257.98%,-10.77%,-10.58%,,,,,,,
,,,,,,,,,,,,,
12/31/2013,2218.13,6.3461,2118.13%,3655.11%,-4.84%,-4.56%,,,,,,,
11/29/2013,2330.93,4.50159,2230.93%,3834.72%,-6.82%,-6.64%,,,,,,,
10/31/2013,2501.47,8.4898,2401.47%,4114.63%,5.73%,6.09%,,,,,,,
,,,,,,,,,,,,,
9/30/2013,2365.85,6.25496,2265.85%,3872.72%,12.14%,12.44%,,,,,,,
8/30/2013,2109.65,7.58357,2009.65%,3433.08%,-2.43%,-2.08%,,,,,,,
7/31/2013,2162.11,1.18612,2062.11%,3508.14%,-1.57%,-1.52%,,,,,,,
,,,,,,,,,,,,,
6/28/2013,2196.65,2.99611,2096.65%,3563.78%,-12.64%,-12.52%,,,,,,,
5/31/2013,2514.38,7.18184,2414.38%,4088.11%,-7.35%,-7.10%,,,,,,,
4/30/2013,2713.94,27.08893,2613.94%,4408.40%,0.84%,1.88%,,,,,,,
,,,,,,,,,,,,,
3/29/2013,2691.31,9.20453,2591.31%,4325.41%,-1.45%,-1.12%,,,,,,,
2/28/2013,2730.88,4.3962,2630.88%,4375.42%,-2.64%,-2.48%,,,,,,,
1/31/2013,2804.83,2.02699,2704.83%,4489.26%,2.83%,2.90%,,,,,,,
,,,,,,,,,,,,,
12/31/2012,2727.71,15.69072,2627.71%,4359.85%,7.05%,7.67%,,,,,,,
11/30/2012,2548.07,3.35384,2448.07%,4042.18%,-3.11%,-2.98%,,,,,,,
10/31/2012,2629.82,14.75485,2529.82%,4169.54%,-1.45%,-0.91%,,,,,,,
,,,,,,,,,,,,,
9/28/2012,2668.41,2.53927,2568.41%,4208.66%,2.71%,2.81%,,,,,,,
8/31/2012,2597.95,5.97663,2497.95%,4090.99%,0.16%,0.38%,,,,,,,
7/31/2012,2593.83,0.68186,2493.83%,4074.94%,1.42%,1.45%,,,,,,,
,,,,,,,,,,,,,
6/29/2012,2557.51,4.10249,2457.51%,4015.41%,0.98%,1.14%,,,,,,,
5/31/2012,2532.8,13.02151,2432.80%,3968.94%,-14.81%,-14.41%,,,,,,,
4/30/2012,2973.16,26.77525,2873.16%,4653.74%,-6.96%,-6.13%,,,,,,,
,,,,,,,,,,,,,
3/30/2012,3195.41,13.72659,3095.41%,4964.35%,-6.69%,-6.31%,,,,,,,
2/29/2012,3424.44,3.35652,3324.44%,5305.33%,5.35%,5.46%,,,,,,,
1/31/2012,3250.43,4.9628,3150.43%,5025.61%,14.99%,15.19%,,,,,,,
,,,,,,,,,,,,,
12/30/2011,2826.65,11.9174,2726.65%,4349.87%,-2.35%,-1.95%,,,,,,,
11/30/2011,2894.72,7.81288,2794.72%,4438.13%,-7.20%,-6.96%,,,,,,,
10/31/2011,3119.36,15.30698,3019.36%,4777.46%,18.78%,19.44%,,,,,,,
,,,,,,,,,,,,,
9/30/2011,2626.1,2.32345,2526.10%,3983.51%,-18.46%,-18.40%,,,,,,,
8/31/2011,3220.82,26.9555,3120.82%,4904.22%,-7.27%,-6.45%,,,,,,,
7/29/2011,3473.24,2.98889,3373.24%,5249.32%,-4.38%,-4.30%,,,,,,,
,,,,,,,,,,,,,
6/30/2011,3632.36,7.20666,3532.36%,5489.73%,-0.52%,-0.31%,,,,,,,
5/31/2011,3651.23,19.16057,3551.23%,5507.30%,-3.71%,-3.21%,,,,,,,
4/29/2011,3792.01,22.19302,3692.01%,5693.19%,-1.12%,-0.55%,,,,,,,
,,,,,,,,,,,,,
3/31/2011,3835.09,16.29371,3735.09%,5724.96%,3.55%,4.01%,,,,,,,
2/28/2011,3703.48,1.71991,3603.48%,5500.30%,2.94%,2.99%,,,,,,,
1/31/2011,3597.67,7.17777,3497.67%,5337.72%,-4.35%,-4.17%,,,,,,,
,,,,,,,,,,,,,
12/31/2010,3761.35,18.81456,3661.35%,5574.36%,6.62%,7.17%,,,,,,,
11/30/2010,3527.84,6.40384,3427.84%,5194.67%,-4.93%,-4.77%,,,,,,,
10/29/2010,3710.81,8.05775,3610.81%,5459.73%,1.24%,1.46%,,,,,,,
,,,,,,,,,,,,,
9/30/2010,3665.23,5.61487,3565.23%,5379.89%,10.43%,10.60%,,,,,,,
8/31/2010,3319.14,13.4978,3219.14%,4854.63%,-3.58%,-3.20%,,,,,,,
7/30/2010,3442.52,1.3035,3342.52%,5018.63%,13.69%,13.73%,,,,,,,
,,,,,,,,,,,,,
6/30/2010,3028.03,1.77304,2928.03%,4400.49%,-4.48%,-4.43%,,,,,,,
5/31/2010,3170.14,14.95807,3070.14%,4609.01%,-10.89%,-10.49%,,,,,,,
4/30/2010,3557.72,16.67084,3457.72%,5160.63%,-1.34%,-0.89%,,,,,,,
,,,,,,,,,,,,,
3/31/2010,3606.03,8.48415,3506.03%,5207.61%,7.04%,7.30%,,,,,,,
2/26/2010,3368.94,12.89871,3268.94%,4846.64%,4.42%,4.83%,,,,,,,
1/29/2010,3226.36,2.23833,3126.36%,4618.90%,-10.98%,-10.93%,,,,,,,
,,,,,,,,,,,,,
12/31/2009,3624.51,14.12359,3524.51%,5198.07%,1.23%,1.63%,,,,,,,
11/30/2009,3580.5,3.01884,3480.50%,5113.04%,8.15%,8.25%,,,,,,,
10/30/2009,3310.6,11.89623,3210.60%,4715.95%,2.41%,2.77%,,,,,,,
,,,,,,,,,,,,,
9/30/2009,3232.55,1.64011,3132.55%,4586.13%,15.14%,15.20%,,,,,,,
8/31/2009,2807.49,6.86633,2707.49%,3967.74%,1.47%,1.71%,,,,,,,
7/31/2009,2766.89,12.25415,2666.89%,3899.41%,8.41%,8.94%,,,,,,,
,,,,,,,,,,,,,
6/30/2009,2552.28,0.70412,2452.28%,3571.32%,-3.97%,-3.94%,,,,,,,
5/29/2009,2657.74,4.7652,2557.74%,3721.98%,21.93%,22.17%,,,,,,,
4/30/2009,2179.8,17.03036,2079.80%,3028.39%,18.89%,19.85%,,,,,,,
,,,,,,,,,,,,,
3/31/2009,1833.39,8.80789,1733.39%,2510.30%,10.33%,10.88%,,,,,,,
2/27/2009,1661.73,0.44209,1561.73%,2254.11%,-2.93%,-2.90%,,,,,,,
1/30/2009,1711.86,2.00823,1611.86%,2324.48%,4.50%,4.62%,,,,,,,
,,,,,,,,,,,,,
12/31/2008,1638.17,18.41124,1538.17%,2217.46%,0.79%,1.97%,,,,,,,
11/28/2008,1625.4,3.36154,1525.40%,2172.74%,-9.40%,-9.21%,,,,,,,
10/31/2008,1794.1,7.91809,1694.10%,2403.21%,-32.35%,-32.05%,,,,,,,
,,,,,,,,,,,,,
9/30/2008,2652.08,2.33437,2552.08%,3583.63%,-23.13%,-23.07%,,,,,,,
8/29/2008,3450.25,12.32411,3350.25%,4688.27%,-10.21%,-9.88%,,,,,,,
7/31/2008,3842.51,4.26597,3742.51%,5213.11%,-10.48%,-10.38%,,,,,,,
,,,,,,,,,,,,,
6/30/2008,4292.5,1.95336,4192.50%,5828.73%,-7.97%,-7.93%,,,,,,,
5/30/2008,4664.46,4.11307,4564.46%,6339.53%,11.39%,11.50%,,,,,,,
4/30/2008,4187.39,20.63478,4087.39%,5675.56%,14.78%,15.37%,,,,,,,
,,,,,,,,,,,,,
3/31/2008,3648.34,7.76065,3548.34%,4906.11%,-7.82%,-7.63%,,,,,,,
2/29/2008,3957.88,6.55216,3857.88%,5319.47%,11.89%,12.08%,,,,,,,
1/31/2008,3537.18,11.39257,3437.18%,4735.49%,-8.53%,-8.26%,,,,,,,
,,,,,,,,,,,,,
12/31/2007,3867.16,7.92467,3767.16%,5170.73%,2.72%,2.94%,,,,,,,
11/30/2007,3764.72,1.54052,3664.72%,5020.39%,-4.90%,-4.86%,,,,,,,
10/31/2007,3958.74,13.46281,3858.74%,5282.00%,15.40%,15.83%,,,,,,,
,,,,,,,,,,,,,
9/28/2007,3430.6,3.16223,3330.60%,4546.49%,19.97%,20.09%,,,,,,,
8/31/2007,2859.5,9.86365,2759.50%,3769.32%,-3.93%,-3.56%,,,,,,,
7/31/2007,2976.58,1.86579,2876.58%,3912.23%,4.17%,4.24%,,,,,,,
,,,,,,,,,,,,,
6/29/2007,2857.33,1.47471,2757.33%,3749.20%,4.21%,4.26%,,,,,,,
5/31/2007,2742.01,2.14239,2642.01%,3591.92%,11.56%,11.65%,,,,,,,
4/30/2007,2457.92,10.6027,2357.92%,3206.60%,5.68%,6.14%,,,,,,,
,,,,,,,,,,,,,
3/30/2007,2325.91,5.40282,2225.91%,3015.30%,7.80%,8.07%,,,,,,,
2/28/2007,2157.62,0.9102,2057.62%,2782.72%,-2.85%,-2.81%,,,,,,,
1/31/2007,2220.85,7.45588,2120.85%,2866.03%,0.70%,1.03%,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
MXBR Index Settings Total Return Analysis,,,,,,,,,,,,,
Range12/31/1987 -12/30/2022 Period Monthly Currency USD,,,,,,,,,,,,,
Price  Open  Close Dividends  Net  Gross 420 Month Holding Period Chart,,,,,,,,,,,,,
MSCI Brazil Index Max Cuml Total Return 6339.5311% On 05/30/2008,,,,,,,,,,,,,
,Date,,Close Price,,Dividends,,Prc Appr,,Total Return,,Period Appr,,Period Return
12/29/2006,2205.43,2.75986,2105.43%,2835.69%,8.01%,8.15%,,,,,,,
11/30/2006,2041.84,11.80715,1941.84%,2614.49%,5.23%,5.87%,,,,,,,
10/31/2006,1940.35,7.269,1840.35%,2464.09%,8.35%,8.77%,,,,,,,
,,,,,,,,,,,,,
9/29/2006,1790.82,1.69503,1690.82%,2257.36%,-1.96%,-1.87%,,,,,,,
8/31/2006,1826.66,3.13955,1726.66%,2302.29%,-0.67%,-0.50%,,,,,,,
7/31/2006,1838.9,2.13598,1738.90%,2314.28%,0.94%,1.05%,,,,,,,
,,,,,,,,,,,,,
6/30/2006,1821.85,1.44062,1721.85%,2289.11%,6.12%,6.21%,,,,,,,
5/31/2006,1716.84,1.75866,1616.84%,2149.47%,-16.31%,-16.24%,,,,,,,
4/28/2006,2051.43,14.14556,1951.43%,2585.60%,8.76%,9.55%,,,,,,,
,,,,,,,,,,,,,
3/31/2006,1886.23,5.11074,1786.23%,2351.40%,-5.02%,-4.76%,,,,,,,
2/28/2006,1985.83,2.77885,1885.83%,2474.01%,1.83%,1.98%,,,,,,,
1/31/2006,1950.14,8.07704,1850.14%,2424.05%,24.26%,24.89%,,,,,,,
,,,,,,,,,,,,,
12/30/2005,1569.44,2.13561,1469.44%,1920.97%,-1.25%,-1.11%,,,,,,,
11/30/2005,1589.28,2.50905,1489.28%,1943.74%,8.72%,8.90%,,,,,,,
10/31/2005,1461.87,5.22087,1361.87%,1776.76%,-6.33%,-5.99%,,,,,,,
,,,,,,,,,,,,,
9/30/2005,1560.62,2.10789,1460.62%,1896.41%,18.82%,19.01%,,,,,,,
8/31/2005,1313.41,1.70533,1213.41%,1577.56%,10.94%,11.09%,,,,,,,
7/29/2005,1183.87,6.64254,1083.87%,1410.09%,3.31%,3.90%,,,,,,,
,,,,,,,,,,,,,
6/30/2005,1145.92,1.00542,1045.92%,1353.41%,3.80%,3.89%,,,,,,,
5/31/2005,1103.98,5.78103,1003.98%,1298.98%,6.82%,7.42%,,,,,,,
4/29/2005,1033.5,11.70874,933.50%,1202.40%,-5.23%,-4.16%,,,,,,,
,,,,,,,,,,,,,
3/31/2005,1090.51,2.80079,990.51%,1258.94%,-8.80%,-8.58%,,,,,,,
2/28/2005,1195.77,0.8797,1095.77%,1386.55%,17.40%,17.49%,,,,,,,
1/31/2005,1018.57,0.28838,918.57%,1165.26%,-2.67%,-2.65%,,,,,,,
,,,,,,,,,,,,,
12/31/2004,1046.55,3.885,946.55%,1199.64%,9.18%,9.61%,,,,,,,
11/30/2004,958.53,0.37295,858.53%,1085.71%,10.34%,10.38%,,,,,,,
10/29/2004,868.72,10.79705,768.72%,974.17%,0.67%,1.92%,,,,,,,
,,,,,,,,,,,,,
9/30/2004,862.93,0.48433,762.93%,953.89%,9.47%,9.53%,,,,,,,
8/31/2004,788.31,1.02061,688.31%,862.20%,6.12%,6.26%,,,,,,,
7/30/2004,742.88,0.68048,642.88%,805.53%,8.23%,8.34%,,,,,,,
,,,,,,,,,,,,,
6/30/2004,686.37,0.48994,586.37%,735.84%,4.82%,4.90%,,,,,,,
5/31/2004,654.8,0.04165,554.80%,696.81%,-1.82%,-1.82%,,,,,,,
4/30/2004,666.95,2.41326,566.95%,711.54%,-15.24%,-14.96%,,,,,,,
,,,,,,,,,,,,,
3/31/2004,786.86,6.1456,686.86%,854.34%,-0.94%,-0.16%,,,,,,,
2/27/2004,794.33,0.0331,694.33%,855.85%,3.68%,3.68%,,,,,,,
1/30/2004,766.15,0.45471,666.15%,821.90%,-4.47%,-4.42%,,,,,,,
,,,,,,,,,,,,,
12/31/2003,802,1.16771,702.00%,864.51%,17.20%,17.37%,,,,,,,
11/28/2003,684.32,7.43746,584.32%,721.74%,4.79%,5.95%,,,,,,,
10/31/2003,653.03,1.46799,553.03%,675.58%,10.09%,10.34%,,,,,,,
,,,,,,,,,,,,,
9/30/2003,593.16,0.00006,493.16%,602.93%,1.80%,1.80%,,,,,,,
8/29/2003,582.65,1.96575,482.65%,590.47%,10.00%,10.39%,,,,,,,
7/31/2003,529.68,0.57458,429.68%,525.51%,5.27%,5.39%,,,,,,,
,,,,,,,,,,,,,
6/30/2003,503.14,0.12504,403.14%,493.52%,0.10%,0.12%,,,,,,,
5/30/2003,502.64,0.50396,402.64%,492.79%,2.18%,2.28%,,,,,,,
4/30/2003,491.92,1.51106,391.92%,479.55%,19.96%,20.35%,,,,,,,
,,,,,,,,,,,,,
3/31/2003,410.08,3.59894,310.08%,381.56%,12.80%,13.80%,,,,,,,
2/28/2003,363.54,0.02559,263.54%,323.15%,-4.07%,-4.07%,,,,,,,
1/31/2003,378.98,0.08063,278.98%,341.09%,-4.14%,-4.12%,,,,,,,
,,,,,,,,,,,,,
12/31/2002,395.36,0.20179,295.36%,360.06%,9.20%,9.25%,,,,,,,
11/29/2002,362.06,3.5466,262.06%,321.10%,0.09%,1.13%,,,,,,,
10/31/2002,361.72,0.02354,261.72%,316.38%,28.37%,28.38%,,,,,,,
,,,,,,,,,,,,,
9/30/2002,281.77,0.08994,181.77%,224.33%,-30.29%,-30.27%,,,,,,,
8/30/2002,404.18,0.02103,304.18%,365.11%,22.76%,22.77%,,,,,,,
7/31/2002,329.25,0.27785,229.25%,278.86%,-29.14%,-29.10%,,,,,,,
,,,,,,,,,,,,,
6/28/2002,464.67,0.09756,364.67%,434.32%,-18.50%,-18.48%,,,,,,,
5/31/2002,570.15,0.53417,470.15%,555.46%,-7.69%,-7.61%,,,,,,,
4/30/2002,617.65,0.16615,517.65%,609.44%,-1.51%,-1.49%,,,,,,,
,,,,,,,,,,,,,
3/29/2002,627.14,7.35686,527.14%,620.15%,-1.21%,-0.03%,,,,,,,
2/28/2002,634.82,0.00035,534.82%,620.36%,14.23%,14.23%,,,,,,,
1/31/2002,555.72,0.285,455.72%,530.60%,-6.92%,-6.88%,,,,,,,
,,,,,,,,,,,,,
12/31/2001,597.06,0.1726,497.06%,577.19%,13.78%,13.81%,,,,,,,
11/30/2001,524.76,4.66422,424.76%,495.01%,9.50%,10.43%,,,,,,,
10/31/2001,479.24,0.06752,379.24%,438.82%,5.50%,5.52%,,,,,,,
,,,,,,,,,,,,,
