,,,,,,,,,
,,,,,,,,,
MXAR Index Settings Total Return Analysis,,,,,,,,,
Range12/31/1987 -12/30/2022 Period Monthly Currency USD,,,,,,,,,
Price  Open  Close Dividends  Net  Gross 420 Month Holding Period Chart,,,,,,,,,
MSCI Argentina Index Max Cuml Total Return 7226.4397% On 01/31/2018,,,,,,,,,
Date,Close Price,Dividends,Prc Appr,Total Return,Period Appr,Period Return,,,
10/30/2009,2056.04,--,1956.04%,2740.25%,7.62%,7.62%,,,
,,,,,,,,,
9/30/2009,1910.55,16.62675,1810.55%,2539.27%,3.70%,4.62%,,,
8/31/2009,1842.33,--,1742.33%,2422.63%,12.80%,12.80%,,,
7/31/2009,1633.34,--,1533.34%,2136.47%,7.65%,7.65%,,,
,,,,,,,,,
6/30/2009,1517.26,--,1417.26%,1977.53%,25.05%,25.05%,,,
5/29/2009,1213.3,--,1113.30%,1561.33%,1.79%,1.79%,,,
4/30/2009,1191.95,--,1091.95%,1532.09%,7.63%,7.63%,,,
,,,,,,,,,
3/31/2009,1107.5,--,1007.50%,1416.46%,1.79%,1.79%,,,
2/27/2009,1088.05,--,988.05%,1389.83%,-13.08%,-13.08%,,,
1/30/2009,1251.82,--,1151.82%,1614.07%,-4.00%,-4.00%,,,
,,,,,,,,,
12/31/2008,1304,--,1204.00%,1685.52%,-1.99%,-1.99%,,,
11/28/2008,1330.42,10.97261,1230.42%,1721.69%,-2.59%,-1.75%,,,
10/31/2008,1365.84,--,1265.84%,1754.08%,-41.68%,-41.68%,,,
,,,,,,,,,
9/30/2008,2341.91,--,2241.91%,3079.07%,-24.68%,-24.68%,,,
8/29/2008,3109.45,6.34163,3009.45%,4120.98%,-7.98%,-7.79%,,,
7/31/2008,3379.16,--,3279.16%,4477.43%,-19.31%,-19.31%,,,
,,,,,,,,,
6/30/2008,4187.66,21.10117,4087.66%,5572.63%,13.55%,14.16%,,,
5/30/2008,3687.87,9.52678,3587.87%,4868.95%,15.57%,15.90%,,,
4/30/2008,3191.13,1.49699,3091.13%,4187.44%,2.26%,2.30%,,,
,,,,,,,,,
3/31/2008,3120.69,--,3020.69%,4090.86%,5.82%,5.82%,,,
2/29/2008,2949.09,--,2849.09%,3860.41%,9.57%,9.57%,,,
1/31/2008,2691.56,--,2591.56%,3514.57%,-7.79%,-7.79%,,,
,,,,,,,,,
12/31/2007,2918.83,--,2818.83%,3819.77%,-4.86%,-4.86%,,,
11/30/2007,3068.08,9.85887,2968.08%,4020.21%,-9.96%,-9.67%,,,
10/31/2007,3407.44,0.252,3307.44%,4461.29%,3.76%,3.76%,,,
,,,,,,,,,
9/28/2007,3284.08,0.3475,3184.08%,4295.83%,7.41%,7.42%,,,
8/31/2007,3057.5,3.22197,2957.50%,3992.10%,-3.22%,-3.12%,,,
7/31/2007,3159.37,--,3059.37%,4123.97%,-0.92%,-0.92%,,,
,,,,,,,,,
6/29/2007,3188.64,22.75124,3088.64%,4163.10%,-4.13%,-3.46%,,,
5/31/2007,3325.93,4.54846,3225.93%,4315.67%,7.43%,7.58%,,,
4/30/2007,3096,3.63146,2996.00%,4004.52%,2.70%,2.82%,,,
,,,,,,,,,
3/30/2007,3014.58,--,2914.58%,3891.90%,1.04%,1.04%,,,
2/28/2007,2983.63,--,2883.63%,3850.91%,-1.81%,-1.81%,,,
1/31/2007,3038.75,--,2938.75%,3923.90%,-1.47%,-1.47%,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
MXAR Index Settings Total Return Analysis,,,,,,,,,
Range12/31/1987 -12/30/2022 Period Monthly Currency USD,,,,,,,,,
Price  Open  Close Dividends  Net  Gross 420 Month Holding Period Chart,,,,,,,,,
MSCI Argentina Index Max Cuml Total Return 7226.4397% On 01/31/2018,,,,,,,,,
,Date,,Close Price,,Dividends,,Prc Appr,,Total Return
12/29/2006,3084.08,--,2984.08%,3983.93%,5.45%,5.45%,,,
11/30/2006,2924.58,0.16704,2824.58%,3772.72%,15.90%,15.90%,,,
10/31/2006,2523.42,--,2423.42%,3241.31%,9.35%,9.35%,,,
,,,,,,,,,
9/29/2006,2307.66,0.2442,2207.66%,2955.62%,-1.65%,-1.64%,,,
8/31/2006,2346.33,--,2246.33%,3006.49%,-4.36%,-4.36%,,,
7/31/2006,2453.18,--,2353.18%,3147.95%,-0.84%,-0.84%,,,
,,,,,,,,,
6/30/2006,2473.9,13.28127,2373.90%,3175.39%,6.38%,7.05%,,,
5/31/2006,2325.49,2.66947,2225.49%,2959.56%,-18.11%,-18.03%,,,
4/28/2006,2839.78,--,2739.78%,3632.53%,19.81%,19.81%,,,
,,,,,,,,,
3/31/2006,2370.29,--,2270.29%,3015.44%,7.61%,7.61%,,,
2/28/2006,2202.6,--,2102.60%,2795.04%,-4.64%,-4.64%,,,
1/31/2006,2309.75,--,2209.75%,2935.87%,24.37%,24.37%,,,
,,,,,,,,,
12/30/2005,1857.1,0.43957,1757.10%,2340.92%,0.84%,0.86%,,,
11/30/2005,1841.68,11.18396,1741.68%,2320.07%,-0.27%,0.35%,,,
10/31/2005,1846.65,0.40321,1746.65%,2311.73%,-14.17%,-14.16%,,,
,,,,,,,,,
9/30/2005,2151.6,--,2051.60%,2709.46%,15.29%,15.29%,,,
8/31/2005,1866.24,--,1766.24%,2336.85%,12.20%,12.20%,,,
7/29/2005,1663.33,--,1563.33%,2071.90%,15.47%,15.47%,,,
,,,,,,,,,
6/30/2005,1440.5,15.27625,1340.50%,1780.94%,2.86%,3.97%,,,
5/31/2005,1400.49,5.17578,1300.49%,1709.17%,13.19%,13.62%,,,
4/29/2005,1237.33,--,1137.33%,1492.34%,-6.00%,-6.00%,,,
,,,,,,,,,
3/31/2005,1316.37,--,1216.37%,1594.06%,-9.05%,-9.05%,,,
2/28/2005,1447.35,--,1347.35%,1762.62%,24.55%,24.55%,,,
1/31/2005,1162.03,--,1062.03%,1395.44%,-0.08%,-0.08%,,,
,,,,,,,,,
12/31/2004,1162.98,--,1062.98%,1396.66%,3.53%,3.53%,,,
11/30/2004,1123.38,0.06725,1023.38%,1345.70%,3.54%,3.55%,,,
10/29/2004,1084.94,0.27423,984.94%,1296.14%,1.04%,1.07%,,,
,,,,,,,,,
9/30/2004,1073.74,--,973.74%,1281.37%,19.42%,19.42%,,,
8/31/2004,899.16,--,799.16%,1056.78%,2.05%,2.05%,,,
7/30/2004,881.06,--,781.06%,1033.49%,3.92%,3.92%,,,
,,,,,,,,,
6/30/2004,847.8,10.44243,747.80%,990.70%,1.51%,2.84%,,,
5/31/2004,835.18,0.98591,735.18%,960.58%,-7.83%,-7.73%,,,
4/30/2004,906.13,--,806.13%,1049.43%,-12.42%,-12.42%,,,
,,,,,,,,,
3/31/2004,1034.64,--,934.64%,1212.45%,1.23%,1.23%,,,
2/27/2004,1022.11,--,922.11%,1196.55%,2.94%,2.94%,,,
1/30/2004,992.9,--,892.90%,1159.50%,6.35%,6.35%,,,
,,,,,,,,,
12/31/2003,933.59,--,833.59%,1084.26%,19.77%,19.77%,,,
11/28/2003,779.49,0.04444,679.49%,888.79%,1.04%,1.05%,,,
10/31/2003,771.46,0.96728,671.46%,878.55%,5.24%,5.38%,,,
,,,,,,,,,
9/30/2003,733.04,0.0888,633.04%,828.59%,12.39%,12.41%,,,
8/29/2003,652.22,--,552.22%,726.11%,-2.05%,-2.05%,,,
7/31/2003,665.85,--,565.85%,743.37%,-4.90%,-4.90%,,,
,,,,,,,,,
6/30/2003,700.14,8.87564,600.14%,786.80%,12.21%,13.63%,,,
5/30/2003,623.93,--,523.93%,680.45%,-0.73%,-0.73%,,,
4/30/2003,628.52,--,528.52%,686.19%,12.25%,12.25%,,,
,,,,,,,,,
3/31/2003,559.93,--,459.93%,600.40%,-1.27%,-1.27%,,,
2/28/2003,567.14,--,467.14%,609.41%,11.23%,11.23%,,,
1/31/2003,509.88,--,409.88%,537.79%,8.43%,8.43%,,,
,,,,,,,,,
12/31/2002,470.26,--,370.26%,488.23%,14.81%,14.81%,,,
11/29/2002,409.6,--,309.60%,412.35%,4.43%,4.43%,,,
10/31/2002,392.22,--,292.22%,390.61%,8.45%,8.45%,,,
,,,,,,,,,
9/30/2002,361.67,--,261.67%,352.40%,-2.95%,-2.95%,,,
8/30/2002,372.66,--,272.66%,366.15%,3.76%,3.76%,,,
7/31/2002,359.15,3.21175,259.15%,349.24%,6.13%,7.08%,,,
,,,,,,,,,
6/28/2002,338.41,--,238.41%,319.55%,7.46%,7.46%,,,
5/31/2002,314.91,--,214.91%,290.42%,-29.57%,-29.57%,,,
4/30/2002,447.12,--,347.12%,454.33%,-12.58%,-12.58%,,,
,,,,,,,,,
3/29/2002,511.46,--,411.46%,534.09%,-20.41%,-20.41%,,,
2/28/2002,642.6,--,542.60%,696.68%,-13.62%,-13.62%,,,
1/31/2002,743.92,--,643.92%,822.29%,-22.48%,-22.48%,,,
,,,,,,,,,
12/31/2001,959.59,--,859.59%,1089.68%,52.92%,52.92%,,,
11/30/2001,627.53,3.2602,527.53%,677.99%,-3.99%,-3.48%,,,
10/31/2001,653.62,--,553.62%,706.07%,-10.22%,-10.22%,,,
,,,,,,,,,
9/28/2001,728.05,--,628.05%,797.87%,-23.66%,-23.66%,,,
8/31/2001,953.71,9.08809,853.71%,1076.16%,0.21%,1.15%,,,
7/31/2001,951.7,--,851.70%,1062.79%,-21.09%,-21.09%,,,
,,,,,,,,,
6/29/2001,1206.1,--,1106.10%,1373.63%,-6.58%,-6.58%,,,
5/31/2001,1291.06,--,1191.06%,1477.43%,1.04%,1.04%,,,
4/30/2001,1277.74,15.08592,1177.74%,1461.16%,-2.71%,-1.58%,,,
,,,,,,,,,
3/30/2001,1313.4,6.66516,1213.40%,1486.28%,1.76%,2.26%,,,
2/28/2001,1290.72,--,1190.72%,1451.24%,-18.98%,-18.98%,,,
1/31/2001,1593.04,15.1978,1493.04%,1814.58%,29.23%,30.50%,,,
,,,,,,,,,
12/29/2000,1232.72,8.52811,1132.72%,1367.15%,3.52%,4.22%,,,
11/30/2000,1190.83,0.11396,1090.83%,1307.74%,-9.51%,-9.50%,,,
10/31/2000,1315.93,--,1215.93%,1455.49%,-7.16%,-7.16%,,,
,,,,,,,,,
9/29/2000,1417.46,--,1317.46%,1575.50%,-4.09%,-4.09%,,,
8/31/2000,1477.92,4.15428,1377.92%,1646.97%,-3.30%,-3.03%,,,
7/31/2000,1528.36,3.69904,1428.36%,1701.57%,-4.44%,-4.22%,,,
,,,,,,,,,
6/30/2000,1599.4,--,1499.40%,1780.88%,6.13%,6.13%,,,
5/31/2000,1507.03,8.15178,1407.03%,1672.24%,-6.48%,-5.97%,,,
4/28/2000,1611.42,0.34599,1511.42%,1784.86%,-9.08%,-9.06%,,,
,,,,,,,,,
3/31/2000,1772.35,--,1672.35%,1972.66%,-10.52%,-10.52%,,,
2/29/2000,1980.82,3.84922,1880.82%,2216.44%,13.31%,13.53%,,,
1/31/2000,1748.09,--,1648.09%,1940.36%,4.82%,4.82%,,,
,,,,,,,,,
12/31/1999,1667.63,10.91216,1567.63%,1846.45%,4.98%,5.68%,,,
11/30/1999,1588.55,1.91251,1488.55%,1741.82%,-0.47%,-0.35%,,,
10/29/1999,1596.04,--,1496.04%,1748.37%,-0.36%,-0.36%,,,
,,,,,,,,,
9/30/1999,1601.78,3.59624,1501.78%,1755.03%,3.13%,3.37%,,,
8/31/1999,1553.1,--,1453.10%,1694.57%,4.34%,4.34%,,,
7/30/1999,1488.55,20.77173,1388.55%,1619.98%,-5.85%,-4.56%,,,
,,,,,,,,,
6/30/1999,1581.04,--,1481.04%,1702.07%,-4.32%,-4.32%,,,
5/31/1999,1652.4,8.73,1552.40%,1783.40%,-4.44%,-3.94%,,,
4/30/1999,1729.16,1.16127,1629.16%,1860.61%,29.44%,29.54%,,,
,,,,,,,,,
3/31/1999,1335.89,0.15487,1235.89%,1413.49%,8.54%,8.56%,,,
2/26/1999,1230.73,6.92129,1130.73%,1294.19%,0.90%,1.46%,,,
1/29/1999,1219.71,--,1119.72%,1274.17%,-4.88%,-4.88%,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
MXAR Index Settings Total Return Analysis,,,,,,,,,
Range12/31/1987 -12/30/2022 Period Monthly Currency USD,,,,,,,,,
Price  Open  Close Dividends  Net  Gross 420 Month Holding Period Chart,,,,,,,,,
MSCI Argentina Index Max Cuml Total Return 7226.4397% On 01/31/2018,,,,,,,,,
,Date,,Close Price,,Dividends,,Prc Appr,,Total Return
12/31/1998,1282.32,6.88303,1182.32%,1344.69%,-9.58%,-9.09%,,,
11/30/1998,1418.17,5.43165,1318.17%,1489.08%,3.26%,3.64%,,,
10/30/1998,1373.44,0.92558,1273.44%,1433.29%,13.71%,13.80%,,,
,,,,,,,,,
9/30/1998,1207.82,--,1107.82%,1247.36%,14.75%,14.75%,,,
8/31/1998,1052.53,4.55669,952.53%,1074.13%,-31.91%,-31.64%,,,
7/31/1998,1545.68,12.5601,1445.68%,1617.67%,6.40%,7.26%,,,
,,,,,,,,,
6/30/1998,1452.72,--,1352.72%,1501.43%,-5.11%,-5.11%,,,
