,,,,,,,,,,,
,,,,,,,,,,,
MXRU Index Settings Total Return Analysis,,,,,,,,,,,
Range12/30/1994 -12/30/2022 Period Monthly Currency USD,,,,,,,,,,,
Price  Open  Close Dividends  Net  Gross 336 Month Holding Period Chart,,,,,,,,,,,
MSCI Russia Index Max Cuml Total Return 2151.0020% On 05/30/2008,,,,,,,,,,,
Date,Close Price,Dividends,Prc Appr,Total Return,Period Appr,Period Return,,,,,
4/30/2019,664.04,--,564.04%,1284.36%,3.79%,3.79%,,,,,
,,,,,,,,,,,
3/29/2019,639.79,--,539.79%,1233.80%,0.90%,0.90%,,,,,
2/28/2019,634.06,0.13566,534.06%,1221.86%,-2.10%,-2.08%,,,,,
1/31/2019,647.66,1.97493,547.66%,1249.93%,13.22%,13.60%,,,,,
,,,,,,,,,,,
12/31/2018,572.03,3.30708,472.03%,1088.36%,-3.67%,-3.12%,,,,,
11/30/2018,593.79,--,493.79%,1126.58%,-1.16%,-1.16%,,,,,
10/31/2018,600.77,5.22196,500.77%,1141.00%,-5.26%,-4.44%,,,,,
,,,,,,,,,,,
9/28/2018,634.13,2.95179,534.13%,1198.62%,9.35%,9.86%,,,,,
8/31/2018,579.91,--,479.91%,1082.05%,-6.97%,-6.97%,,,,,
7/31/2018,623.39,14.03727,523.39%,1170.68%,1.98%,4.31%,,,,,
,,,,,,,,,,,
6/29/2018,611.29,9.52103,511.29%,1118.22%,-0.99%,0.61%,,,,,
5/31/2018,617.43,1.05014,517.43%,1110.88%,0.99%,1.16%,,,,,
4/30/2018,611.4,--,511.40%,1097.03%,-7.43%,-7.43%,,,,,
,,,,,,,,,,,
3/30/2018,660.49,0.04727,560.49%,1193.14%,-3.75%,-3.74%,,,,,
2/28/2018,686.22,--,586.22%,1243.42%,0.93%,0.93%,,,,,
1/31/2018,679.87,0.35947,579.87%,1230.99%,12.52%,12.58%,,,,,
,,,,,,,,,,,
12/29/2017,604.23,5.04608,504.23%,1082.25%,2.11%,2.98%,,,,,
11/30/2017,591.76,--,491.76%,1048.05%,3.39%,3.39%,,,,,
10/31/2017,572.37,2.3647,472.37%,1010.43%,-2.28%,-1.89%,,,,,
,,,,,,,,,,,
9/29/2017,585.75,0.96751,485.75%,1031.84%,4.32%,4.50%,,,,,
8/31/2017,561.49,--,461.49%,983.15%,8.14%,8.14%,,,,,
7/31/2017,519.22,13.52294,419.22%,901.61%,1.83%,4.50%,,,,,
,,,,,,,,,,,
6/30/2017,509.89,7.28849,409.89%,858.50%,-4.94%,-3.59%,,,,,
5/31/2017,536.39,1.00075,436.39%,894.20%,-6.43%,-6.26%,,,,,
4/28/2017,573.23,0.38622,473.23%,960.61%,-0.26%,-0.20%,,,,,
,,,,,,,,,,,
3/31/2017,574.74,--,474.74%,962.68%,2.13%,2.13%,,,,,
2/28/2017,562.74,--,462.74%,940.50%,-6.35%,-6.35%,,,,,
1/31/2017,600.91,0.07369,500.91%,1011.07%,-0.28%,-0.27%,,,,,
,,,,,,,,,,,
12/30/2016,602.59,3.87058,502.59%,1014.04%,11.84%,12.58%,,,,,
11/30/2016,538.79,--,438.79%,889.58%,4.76%,4.76%,,,,,
10/31/2016,514.31,1.1322,414.31%,844.62%,0.45%,0.67%,,,,,
,,,,,,,,,,,
9/30/2016,512.01,0.48084,412.01%,838.36%,3.77%,3.87%,,,,,
8/31/2016,493.41,0.10636,393.41%,803.42%,2.49%,2.51%,,,,,
7/29/2016,481.44,13.15353,381.44%,781.31%,-0.41%,2.27%,,,,,
,,,,,,,,,,,
6/30/2016,483.4,3.53192,383.40%,761.75%,1.72%,2.47%,,,,,
5/31/2016,475.24,0.7563,375.24%,741.01%,-5.80%,-5.65%,,,,,
4/29/2016,504.5,--,404.50%,791.41%,7.77%,7.77%,,,,,
,,,,,,,,,,,
3/31/2016,468.13,--,368.13%,727.15%,14.68%,14.68%,,,,,
2/29/2016,408.2,--,308.20%,621.26%,1.81%,1.81%,,,,,
1/29/2016,400.93,0.40425,300.93%,608.41%,-0.94%,-0.84%,,,,,
,,,,,,,,,,,
12/31/2015,404.73,2.88555,304.73%,614.39%,-10.80%,-10.18%,,,,,
11/30/2015,453.75,--,353.75%,695.34%,0.57%,0.57%,,,,,
10/30/2015,451.17,0.88045,351.17%,690.82%,6.06%,6.26%,,,,,
,,,,,,,,,,,
9/30/2015,425.4,1.01062,325.40%,644.22%,-4.56%,-4.33%,,,,,
8/31/2015,445.74,--,345.74%,677.91%,-5.61%,-5.61%,,,,,
7/31/2015,472.22,14.65397,372.22%,724.12%,-7.92%,-5.19%,,,,,
,,,,,,,,,,,
6/30/2015,512.84,1.65313,412.84%,769.26%,-2.92%,-2.61%,,,,,
5/29/2015,528.26,3.1394,428.26%,792.54%,-6.25%,-5.74%,,,,,
4/30/2015,563.5,--,463.50%,846.88%,17.32%,17.32%,,,,,
,,,,,,,,,,,
3/31/2015,480.29,--,380.29%,707.06%,-2.67%,-2.67%,,,,,
2/27/2015,493.47,--,393.47%,729.20%,22.82%,22.82%,,,,,
1/30/2015,401.79,--,301.79%,575.15%,-0.77%,-0.77%,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
MXRU Index Settings Total Return Analysis,,,,,,,,,,,
Range12/30/1994 -12/30/2022 Period Monthly Currency USD,,,,,,,,,,,
Price  Open  Close Dividends  Net  Gross 336 Month Holding Period Chart,,,,,,,,,,,
MSCI Russia Index Max Cuml Total Return 2151.0020% On 05/30/2008,,,,,,,,,,,
,Date,,Close Price,,Dividends,,Prc Appr,,Total Return,,Period Appr
12/31/2014,404.92,4.68218,304.92%,580.41%,-23.95%,-23.12%,,,,,
11/28/2014,532.43,--,432.43%,785.05%,-10.88%,-10.88%,,,,,
10/31/2014,597.46,1.13076,497.46%,893.14%,-2.24%,-2.05%,,,,,
,,,,,,,,,,,
9/30/2014,611.12,0.03878,511.12%,913.90%,-5.81%,-5.81%,,,,,
8/29/2014,648.84,--,548.84%,976.41%,-1.52%,-1.52%,,,,,
7/31/2014,658.87,19.86076,558.87%,993.05%,-10.88%,-8.45%,,,,,
,,,,,,,,,,,
6/30/2014,739.33,6.33084,639.33%,1093.96%,4.63%,5.53%,,,,,
5/30/2014,706.62,--,606.62%,1031.37%,12.22%,12.22%,,,,,
4/30/2014,629.65,0.39978,529.65%,908.14%,-6.47%,-6.41%,,,,,
,,,,,,,,,,,
3/31/2014,673.2,--,573.20%,977.16%,-2.46%,-2.46%,,,,,
2/28/2014,690.15,--,590.15%,1004.28%,-2.40%,-2.40%,,,,,
1/31/2014,707.13,--,607.13%,1031.45%,-10.14%,-10.14%,,,,,
,,,,,,,,,,,
12/31/2013,786.89,--,686.89%,1159.07%,1.59%,1.59%,,,,,
11/29/2013,774.55,--,674.55%,1139.32%,-5.27%,-5.27%,,,,,
10/31/2013,817.62,1.60505,717.62%,1208.24%,4.07%,4.27%,,,,,
,,,,,,,,,,,
9/30/2013,785.65,0.32775,685.65%,1154.62%,10.18%,10.22%,,,,,
8/30/2013,713.09,3.53289,613.09%,1038.27%,-0.73%,-0.25%,,,,,
7/31/2013,718.34,--,618.34%,1041.08%,3.40%,3.40%,,,,,
,,,,,,,,,,,
6/28/2013,694.7,--,594.70%,1003.53%,-4.28%,-4.28%,,,,,
5/31/2013,725.8,19.58269,625.80%,1052.93%,-4.60%,-2.15%,,,,,
4/30/2013,760.83,4.42959,660.83%,1078.28%,-2.63%,-2.06%,,,,,
,,,,,,,,,,,
3/29/2013,781.37,0.37272,681.37%,1103.04%,-3.55%,-3.51%,,,,,
2/28/2013,810.15,0.09194,710.15%,1146.76%,-5.60%,-5.59%,,,,,
1/31/2013,858.24,--,758.24%,1220.62%,6.28%,6.28%,,,,,
,,,,,,,,,,,
12/31/2012,807.53,--,707.53%,1142.59%,6.16%,6.16%,,,,,
11/30/2012,760.69,3.10173,660.69%,1070.52%,-0.46%,-0.04%,,,,,
10/31/2012,764.23,--,664.23%,1071.01%,-3.40%,-3.40%,,,,,
,,,,,,,,,,,
9/28/2012,791.13,0.96308,691.13%,1112.23%,5.31%,5.44%,,,,,
8/31/2012,751.23,0.02888,651.23%,1049.73%,0.89%,0.90%,,,,,
7/31/2012,744.58,0.1269,644.58%,1039.51%,2.59%,2.61%,,,,,
,,,,,,,,,,,
6/29/2012,725.76,--,625.76%,1010.50%,9.18%,9.18%,,,,,
5/31/2012,664.71,24.05529,564.71%,917.09%,-21.42%,-18.90%,,,,,
4/30/2012,845.9,3.62401,745.90%,1154.08%,-3.15%,-2.74%,,,,,
,,,,,,,,,,,
3/30/2012,873.39,0.34441,773.39%,1189.36%,-5.80%,-5.76%,,,,,
2/29/2012,927.16,0.08094,827.16%,1268.21%,9.61%,9.62%,,,,,
1/31/2012,845.89,--,745.89%,1148.16%,14.81%,14.81%,,,,,
,,,,,,,,,,,
12/30/2011,736.76,--,636.76%,987.13%,-10.62%,-10.62%,,,,,
11/30/2011,824.33,0.07942,724.33%,1116.35%,-0.37%,-0.36%,,,,,
10/31/2011,827.38,--,727.38%,1120.73%,19.12%,19.12%,,,,,
,,,,,,,,,,,
9/30/2011,694.55,0.27877,594.55%,924.75%,-21.89%,-21.86%,,,,,
8/31/2011,889.14,0.2212,789.14%,1211.42%,-13.46%,-13.44%,,,,,
7/29/2011,1027.46,0.10079,927.46%,1415.03%,2.02%,2.03%,,,,,
,,,,,,,,,,,
6/30/2011,1007.07,0.02559,907.07%,1384.82%,0.45%,0.46%,,,,,
5/31/2011,1002.51,16.22173,902.51%,1378.06%,-7.72%,-6.20%,,,,,
4/29/2011,1086.36,2.35843,986.36%,1475.82%,0.23%,0.46%,,,,,
,,,,,,,,,,,
3/31/2011,1083.85,0.29802,983.85%,1468.66%,5.17%,5.20%,,,,,
2/28/2011,1030.53,--,930.53%,1391.07%,6.30%,6.30%,,,,,
1/31/2011,969.47,--,869.47%,1302.72%,4.02%,4.02%,,,,,
,,,,,,,,,,,
12/31/2010,931.99,--,831.99%,1248.49%,11.10%,11.10%,,,,,
11/30/2010,838.89,0.10462,738.89%,1113.78%,-0.08%,-0.07%,,,,,
10/29/2010,839.57,--,739.57%,1114.62%,4.93%,4.93%,,,,,
,,,,,,,,,,,
9/30/2010,800.1,0.17472,700.10%,1057.52%,5.85%,5.87%,,,,,
8/31/2010,755.89,0.06666,655.89%,993.31%,-3.86%,-3.85%,,,,,
7/30/2010,786.21,0.04997,686.21%,1037.06%,11.13%,11.14%,,,,,
,,,,,,,,,,,
6/30/2010,707.47,--,607.47%,923.12%,-4.20%,-4.20%,,,,,
5/31/2010,738.48,13.388,638.48%,967.96%,-12.32%,-10.76%,,,,,
4/30/2010,842.24,0.78909,742.24%,1096.71%,-0.78%,-0.69%,,,,,
,,,,,,,,,,,
3/31/2010,848.85,0.26114,748.85%,1104.99%,10.01%,10.04%,,,,,
2/26/2010,771.64,--,671.64%,995.04%,-5.24%,-5.24%,,,,,
1/29/2010,814.33,--,714.33%,1055.63%,2.39%,2.39%,,,,,
,,,,,,,,,,,
12/31/2009,795.32,--,695.32%,1028.65%,3.28%,3.28%,,,,,
11/30/2009,770.09,0.38413,670.09%,992.84%,2.32%,2.37%,,,,,
10/30/2009,752.63,--,652.63%,967.56%,4.49%,4.49%,,,,,
,,,,,,,,,,,
9/30/2009,720.32,0.11722,620.32%,921.73%,15.04%,15.06%,,,,,
8/31/2009,626.14,0.06171,526.14%,787.98%,2.42%,2.43%,,,,,
7/31/2009,611.37,--,511.37%,766.95%,7.33%,7.33%,,,,,
,,,,,,,,,,,
6/30/2009,569.63,0.10399,469.63%,707.76%,-14.31%,-14.30%,,,,,
5/29/2009,664.78,7.75028,564.78%,842.54%,30.44%,32.18%,,,,,
4/30/2009,509.64,0.18759,409.64%,613.09%,21.80%,21.85%,,,,,
,,,,,,,,,,,
3/31/2009,418.41,--,318.41%,485.23%,20.30%,20.30%,,,,,
2/27/2009,347.8,--,247.80%,386.46%,-0.86%,-0.86%,,,,,
1/30/2009,350.83,--,250.83%,390.70%,-11.63%,-11.63%,,,,,
,,,,,,,,,,,
12/31/2008,397.02,--,297.02%,455.31%,-7.83%,-7.83%,,,,,
11/28/2008,430.77,0.18363,330.77%,502.51%,-18.42%,-18.38%,,,,,
10/31/2008,528.04,0.04485,428.04%,638.22%,-35.28%,-35.27%,,,,,
,,,,,,,,,,,
9/30/2008,815.83,--,715.83%,1040.44%,-23.74%,-23.74%,,,,,
8/29/2008,1069.86,1.34068,969.86%,1395.54%,-14.66%,-14.56%,,,,,
7/31/2008,1253.63,0.21288,1153.63%,1650.36%,-16.02%,-16.01%,,,,,
,,,,,,,,,,,
6/30/2008,1492.79,0.52104,1392.79%,1983.94%,-7.45%,-7.42%,,,,,
5/30/2008,1612.99,15.11782,1512.99%,2151.00%,15.69%,16.84%,,,,,
4/30/2008,1394.25,1.85217,1294.25%,1826.52%,2.56%,2.69%,,,,,
,,,,,,,,,,,
3/31/2008,1359.49,1.89573,1259.49%,1776.02%,-1.84%,-1.70%,,,,,
2/29/2008,1385.01,--,1285.01%,1808.51%,7.48%,7.48%,,,,,
1/31/2008,1288.6,--,1188.60%,1675.66%,-16.13%,-16.13%,,,,,
,,,,,,,,,,,
12/31/2007,1536.37,--,1436.37%,2017.08%,4.51%,4.51%,,,,,
11/30/2007,1470.13,1.72757,1370.13%,1925.80%,1.80%,1.92%,,,,,
10/31/2007,1444.18,--,1344.18%,1887.70%,10.23%,10.23%,,,,,
,,,,,,,,,,,
9/28/2007,1310.13,--,1210.13%,1703.20%,8.20%,8.20%,,,,,
8/31/2007,1210.8,0.65477,1110.80%,1566.49%,-3.75%,-3.69%,,,,,
7/31/2007,1257.93,--,1157.93%,1630.38%,4.62%,4.62%,,,,,
,,,,,,,,,,,
6/29/2007,1202.42,--,1102.42%,1554.02%,8.71%,8.71%,,,,,
5/31/2007,1106.04,11.70492,1006.04%,1421.45%,-6.21%,-5.25%,,,,,
4/30/2007,1179.31,0.4267,1079.31%,1505.77%,-2.75%,-2.72%,,,,,
,,,,,,,,,,,
3/30/2007,1212.65,1.55338,1112.65%,1550.58%,4.19%,4.33%,,,,,
2/28/2007,1163.93,--,1063.93%,1482.14%,-1.77%,-1.77%,,,,,
1/31/2007,1184.85,--,1084.85%,1510.57%,-5.23%,-5.23%,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
MXRU Index Settings Total Return Analysis,,,,,,,,,,,
Range12/30/1994 -12/30/2022 Period Monthly Currency USD,,,,,,,,,,,
Price  Open  Close Dividends  Net  Gross 336 Month Holding Period Chart,,,,,,,,,,,
MSCI Russia Index Max Cuml Total Return 2151.0020% On 05/30/2008,,,,,,,,,,,
,Date,,Close Price,,Dividends,,Prc Appr,,Total Return,,Period Appr
12/29/2006,1250.28,--,1150.28%,1599.51%,2.94%,2.94%,,,,,
11/30/2006,1214.53,--,1114.53%,1550.92%,11.01%,11.01%,,,,,
10/31/2006,1094.06,0.8077,994.06%,1387.16%,2.50%,2.58%,,,,,
,,,,,,,,,,,
9/29/2006,1067.39,--,967.39%,1349.82%,-6.70%,-6.70%,,,,,
8/31/2006,1144.07,0.53774,1044.07%,1453.97%,4.35%,4.40%,,,,,
7/31/2006,1096.4,--,996.40%,1388.51%,2.95%,2.95%,,,,,
,,,,,,,,,,,
6/30/2006,1064.96,0.13947,964.96%,1345.83%,2.42%,2.43%,,,,,
5/31/2006,1039.83,11.22241,939.83%,1311.52%,-10.71%,-9.87%,,,,,
4/28/2006,1164.52,0.13504,1064.52%,1466.04%,11.58%,11.60%,,,,,
,,,,,,,,,,,
3/31/2006,1043.63,4.27858,943.63%,1303.30%,0.94%,1.37%,,,,,
2/28/2006,1033.92,--,933.92%,1284.41%,7.09%,7.09%,,,,,
1/31/2006,965.5,--,865.50%,1192.79%,18.70%,18.70%,,,,,
,,,,,,,,,,,
12/30/2005,813.41,--,713.41%,989.15%,4.68%,4.68%,,,,,
11/30/2005,777.01,1.29772,677.01%,940.41%,8.18%,8.37%,,,,,
10/31/2005,718.24,--,618.24%,860.05%,-7.79%,-7.79%,,,,,
,,,,,,,,,,,
9/30/2005,778.9,--,678.90%,941.13%,16.89%,16.89%,,,,,
8/31/2005,666.34,--,566.34%,790.68%,14.23%,14.23%,,,,,
7/29/2005,583.34,--,483.34%,679.73%,10.90%,10.90%,,,,,
,,,,,,,,,,,
6/30/2005,525.99,0.39395,425.99%,603.08%,3.27%,3.35%,,,,,
5/31/2005,509.35,7.95848,409.35%,580.30%,0.27%,1.92%,,,,,
4/29/2005,508,--,408.00%,567.52%,0.91%,0.91%,,,,,
,,,,,,,,,,,
3/31/2005,503.43,3.39592,403.43%,561.51%,-8.45%,-7.85%,,,,,
2/28/2005,549.9,--,449.90%,617.85%,11.24%,11.24%,,,,,
1/31/2005,494.34,--,394.34%,545.32%,3.01%,3.01%,,,,,
,,,,,,,,,,,
12/31/2004,479.9,--,379.90%,526.47%,-3.54%,-3.54%,,,,,
11/30/2004,497.52,--,397.52%,549.47%,-6.18%,-6.18%,,,,,
10/29/2004,530.31,1.64425,430.31%,592.28%,4.26%,4.57%,,,,,
,,,,,,,,,,,
9/30/2004,508.66,--,408.66%,562.03%,7.57%,7.57%,,,,,
8/31/2004,472.85,--,372.85%,515.42%,9.44%,9.44%,,,,,
7/30/2004,432.07,--,332.07%,462.35%,-8.16%,-8.16%,,,,,
,,,,,,,,,,,
6/30/2004,470.47,0.21267,370.47%,512.33%,-0.61%,-0.56%,,,,,
5/31/2004,473.35,5.1476,373.35%,515.79%,-5.52%,-4.48%,,,,,
4/30/2004,501,--,401.00%,544.67%,-16.03%,-16.03%,,,,,
,,,,,,,,,,,
3/31/2004,596.67,--,496.67%,667.78%,11.99%,11.99%,,,,,
2/27/2004,532.77,1.13603,432.77%,585.55%,8.68%,8.94%,,,,,
1/30/2004,490.2,--,390.20%,529.32%,6.31%,6.31%,,,,,
,,,,,,,,,,,
12/31/2003,461.11,--,361.11%,491.97%,6.85%,6.85%,,,,,
11/28/2003,431.54,1.23909,331.54%,454.01%,6.07%,6.38%,,,,,
10/31/2003,406.84,--,306.84%,420.77%,-6.70%,-6.70%,,,,,
,,,,,,,,,,,
9/30/2003,436.07,5.71259,336.07%,458.18%,6.57%,8.01%,,,,,
8/29/2003,409.19,--,309.19%,416.78%,13.85%,13.85%,,,,,
7/31/2003,359.4,--,259.40%,353.90%,-7.51%,-7.51%,,,,,
,,,,,,,,,,,
6/30/2003,388.57,0.1043,288.57%,390.74%,7.72%,7.75%,,,,,
5/30/2003,360.73,8.29921,260.73%,355.45%,12.62%,15.51%,,,,,
4/30/2003,320.31,0.36043,220.31%,294.28%,21.07%,21.22%,,,,,
,,,,,,,,,,,
3/31/2003,264.57,--,164.57%,225.27%,-6.30%,-6.30%,,,,,
2/28/2003,282.35,0.35885,182.35%,247.13%,10.23%,10.38%,,,,,
1/31/2003,256.15,--,156.15%,214.48%,-5.39%,-5.39%,,,,,
,,,,,,,,,,,
12/31/2002,270.74,--,170.74%,232.39%,-1.86%,-1.86%,,,,,
11/29/2002,275.86,1.09539,175.86%,238.68%,-0.16%,0.24%,,,,,
10/31/2002,276.29,--,176.29%,237.86%,8.25%,8.25%,,,,,
,,,,,,,,,,,
9/30/2002,255.24,--,155.24%,212.12%,-0.74%,-0.74%,,,,,
8/30/2002,257.15,--,157.15%,214.46%,3.26%,3.26%,,,,,
7/31/2002,249.02,--,149.02%,204.52%,-9.98%,-9.98%,,,,,
,,,,,,,,,,,
6/28/2002,276.61,--,176.61%,238.26%,-10.34%,-10.34%,,,,,
5/31/2002,308.5,4.24509,208.50%,277.26%,0.65%,2.05%,,,,,
4/30/2002,306.51,0.06865,206.51%,269.67%,9.06%,9.08%,,,,,
,,,,,,,,,,,
3/29/2002,281.06,--,181.06%,238.89%,17.27%,17.27%,,,,,
2/28/2002,239.66,0.36946,139.66%,188.97%,-7.64%,-7.51%,,,,,
1/31/2002,259.48,--,159.48%,212.43%,9.13%,9.13%,,,,,
,,,,,,,,,,,
12/31/2001,237.76,--,137.76%,186.28%,10.35%,10.35%,,,,,
11/30/2001,215.46,--,115.46%,159.43%,12.37%,12.37%,,,,,
10/31/2001,191.75,--,91.75%,130.88%,12.49%,12.49%,,,,,
,,,,,,,,,,,
9/28/2001,170.46,--,70.46%,105.24%,-14.88%,-14.88%,,,,,
8/31/2001,200.27,--,100.27%,141.13%,5.04%,5.04%,,,,,
7/31/2001,190.66,--,90.66%,129.56%,-9.90%,-9.90%,,,,,
,,,,,,,,,,,
6/29/2001,211.6,--,111.60%,154.78%,-1.68%,-1.68%,,,,,
5/31/2001,215.23,2.89855,115.23%,159.14%,17.11%,18.86%,,,,,
4/30/2001,183.77,0.18575,83.77%,118.02%,9.07%,9.19%,,,,,
,,,,,,,,,,,
3/30/2001,168.49,0.91707,68.49%,99.67%,-0.78%,-0.28%,,,,,
2/28/2001,169.81,--,69.81%,100.22%,-8.39%,-8.39%,,,,,
1/31/2001,185.36,--,85.36%,118.55%,19.41%,19.41%,,,,,
,,,,,,,,,,,
12/29/2000,155.23,--,55.23%,83.02%,2.67%,2.67%,,,,,
11/30/2000,151.2,--,51.20%,78.27%,-29.65%,-29.65%,,,,,
10/31/2000,214.92,--,114.92%,153.40%,-6.12%,-6.12%,,,,,
,,,,,,,,,,,
9/29/2000,228.93,--,128.93%,169.92%,-18.04%,-18.04%,,,,,
8/31/2000,279.32,0.04743,179.32%,229.33%,19.13%,19.15%,,,,,
7/31/2000,234.46,--,134.46%,176.40%,11.92%,11.92%,,,,,
,,,,,,,,,,,
6/30/2000,209.49,--,109.49%,146.96%,-8.10%,-8.10%,,,,,
5/31/2000,227.95,0.60202,127.95%,168.72%,-15.06%,-14.86%,,,,,
4/28/2000,268.37,1.16805,168.37%,215.64%,-2.08%,-1.61%,,,,,
,,,,,,,,,,,
3/31/2000,274.05,--,174.06%,220.80%,37.56%,37.56%,,,,,
2/29/2000,199.23,--,99.23%,133.20%,-2.61%,-2.61%,,,,,
1/31/2000,204.56,--,104.56%,139.45%,-8.26%,-8.26%,,,,,
,,,,,,,,,,,
12/31/1999,222.98,--,122.98%,161.01%,61.13%,61.13%,,,,,
11/30/1999,138.38,--,38.38%,61.99%,15.02%,15.02%,,,,,
10/29/1999,120.31,--,20.31%,40.83%,16.80%,16.80%,,,,,
,,,,,,,,,,,
9/30/1999,103,--,3.00%,20.57%,-16.22%,-16.22%,,,,,
8/31/1999,122.94,--,22.94%,43.91%,-15.45%,-15.45%,,,,,
7/30/1999,145.41,0.01089,45.41%,70.21%,-3.22%,-3.21%,,,,,
,,,,,,,,,,,
6/30/1999,150.24,--,50.24%,75.85%,17.85%,17.85%,,,,,
5/31/1999,127.49,0.14341,27.49%,49.22%,4.29%,4.41%,,,,,
4/30/1999,122.24,0.03106,22.24%,42.92%,16.35%,16.38%,,,,,
,,,,,,,,,,,
3/31/1999,105.06,--,5.06%,22.80%,26.23%,26.23%,,,,,
2/26/1999,83.23,0.0198,-16.77%,-2.71%,36.48%,36.53%,,,,,
1/29/1999,60.98,--,-39.02%,-28.74%,-5.31%,-5.31%,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
12/31/1998,64.41,--,-35.59%,-24.74%,-21.89%,-21.89%,,,,,
11/30/1998,82.46,--,-17.55%,-3.66%,39.36%,39.36%,,,,,
