,,,,,,,,,,,
,,,,,,,,,,,
MXCA Index Settings Total Return Analysis,,,,,,,,,,,
Range01/29/1971 -12/30/2022 Period Monthly Currency USD,,,,,,,,,,,
Price  Open  Close Dividends  Net  Gross 623 Month Holding Period Chart,,,,,,,,,,,
MSCI Canada Index Max Cuml Total Return 3896.5891% On 03/31/2022,,,,,,,,,,,
Date,Close Price,Dividends,Prc Appr,Total Return,Period Appr,Period Return,,,,,
6/30/2021,2041.56,5.09557,1817.96%,3529.64%,-0.53%,-0.29%,,,,,
5/31/2021,2052.51,3.77502,1828.25%,3540.10%,5.28%,5.47%,,,,,
4/30/2021,1949.66,4.52954,1731.63%,3351.22%,4.39%,4.64%,,,,,
,,,,,,,,,,,
3/31/2021,1867.64,5.40698,1654.57%,3198.25%,5.11%,5.41%,,,,,
2/26/2021,1776.9,3.43365,1569.33%,3028.89%,5.22%,5.42%,,,,,
1/29/2021,1688.82,4.60587,1486.58%,2868.14%,-1.27%,-1.01%,,,,,
,,,,,,,,,,,
12/31/2020,1710.59,4.87067,1507.03%,2898.48%,3.25%,3.54%,,,,,
11/30/2020,1656.74,3.48607,1456.44%,2795.85%,13.50%,13.74%,,,,,
10/30/2020,1459.73,4.45802,1271.36%,2446.01%,-3.91%,-3.63%,,,,,
,,,,,,,,,,,
9/30/2020,1519.08,4.76085,1327.11%,2541.87%,-4.71%,-4.42%,,,,,
8/31/2020,1594.23,3.33143,1397.72%,2663.96%,5.23%,5.45%,,,,,
7/31/2020,1514.96,4.34364,1323.24%,2521.00%,5.56%,5.87%,,,,,
,,,,,,,,,,,
6/30/2020,1435.17,4.47734,1248.28%,2375.67%,3.29%,3.61%,,,,,
5/29/2020,1389.48,3.25499,1205.36%,2289.35%,3.45%,3.70%,,,,,
4/30/2020,1343.12,4.18069,1161.80%,2204.01%,11.38%,11.75%,,,,,
,,,,,,,,,,,
3/31/2020,1205.89,5.29325,1032.89%,1961.84%,-21.43%,-21.10%,,,,,
2/28/2020,1534.81,3.22792,1341.89%,2513.11%,-7.44%,-7.26%,,,,,
1/31/2020,1658.1,4.73411,1457.72%,2717.54%,-0.61%,-0.33%,,,,,
,,,,,,,,,,,
12/31/2019,1668.35,4.96771,1467.35%,2727.00%,2.27%,2.58%,,,,,
11/29/2019,1631.27,3.1785,1432.51%,2655.81%,2.45%,2.65%,,,,,
10/31/2019,1592.2,3.52127,1395.80%,2584.58%,-0.51%,-0.29%,,,,,
,,,,,,,,,,,
9/30/2019,1600.39,5.71747,1403.50%,2592.38%,2.05%,2.42%,,,,,
8/30/2019,1568.16,3.27502,1373.22%,2528.74%,-1.29%,-1.08%,,,,,
7/31/2019,1588.65,3.43772,1392.47%,2557.44%,-0.68%,-0.47%,,,,,
,,,,,,,,,,,
6/28/2019,1599.56,5.63437,1402.72%,2569.97%,5.59%,5.97%,,,,,
5/31/2019,1514.85,3.31435,1323.14%,2419.54%,-4.49%,-4.28%,,,,,
4/30/2019,1586.03,4.28829,1390.01%,2532.26%,3.20%,3.48%,,,,,
,,,,,,,,,,,
3/29/2019,1536.92,5.46082,1343.87%,2443.81%,-1.08%,-0.72%,,,,,
2/28/2019,1553.64,2.85763,1359.58%,2462.38%,2.81%,3.00%,,,,,
1/31/2019,1511.21,3.49848,1319.72%,2387.76%,12.44%,12.71%,,,,,
,,,,,,,,,,,
12/31/2018,1344.06,4.91215,1162.69%,2107.31%,-8.30%,-7.97%,,,,,
11/30/2018,1465.74,3.65092,1277.00%,2298.50%,0.19%,0.44%,,,,,
10/31/2018,1462.99,4.27448,1274.42%,2288.04%,-8.09%,-7.84%,,,,,
,,,,,,,,,,,
9/28/2018,1591.85,4.06851,1395.47%,2491.09%,-0.22%,0.03%,,,,,
8/31/2018,1595.4,3.60388,1398.81%,2490.22%,-1.89%,-1.67%,,,,,
7/31/2018,1626.08,3.32539,1427.64%,2534.12%,2.26%,2.48%,,,,,
,,,,,,,,,,,
6/29/2018,1590.08,5.25616,1393.81%,2470.49%,-0.10%,0.24%,,,,,
5/31/2018,1591.59,3.17777,1395.24%,2464.42%,1.99%,2.19%,,,,,
4/30/2018,1560.53,4.39576,1366.05%,2409.41%,2.25%,2.54%,,,,,
,,,,,,,,,,,
3/30/2018,1526.2,4.73133,1333.80%,2347.20%,-1.25%,-0.94%,,,,,
2/28/2018,1545.47,2.72625,1351.90%,2370.43%,-7.08%,-6.92%,,,,,
1/31/2018,1663.18,3.63972,1462.49%,2553.97%,0.34%,0.56%,,,,,
,,,,,,,,,,,
12/29/2017,1657.52,4.80832,1457.17%,2539.23%,3.78%,4.09%,,,,,
11/30/2017,1597.09,3.3639,1400.40%,2435.53%,0.36%,0.58%,,,,,
10/31/2017,1591.29,4.10403,1394.95%,2421.02%,-0.64%,-0.38%,,,,,
,,,,,,,,,,,
9/29/2017,1601.49,3.78395,1404.53%,2430.67%,3.60%,3.85%,,,,,
8/31/2017,1545.79,3.43423,1352.21%,2336.86%,-0.09%,0.13%,,,,,
7/31/2017,1547.23,3.2227,1353.56%,2333.64%,3.96%,4.18%,,,,,
,,,,,,,,,,,
6/30/2017,1488.31,4.7732,1298.21%,2236.04%,2.83%,3.16%,,,,,
5/31/2017,1447.37,2.81431,1259.74%,2164.43%,-0.58%,-0.38%,,,,,
4/28/2017,1455.76,3.11687,1267.63%,2173.15%,-2.38%,-2.17%,,,,,
,,,,,,,,,,,
3/31/2017,1491.19,5.17737,1300.91%,2223.57%,0.65%,1.00%,,,,,
2/28/2017,1481.53,1.84934,1291.83%,2200.48%,-1.91%,-1.79%,,,,,
1/31/2017,1510.37,3.38053,1318.93%,2242.44%,3.85%,4.08%,,,,,
,,,,,,,,,,,
12/30/2016,1454.36,4.02343,1266.31%,2150.52%,0.98%,1.26%,,,,,
11/30/2016,1440.26,2.72878,1253.07%,2122.61%,2.53%,2.73%,,,,,
10/31/2016,1404.72,3.06742,1219.68%,2063.60%,-1.26%,-1.05%,,,,,
,,,,,,,,,,,
9/30/2016,1422.65,4.51354,1236.52%,2086.46%,1.10%,1.42%,,,,,
8/31/2016,1407.18,2.31493,1221.98%,2055.79%,0.38%,0.54%,,,,,
7/29/2016,1401.84,3.2569,1216.97%,2044.14%,2.90%,3.14%,,,,,
,,,,,,,,,,,
6/30/2016,1362.38,4.48269,1179.90%,1978.89%,0.32%,0.65%,,,,,
5/31/2016,1358.07,2.32402,1175.85%,1965.52%,-3.46%,-3.29%,,,,,
4/29/2016,1406.75,4.17843,1221.58%,2035.88%,6.52%,6.85%,,,,,
,,,,,,,,,,,
3/31/2016,1320.61,3.81934,1140.66%,1898.87%,9.27%,9.59%,,,,,
2/29/2016,1208.62,1.85316,1035.45%,1723.92%,3.49%,3.66%,,,,,
1/29/2016,1167.85,3.39446,997.14%,1659.59%,-2.91%,-2.61%,,,,,
,,,,,,,,,,,
12/31/2015,1202.83,3.92558,1030.01%,1706.81%,-6.60%,-6.30%,,,,,
11/30/2015,1287.82,2.57227,1109.86%,1828.25%,-2.48%,-2.28%,,,,,
10/30/2015,1320.57,4.11054,1140.62%,1873.33%,3.93%,4.25%,,,,,
,,,,,,,,,,,
9/30/2015,1270.63,3.58565,1093.70%,1792.82%,-5.52%,-5.25%,,,,,
8/31/2015,1344.8,2.40439,1163.38%,1897.73%,-5.70%,-5.53%,,,,,
7/31/2015,1426.11,4.29396,1239.77%,2014.77%,-4.13%,-3.84%,,,,,
,,,,,,,,,,,
6/30/2015,1487.49,4.07242,1297.43%,2099.23%,-3.27%,-3.01%,,,,,
5/29/2015,1537.76,2.48596,1344.66%,2167.55%,-4.67%,-4.52%,,,,,
4/30/2015,1613.13,4.46195,1415.46%,2274.94%,7.00%,7.31%,,,,,
,,,,,,,,,,,
3/31/2015,1507.56,4.04273,1316.29%,2113.25%,-3.36%,-3.10%,,,,,
2/27/2015,1559.99,2.15615,1365.54%,2184.11%,6.01%,6.15%,,,,,
1/30/2015,1471.59,4.47843,1282.50%,2051.69%,-8.60%,-8.33%,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
MXCA Index Settings Total Return Analysis,,,,,,,,,,,
Range01/29/1971 -12/30/2022 Period Monthly Currency USD,,,,,,,,,,,
Price  Open  Close Dividends  Net  Gross 623 Month Holding Period Chart,,,,,,,,,,,
MSCI Canada Index Max Cuml Total Return 3896.5891% On 03/31/2022,,,,,,,,,,,
,Date,,Close Price,,Dividends,,Prc Appr,,Total Return,,Period Appr
12/31/2014,1610.06,4.63998,1412.58%,2247.33%,-2.16%,-1.87%,,,,,
11/28/2014,1645.58,2.53631,1445.95%,2292.11%,-0.39%,-0.24%,,,,,
10/31/2014,1651.94,4.61324,1451.93%,2297.77%,-2.83%,-2.55%,,,,,
,,,,,,,,,,,
9/30/2014,1699.97,4.4929,1497.05%,2360.63%,-6.79%,-6.56%,,,,,
8/29/2014,1823.88,2.74623,1613.46%,2533.27%,2.04%,2.19%,,,,,
7/31/2014,1787.44,3.80731,1579.23%,2476.72%,-0.17%,0.04%,,,,,
,,,,,,,,,,,
6/30/2014,1790.47,5.74077,1582.07%,2475.63%,5.47%,5.82%,,,,,
5/30/2014,1697.63,2.54626,1494.85%,2334.08%,0.51%,0.66%,,,,,
4/30/2014,1688.98,3.72454,1486.72%,2318.03%,2.98%,3.21%,,,,,
,,,,,,,,,,,
3/31/2014,1640.17,5.06059,1440.87%,2242.89%,1.02%,1.33%,,,,,
2/28/2014,1623.64,2.61819,1425.34%,2212.07%,4.12%,4.29%,,,,,
1/31/2014,1559.37,4.61087,1364.96%,2116.95%,-3.98%,-3.70%,,,,,
,,,,,,,,,,,
12/31/2013,1624,4.10832,1425.68%,2202.16%,1.76%,2.02%,,,,,
11/29/2013,1595.92,3.13695,1399.30%,2156.50%,-1.41%,-1.22%,,,,,
10/31/2013,1618.76,3.75306,1420.76%,2184.36%,3.27%,3.51%,,,,,
,,,,,,,,,,,
9/30/2013,1567.53,4.87594,1372.63%,2106.89%,3.29%,3.61%,,,,,
8/30/2013,1517.65,3.19476,1325.77%,2030.03%,-0.84%,-0.63%,,,,,
7/31/2013,1530.5,3.70847,1337.84%,2043.59%,5.24%,5.50%,,,,,
,,,,,,,,,,,
6/28/2013,1454.23,5.11704,1266.19%,1931.80%,-5.45%,-5.12%,,,,,
5/31/2013,1537.98,3.39645,1344.87%,2041.35%,-0.74%,-0.52%,,,,,
4/30/2013,1549.43,3.67667,1355.63%,2052.58%,-1.74%,-1.50%,,,,,
,,,,,,,,,,,
3/29/2013,1576.83,5.3299,1381.37%,2085.35%,0.35%,0.69%,,,,,
2/28/2013,1571.4,2.83145,1376.27%,2070.45%,-1.86%,-1.68%,,,,,
1/31/2013,1601.17,3.47308,1404.24%,2107.60%,1.73%,1.95%,,,,,
,,,,,,,,,,,
12/31/2012,1573.9,5.11043,1378.61%,2065.33%,1.33%,1.66%,,,,,
11/30/2012,1553.3,3.11517,1359.26%,2030.04%,-0.58%,-0.38%,,,,,
10/31/2012,1562.36,3.38996,1367.77%,2038.10%,-0.58%,-0.36%,,,,,
,,,,,,,,,,,
9/28/2012,1571.44,4.72373,1376.31%,2045.87%,3.41%,3.72%,,,,,
8/31/2012,1519.61,3.22586,1327.61%,1968.84%,4.16%,4.38%,,,,,
7/31/2012,1458.94,3.13964,1270.62%,1882.03%,1.90%,2.13%,,,,,
,,,,,,,,,,,
6/29/2012,1431.67,4.83526,1245.00%,1840.76%,2.39%,2.75%,,,,,
5/31/2012,1398.2,3.2093,1213.55%,1788.86%,-10.69%,-10.49%,,,,,
4/30/2012,1565.56,3.34032,1370.78%,2010.19%,0.30%,0.52%,,,,,
,,,,,,,,,,,
3/30/2012,1560.88,5.45341,1366.38%,1999.34%,-3.03%,-2.69%,,,,,
2/29/2012,1609.6,2.04692,1412.15%,2057.39%,3.40%,3.54%,,,,,
1/31/2012,1556.61,3.30697,1362.37%,1983.68%,5.44%,5.67%,,,,,
,,,,,,,,,,,
12/30/2011,1476.3,4.79996,1286.93%,1871.93%,-2.14%,-1.81%,,,,,
11/30/2011,1508.54,2.69731,1317.21%,1908.34%,-2.85%,-2.67%,,,,,
10/31/2011,1552.79,2.94015,1358.78%,1963.43%,9.83%,10.05%,,,,,
,,,,,,,,,,,
9/30/2011,1413.82,4.55077,1228.22%,1775.07%,-14.22%,-13.96%,,,,,
8/31/2011,1648.25,2.58765,1448.46%,2079.34%,-3.38%,-3.22%,,,,,
7/29/2011,1705.91,3.18913,1502.63%,2151.90%,-2.59%,-2.42%,,,,,
,,,,,,,,,,,
6/30/2011,1751.33,5.07738,1545.30%,2207.68%,-3.01%,-2.72%,,,,,
5/31/2011,1805.74,2.73816,1596.42%,2272.30%,-3.20%,-3.05%,,,,,
4/29/2011,1865.41,3.76813,1652.48%,2346.92%,0.77%,0.97%,,,,,
,,,,,,,,,,,
3/31/2011,1851.22,4.36279,1639.14%,2323.38%,-0.06%,0.18%,,,,,
2/28/2011,1852.26,2.00623,1640.12%,2318.92%,7.52%,7.64%,,,,,
1/31/2011,1722.75,3.00925,1518.46%,2147.30%,0.16%,0.34%,,,,,
,,,,,,,,,,,
12/31/2010,1719.98,4.61647,1515.85%,2139.75%,7.27%,7.57%,,,,,
11/30/2010,1603.39,2.77995,1406.32%,1982.20%,0.98%,1.16%,,,,,
10/29/2010,1587.81,3.39712,1391.68%,1958.42%,3.29%,3.51%,,,,,
,,,,,,,,,,,
9/30/2010,1537.26,3.40478,1344.19%,1888.55%,7.26%,7.50%,,,,,
8/31/2010,1433.19,2.35502,1246.42%,1749.74%,-2.26%,-2.10%,,,,,
7/30/2010,1466.3,3.34438,1277.53%,1789.40%,7.05%,7.30%,,,,,
,,,,,,,,,,,
6/30/2010,1369.74,3.53712,1186.81%,1660.79%,-5.46%,-5.23%,,,,,
5/31/2010,1448.89,2.65323,1261.17%,1757.99%,-6.53%,-6.36%,,,,,
4/30/2010,1550.04,3.45621,1356.20%,1884.13%,0.96%,1.19%,,,,,
,,,,,,,,,,,
3/31/2010,1535.25,3.8932,1342.31%,1860.85%,7.71%,7.99%,,,,,
2/26/2010,1425.37,1.69295,1239.07%,1715.81%,5.96%,6.09%,,,,,
1/29/2010,1345.2,2.87309,1163.76%,1611.63%,-6.93%,-6.75%,,,,,
,,,,,,,,,,,
12/31/2009,1445.42,3.9078,1257.91%,1735.43%,2.41%,2.69%,,,,,
11/30/2009,1411.37,3.00373,1225.93%,1687.30%,7.33%,7.56%,,,,,
10/30/2009,1315,2.79672,1135.39%,1561.72%,-6.06%,-5.87%,,,,,
,,,,,,,,,,,
9/30/2009,1399.86,3.2972,1215.11%,1665.35%,7.44%,7.70%,,,,,
8/31/2009,1302.95,2.33536,1124.07%,1539.16%,-1.68%,-1.51%,,,,,
7/31/2009,1325.25,2.70419,1145.02%,1564.27%,11.90%,12.15%,,,,,
,,,,,,,,,,,
6/30/2009,1184.32,3.10319,1012.62%,1384.00%,-5.91%,-5.68%,,,,,
5/29/2009,1258.77,2.42107,1082.56%,1473.33%,22.28%,22.54%,,,,,
4/30/2009,1029.37,2.90831,867.05%,1183.91%,13.15%,13.48%,,,,,
,,,,,,,,,,,
3/31/2009,909.76,3.08378,754.68%,1031.36%,8.51%,8.89%,,,,,
2/27/2009,838.43,2.28287,687.67%,938.95%,-9.01%,-8.77%,,,,,
1/30/2009,921.44,2.7225,765.65%,1038.77%,-4.71%,-4.44%,,,,,
,,,,,,,,,,,
12/31/2008,967.02,3.2976,808.47%,1091.67%,-1.82%,-1.46%,,,,,
11/28/2008,984.9,2.51038,825.27%,1109.31%,-7.04%,-6.79%,,,,,
10/31/2008,1059.54,3.27118,895.40%,1197.44%,-26.45%,-26.23%,,,,,
,,,,,,,,,,,
9/30/2008,1440.52,3.08628,1253.31%,1658.84%,-13.75%,-13.58%,,,,,
8/29/2008,1670.26,3.09497,1469.14%,1935.25%,-2.54%,-2.36%,,,,,
7/31/2008,1713.87,2.97395,1510.11%,1984.43%,-6.73%,-6.57%,,,,,
,,,,,,,,,,,
6/30/2008,1837.59,4.83476,1626.34%,2131.07%,-4.00%,-3.75%,,,,,
5/30/2008,1914.1,3.29043,1698.22%,2217.91%,7.41%,7.60%,,,,,
4/30/2008,1782.02,2.75729,1574.13%,2054.26%,6.91%,7.08%,,,,,
,,,,,,,,,,,
3/31/2008,1666.83,4.40468,1465.91%,1911.89%,-5.72%,-5.48%,,,,,
2/29/2008,1767.97,2.73561,1560.94%,2028.42%,5.39%,5.56%,,,,,
1/31/2008,1677.49,2.66329,1475.93%,1916.33%,-5.64%,-5.49%,,,,,
,,,,,,,,,,,
12/31/2007,1777.79,4.39502,1570.16%,2033.44%,2.23%,2.49%,,,,,
11/30/2007,1738.96,3.05248,1533.68%,1981.63%,-11.33%,-11.18%,,,,,
10/31/2007,1961.24,2.38403,1742.50%,2243.66%,9.47%,9.61%,,,,,
,,,,,,,,,,,
9/28/2007,1791.51,3.66449,1583.05%,2038.15%,9.03%,9.27%,,,,,
8/31/2007,1643.06,3.09658,1443.59%,1856.85%,-0.20%,-0.01%,,,,,
7/31/2007,1646.4,1.61872,1446.72%,1857.00%,-0.23%,-0.13%,,,,,
,,,,,,,,,,,
6/29/2007,1650.15,3.73627,1450.24%,1859.58%,0.00%,0.23%,,,,,
5/31/2007,1650.21,3.1663,1450.30%,1855.16%,8.49%,8.71%,,,,,
4/30/2007,1521.02,1.57661,1328.93%,1698.55%,5.72%,5.83%,,,,,
,,,,,,,,,,,
3/30/2007,1438.74,3.05103,1251.63%,1599.48%,2.42%,2.64%,,,,,
2/28/2007,1404.71,2.06324,1219.67%,1555.73%,0.69%,0.83%,,,,,
1/31/2007,1395.12,1.81453,1210.65%,1542.05%,-0.17%,-0.04%,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
MXCA Index Settings Total Return Analysis,,,,,,,,,,,
Range01/29/1971 -12/30/2022 Period Monthly Currency USD,,,,,,,,,,,
Price  Open  Close Dividends  Net  Gross 623 Month Holding Period Chart,,,,,,,,,,,
MSCI Canada Index Max Cuml Total Return 3896.5891% On 03/31/2022,,,,,,,,,,,
,Date,,Close Price,,Dividends,,Prc Appr,,Total Return,,Period Appr
12/29/2006,1397.53,3.1561,1212.92%,1542.72%,-1.06%,-0.83%,,,,,
11/30/2006,1412.44,2.63611,1226.93%,1556.54%,2.90%,3.09%,,,,,
10/31/2006,1372.7,1.26558,1189.59%,1506.84%,4.66%,4.76%,,,,,
,,,,,,,,,,,
9/29/2006,1311.56,2.58232,1132.16%,1433.84%,-3.51%,-3.32%,,,,,
8/31/2006,1359.21,2.48713,1176.92%,1486.45%,4.23%,4.43%,,,,,
7/31/2006,1304.01,1.47192,1125.06%,1419.19%,0.26%,0.37%,,,,,
,,,,,,,,,,,
6/30/2006,1300.67,2.88473,1121.93%,1413.56%,-1.80%,-1.58%,,,,,
5/31/2006,1324.53,2.25905,1144.34%,1437.81%,-3.14%,-2.97%,,,,,
4/28/2006,1367.43,0.85304,1184.64%,1484.94%,5.06%,5.13%,,,,,
,,,,,,,,,,,
3/31/2006,1301.52,2.39668,1122.73%,1407.61%,1.31%,1.50%,,,,,
2/28/2006,1284.72,1.56006,1106.94%,1385.40%,-1.91%,-1.79%,,,,,
1/31/2006,1309.72,0.76158,1130.43%,1412.47%,8.20%,8.26%,,,,,
,,,,,,,,,,,
12/30/2005,1210.48,2.30671,1037.19%,1297.02%,4.68%,4.88%,,,,,
11/30/2005,1156.37,2.11511,986.36%,1232.02%,5.60%,5.80%,,,,,
10/31/2005,1095.05,0.69164,928.76%,1159.06%,-7.45%,-7.39%,,,,,
,,,,,,,,,,,
9/30/2005,1183.16,1.94018,1011.53%,1259.49%,5.51%,5.69%,,,,,
8/31/2005,1121.38,1.75134,953.49%,1186.35%,5.84%,6.01%,,,,,
7/29/2005,1059.46,0.64051,895.32%,1113.39%,5.86%,5.93%,,,,,
,,,,,,,,,,,
6/30/2005,1000.77,2.19255,840.18%,1045.48%,5.55%,5.78%,,,,,
5/31/2005,948.19,1.58118,790.78%,982.89%,2.24%,2.41%,,,,,
4/29/2005,927.44,1.12975,771.29%,957.40%,-5.58%,-5.47%,,,,,
,,,,,,,,,,,
3/31/2005,982.22,1.71727,822.76%,1018.54%,1.61%,1.79%,,,,,
2/28/2005,966.66,1.37225,808.13%,998.89%,5.77%,5.93%,,,,,
1/31/2005,913.9,0.66908,758.57%,937.43%,-3.62%,-3.55%,,,,,
,,,,,,,,,,,
12/31/2004,948.23,2.08151,790.82%,975.61%,1.29%,1.52%,,,,,
11/30/2004,936.16,1.58106,779.48%,959.53%,3.96%,4.13%,,,,,
10/29/2004,900.53,0.99628,746.01%,917.47%,5.83%,5.95%,,,,,
,,,,,,,,,,,
9/30/2004,850.96,1.27489,699.44%,860.35%,7.66%,7.82%,,,,,
8/31/2004,790.44,1.39622,642.59%,790.68%,0.06%,0.24%,,,,,
7/30/2004,789.97,0.9558,642.15%,788.56%,-0.25%,-0.13%,,,,,
,,,,,,,,,,,
6/30/2004,791.99,1.38285,644.04%,789.75%,4.27%,4.46%,,,,,
5/31/2004,759.56,1.31873,613.58%,751.80%,2.35%,2.54%,,,,,
4/30/2004,742.09,0.92735,597.17%,730.72%,-8.49%,-8.38%,,,,,
,,,,,,,,,,,
3/31/2004,810.9,1.40849,661.81%,806.70%,-0.64%,-0.46%,,,,,
2/27/2004,816.12,0.98767,666.71%,810.94%,2.14%,2.27%,,,,,
1/30/2004,799.01,0.95454,650.64%,790.75%,1.57%,1.69%,,,,,
,,,,,,,,,,,
12/31/2003,786.65,1.4725,639.02%,775.93%,4.76%,4.97%,,,,,
11/28/2003,750.87,1.10992,605.41%,734.48%,3.03%,3.19%,,,,,
10/31/2003,728.78,0.85939,584.66%,708.72%,6.60%,6.73%,,,,,
,,,,,,,,,,,
9/30/2003,683.67,1.04703,542.28%,657.74%,1.52%,1.68%,,,,,
8/29/2003,673.42,1.24458,532.65%,645.25%,5.27%,5.47%,,,,,
7/31/2003,639.71,0.52684,500.98%,606.61%,-0.27%,-0.18%,,,,,
,,,,,,,,,,,
6/30/2003,641.41,1.49452,502.58%,607.90%,2.66%,2.90%,,,,,
5/30/2003,624.8,1.11835,486.97%,587.98%,8.56%,8.75%,,,,,
4/30/2003,575.55,0.5187,440.71%,532.60%,6.16%,6.26%,,,,,
,,,,,,,,,,,
3/31/2003,542.15,1.28792,409.33%,495.34%,-1.52%,-1.29%,,,,,
2/28/2003,550.53,1.11915,417.20%,503.10%,2.90%,3.11%,,,,,
1/31/2003,535.03,0.72324,402.64%,484.89%,3.02%,3.16%,,,,,
,,,,,,,,,,,
12/31/2002,519.33,1.11512,387.89%,466.98%,-0.87%,-0.66%,,,,,
11/29/2002,523.87,0.72052,392.15%,470.72%,5.55%,5.70%,,,,,
10/31/2002,496.32,0.63876,366.27%,439.95%,3.14%,3.27%,,,,,
,,,,,,,,,,,
9/30/2002,481.21,1.10588,352.08%,422.84%,-8.27%,-8.06%,,,,,
8/30/2002,524.57,0.73692,392.81%,468.68%,1.24%,1.38%,,,,,
7/31/2002,518.16,0.63117,386.79%,460.94%,-11.33%,-11.22%,,,,,
,,,,,,,,,,,
6/28/2002,584.36,1.24493,448.98%,531.83%,-5.76%,-5.56%,,,,,
5/31/2002,620.08,1.02355,482.54%,569.02%,1.85%,2.02%,,,,,
4/30/2002,608.81,0.41032,471.95%,555.78%,-0.77%,-0.70%,,,,,
,,,,,,,,,,,
3/29/2002,613.52,1.22234,476.38%,560.41%,3.43%,3.64%,,,,,
2/28/2002,593.16,0.76058,457.25%,537.23%,-1.09%,-0.96%,,,,,
1/31/2002,599.7,0.6037,463.40%,543.42%,-1.12%,-1.02%,,,,,
,,,,,,,,,,,
12/31/2001,606.52,1.17273,469.80%,550.07%,1.70%,1.90%,,,,,
11/30/2001,596.38,0.8202,460.28%,537.97%,9.06%,9.22%,,,,,
10/31/2001,546.83,0.5879,413.72%,484.14%,-0.05%,0.06%,,,,,
,,,,,,,,,,,
9/28/2001,547.08,1.08009,413.96%,483.78%,-9.46%,-9.28%,,,,,
8/31/2001,604.24,1.04458,467.65%,543.53%,-5.58%,-5.42%,,,,,
7/31/2001,639.97,0.43404,501.22%,580.44%,-0.59%,-0.52%,,,,,
,,,,,,,,,,,
6/29/2001,643.75,1.49846,504.77%,583.99%,-3.90%,-3.68%,,,,,
5/31/2001,669.9,0.95069,529.35%,610.15%,1.76%,1.91%,,,,,
4/30/2001,658.29,0.31485,518.44%,596.87%,7.24%,7.29%,,,,,
,,,,,,,,,,,
3/30/2001,613.88,1.28887,476.71%,549.55%,-9.33%,-9.14%,,,,,
2/28/2001,677.02,0.68423,536.03%,614.92%,-16.26%,-16.17%,,,,,
1/31/2001,808.45,0.54787,659.50%,752.86%,4.99%,5.06%,,,,,
,,,,,,,,,,,
12/29/2000,770.02,1.02469,623.41%,711.77%,1.83%,1.96%,,,,,
11/30/2000,756.21,1.13714,610.43%,696.14%,-8.95%,-8.82%,,,,,
10/31/2000,830.59,0.35514,680.30%,773.15%,-8.61%,-8.57%,,,,,
,,,,,,,,,,,
9/29/2000,908.81,0.95135,753.79%,855.00%,-10.34%,-10.25%,,,,,
8/31/2000,1013.65,1.09521,852.28%,964.09%,8.96%,9.09%,,,,,
7/31/2000,930.26,0.33039,773.94%,875.47%,2.80%,2.84%,,,,,
,,,,,,,,,,,
6/30/2000,904.89,1.51746,750.11%,848.54%,12.57%,12.76%,,,,,
5/31/2000,803.88,0.89898,655.21%,741.20%,-2.01%,-1.90%,,,,,
