,,,,,,,,,
,,,,,,,,,
MXTR Index Settings Total Return Analysis,,,,,,,,,
Range12/31/1987 -12/30/2022 Period Monthly Currency USD,,,,,,,,,
Price  Open  Close Dividends  Net  Gross 420 Month Holding Period Chart,,,,,,,,,
MSCI Turkey Index Max Cuml Total Return 996.2821% On 04/30/2013,,,,,,,,,
Date,Close Price,Dividends,Prc Appr,Total Return,Period Appr,Period Return,,,
12/31/2019,252565.4,266.9064,152.57%,399.95%,1.87%,1.98%,,,
11/29/2019,247928.4,484.974,147.93%,390.24%,6.86%,7.06%,,,
10/31/2019,232019.6,718.1507,132.02%,357.89%,-8.55%,-8.27%,,,
,,,,,,,,,
9/30/2019,253721.1,24.97111,153.72%,399.18%,12.51%,12.52%,,,
8/30/2019,225503.8,--,125.50%,343.62%,-11.23%,-11.23%,,,
7/31/2019,254022.9,--,154.02%,399.72%,11.72%,11.72%,,,
,,,,,,,,,
6/28/2019,227366.4,382.5327,127.37%,347.28%,7.54%,7.73%,,,
5/31/2019,211422.7,2734.594,111.42%,315.19%,-2.18%,-0.83%,,,
4/30/2019,216128.3,1050.866,116.13%,318.64%,-4.44%,-4.01%,,,
,,,,,,,,,
3/29/2019,226173.5,3195.739,126.17%,336.11%,-15.56%,-14.39%,,,
2/28/2019,267850.5,--,167.85%,409.39%,-3.27%,-3.27%,,,
1/31/2019,276897.3,--,176.90%,426.60%,17.00%,17.00%,,,
,,,,,,,,,
12/31/2018,236658.2,474.0306,136.66%,350.07%,-4.98%,-4.79%,,,
11/30/2018,249073,333.2268,149.07%,372.70%,13.12%,13.28%,,,
10/31/2018,220183.7,--,120.18%,317.29%,-0.87%,-0.87%,,,
,,,,,,,,,
9/28/2018,222126,369.0934,122.13%,320.97%,18.12%,18.34%,,,
8/31/2018,188053.4,155.2206,88.05%,255.75%,-28.69%,-28.63%,,,
7/31/2018,263709.2,--,163.71%,398.48%,-6.92%,-6.92%,,,
,,,,,,,,,
6/29/2018,283325.7,864.5335,183.33%,435.56%,-5.17%,-4.87%,,,
5/31/2018,298759.3,3189.415,198.76%,462.96%,-13.51%,-12.63%,,,
4/30/2018,345445.2,3782.415,245.45%,544.31%,-11.91%,-11.02%,,,
,,,,,,,,,
3/30/2018,392161,5643.414,292.16%,624.13%,-8.73%,-7.41%,,,
2/28/2018,429688.8,--,329.69%,682.10%,-1.62%,-1.62%,,,
1/31/2018,436761.6,--,336.76%,694.98%,4.57%,4.57%,,,
,,,,,,,,,
12/29/2017,417682.5,937.8772,317.68%,660.25%,13.67%,13.94%,,,
11/30/2017,367458.9,238.7041,267.46%,567.23%,-8.51%,-8.46%,,,
10/31/2017,401650.8,148.4743,301.65%,628.88%,0.30%,0.34%,,,
,,,,,,,,,
9/29/2017,400451.7,956.082,300.45%,626.43%,-9.68%,-9.48%,,,
8/31/2017,443375,--,343.38%,702.53%,4.42%,4.42%,,,
7/31/2017,424595,--,324.60%,668.54%,5.81%,5.81%,,,
,,,,,,,,,
6/30/2017,401264.1,1570.122,301.26%,626.31%,3.62%,4.03%,,,
5/31/2017,387256.4,325.7006,287.26%,598.16%,3.22%,3.30%,,,
4/28/2017,375193.2,7124.673,275.19%,575.84%,9.08%,11.35%,,,
,,,,,,,,,
3/31/2017,343967.1,1258.292,243.97%,506.95%,1.56%,1.93%,,,
2/28/2017,338689.1,--,238.69%,495.46%,5.57%,5.57%,,,
1/31/2017,320812.8,--,220.81%,464.03%,3.52%,3.52%,,,
,,,,,,,,,
12/30/2016,309911.8,--,209.91%,444.87%,2.35%,2.35%,,,
11/30/2016,302810.4,392.1379,202.81%,432.38%,-15.33%,-15.23%,,,
10/31/2016,357653.7,--,257.65%,528.05%,-0.74%,-0.74%,,,
,,,,,,,,,
9/30/2016,360323.3,--,260.32%,532.74%,-0.87%,-0.87%,,,
8/31/2016,363468.8,--,263.47%,538.26%,1.34%,1.34%,,,
7/29/2016,358661.2,--,258.66%,529.82%,-5.74%,-5.74%,,,
,,,,,,,,,
6/30/2016,380509.7,879.0139,280.51%,568.19%,1.60%,1.84%,,,
5/31/2016,374527.1,2256.121,274.53%,556.13%,-13.64%,-13.12%,,,
4/29/2016,433682.1,4995.188,333.68%,655.26%,3.27%,4.52%,,,
,,,,,,,,,
3/31/2016,419959.9,1980.388,319.96%,622.58%,15.48%,16.04%,,,
2/29/2016,363652.1,--,263.65%,522.69%,3.05%,3.05%,,,
1/29/2016,352893.2,--,252.89%,504.27%,1.62%,1.62%,,,
,,,,,,,,,
12/31/2015,347272.5,--,247.27%,494.65%,-5.32%,-5.32%,,,
11/30/2015,366780.1,94.1335,266.78%,528.05%,-6.02%,-6.00%,,,
10/30/2015,390268.6,322.0243,290.27%,568.12%,12.14%,12.23%,,,
,,,,,,,,,
9/30/2015,348017.8,--,248.02%,495.29%,-5.02%,-5.02%,,,
8/31/2015,366424.1,--,266.42%,526.78%,-9.94%,-9.94%,,,
7/31/2015,406866.5,--,306.87%,595.96%,-5.96%,-5.96%,,,
,,,,,,,,,
6/30/2015,432673.9,--,332.67%,640.10%,-1.13%,-1.13%,,,
5/29/2015,437636.4,4071.258,337.64%,648.59%,-0.51%,0.41%,,,
4/30/2015,439864.9,7846.437,339.87%,645.55%,0.27%,2.02%,,,
,,,,,,,,,
3/31/2015,438664.3,1383.984,338.66%,630.79%,-7.20%,-6.91%,,,
2/27/2015,472677.7,--,372.68%,685.00%,-8.70%,-8.70%,,,
1/30/2015,517744.4,--,417.74%,759.85%,-1.00%,-1.00%,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
MXTR Index Settings Total Return Analysis,,,,,,,,,
Range12/31/1987 -12/30/2022 Period Monthly Currency USD,,,,,,,,,
Price  Open  Close Dividends  Net  Gross 420 Month Holding Period Chart,,,,,,,,,
MSCI Turkey Index Max Cuml Total Return 996.2821% On 04/30/2013,,,,,,,,,
,Date,,Close Price,,Dividends,,Prc Appr,,Total Return
12/31/2014,522949.1,--,422.95%,768.49%,-5.83%,-5.83%,,,
11/28/2014,555353,120.4822,455.35%,822.31%,7.26%,7.28%,,,
10/31/2014,517786.1,214.1222,417.79%,759.72%,10.38%,10.43%,,,
,,,,,,,,,
9/30/2014,469094,161.7894,369.09%,678.51%,-12.01%,-11.99%,,,
8/29/2014,533131.6,131.5061,433.13%,784.53%,-3.52%,-3.49%,,,
7/31/2014,552572.6,--,452.57%,816.54%,3.88%,3.88%,,,
,,,,,,,,,
6/30/2014,531940.2,--,431.94%,782.32%,-2.20%,-2.20%,,,
5/30/2014,543926.1,3303.825,443.93%,802.20%,9.09%,9.77%,,,
4/30/2014,498584.7,4926.653,398.59%,721.94%,6.30%,7.38%,,,
,,,,,,,,,
3/31/2014,469045.9,1088.936,369.05%,665.42%,16.50%,16.78%,,,
2/28/2014,402609.3,--,302.61%,555.45%,3.66%,3.66%,,,
1/31/2014,388408.9,--,288.41%,532.33%,-13.22%,-13.22%,,,
,,,,,,,,,
12/31/2013,447576,--,347.58%,628.66%,-15.08%,-15.08%,,,
11/29/2013,527028.9,641.8063,427.03%,758.01%,-4.09%,-3.97%,,,
10/31/2013,549491.5,--,449.49%,793.49%,5.15%,5.15%,,,
,,,,,,,,,
9/30/2013,522563.2,--,422.56%,749.71%,12.26%,12.26%,,,
8/30/2013,465487.4,--,365.49%,656.90%,-12.60%,-12.60%,,,
7/31/2013,532597.7,--,432.60%,766.02%,-4.77%,-4.77%,,,
,,,,,,,,,
6/28/2013,559273,--,459.27%,809.40%,-14.08%,-14.08%,,,
5/31/2013,650918.2,5729.883,550.92%,958.42%,-4.26%,-3.45%,,,
4/30/2013,679903.5,6857.663,579.90%,996.28%,1.03%,2.09%,,,
,,,,,,,,,
3/29/2013,672970.7,1157.766,572.97%,973.89%,7.90%,8.09%,,,
2/28/2013,623698.6,--,523.70%,893.56%,-1.62%,-1.62%,,,
1/31/2013,633996,--,534.00%,909.96%,1.74%,1.74%,,,
,,,,,,,,,
12/31/2012,623151.7,--,523.15%,892.68%,7.05%,7.05%,,,
11/30/2012,582104.3,--,482.10%,827.30%,0.15%,0.15%,,,
10/31/2012,581210.8,269.0688,481.21%,825.87%,10.42%,10.48%,,,
,,,,,,,,,
9/28/2012,526347.5,--,426.35%,738.08%,-0.04%,-0.04%,,,
8/31/2012,526544.6,--,426.55%,738.39%,4.34%,4.34%,,,
7/31/2012,504648.6,--,404.65%,703.53%,3.66%,3.66%,,,
,,,,,,,,,
6/29/2012,486835,--,386.84%,675.17%,17.82%,17.82%,,,
5/31/2012,413198.9,6061.94,313.20%,557.92%,-13.01%,-11.75%,,,
4/30/2012,474979.6,5794.479,374.98%,645.55%,-3.70%,-2.54%,,,
,,,,,,,,,
3/30/2012,493240.4,--,393.24%,665.01%,0.16%,0.16%,,,
2/29/2012,492454.1,--,392.45%,663.79%,7.27%,7.27%,,,
1/31/2012,459075.4,--,359.08%,612.02%,18.05%,18.05%,,,
,,,,,,,,,
12/30/2011,388888,--,288.89%,503.16%,-8.49%,-8.49%,,,
11/30/2011,424981.9,--,324.98%,559.14%,-5.34%,-5.34%,,,
10/31/2011,448950,--,348.95%,596.32%,-2.72%,-2.72%,,,
,,,,,,,,,
9/30/2011,461488.3,--,361.49%,615.76%,4.86%,4.86%,,,
8/31/2011,440092.4,--,340.09%,582.58%,-14.62%,-14.62%,,,
7/29/2011,515461.1,--,415.46%,699.48%,-5.48%,-5.48%,,,
,,,,,,,,,
6/30/2011,545319.9,--,445.32%,745.79%,-0.77%,-0.77%,,,
5/31/2011,549559.6,6159.051,449.56%,752.36%,-13.21%,-12.22%,,,
4/29/2011,633220.1,7232.86,533.22%,871.07%,9.12%,10.41%,,,
,,,,,,,,,
3/31/2011,580270.9,1681.293,480.27%,779.51%,7.50%,7.82%,,,
2/28/2011,539774.2,--,439.77%,715.73%,-2.55%,-2.55%,,,
1/31/2011,553900.9,--,453.90%,737.08%,-9.46%,-9.46%,,,
,,,,,,,,,
12/31/2010,611742.8,--,511.74%,824.50%,-3.59%,-3.59%,,,
11/30/2010,634497.6,--,534.50%,858.88%,-9.98%,-9.98%,,,
10/29/2010,704819.5,--,604.82%,965.16%,5.89%,5.89%,,,
,,,,,,,,,
9/30/2010,665631,--,565.63%,905.93%,15.53%,15.53%,,,
8/31/2010,576177.9,--,476.18%,770.75%,-1.63%,-1.63%,,,
7/30/2010,585745,--,485.75%,785.21%,15.64%,15.64%,,,
,,,,,,,,,
6/30/2010,506526.1,--,406.53%,665.49%,1.00%,1.00%,,,
5/31/2010,501514,6502.407,401.51%,657.91%,-12.23%,-11.13%,,,
4/30/2010,571425.4,5436.457,471.43%,752.84%,5.98%,7.01%,,,
,,,,,,,,,
3/31/2010,539198.5,938.7961,439.20%,696.98%,16.48%,16.68%,,,
2/26/2010,462921.3,--,362.92%,583.04%,-12.55%,-12.55%,,,
1/29/2010,529341.9,--,429.34%,681.05%,1.68%,1.68%,,,
,,,,,,,,,
12/31/2009,520579.4,--,420.58%,668.12%,20.16%,20.16%,,,
11/30/2009,433243.3,121.2544,333.24%,539.25%,-6.18%,-6.15%,,,
10/30/2009,461759.2,610.6802,361.76%,581.15%,-3.16%,-3.03%,,,
,,,,,,,,,
9/30/2009,476835.6,974.7792,376.84%,602.46%,3.34%,3.57%,,,
8/31/2009,461411.5,--,361.41%,578.25%,5.73%,5.73%,,,
7/31/2009,436408.7,--,336.41%,541.50%,21.57%,21.57%,,,
,,,,,,,,,
6/30/2009,358963.6,--,258.96%,427.66%,4.41%,4.41%,,,
5/29/2009,343786.6,5192.354,243.79%,405.35%,14.32%,16.11%,,,
4/30/2009,300710.4,2394.152,200.71%,335.23%,27.40%,28.65%,,,
,,,,,,,,,
3/31/2009,236045.5,822.4584,136.05%,238.31%,8.46%,8.84%,,,
2/27/2009,217633.5,--,117.63%,210.84%,-10.96%,-10.96%,,,
1/30/2009,244418.3,--,144.42%,249.09%,-9.86%,-9.86%,,,
,,,,,,,,,
12/31/2008,271158.8,--,171.16%,287.28%,6.59%,6.59%,,,
11/28/2008,254397.4,--,154.40%,263.34%,-10.11%,-10.11%,,,
10/31/2008,282996.1,298.0399,183.00%,304.19%,-35.03%,-34.97%,,,
,,,,,,,,,
9/30/2008,435563.8,--,335.56%,521.55%,-13.45%,-13.45%,,,
8/29/2008,503235.2,--,403.24%,618.12%,-9.04%,-9.04%,,,
7/31/2008,553248.7,--,453.25%,689.49%,27.21%,27.21%,,,
,,,,,,,,,
6/30/2008,434904.9,--,334.91%,520.61%,-12.54%,-12.54%,,,
5/30/2008,497274.5,13582.93,397.27%,609.61%,-5.44%,-2.86%,,,
4/30/2008,525856.5,3515.44,425.86%,630.47%,15.56%,16.39%,,,
,,,,,,,,,
3/31/2008,455053.6,2109.886,355.05%,527.60%,-19.94%,-19.57%,,,
2/29/2008,568406.5,--,468.41%,680.32%,0.83%,0.83%,,,
1/31/2008,563735.3,--,463.74%,673.91%,-23.61%,-23.61%,,,
,,,,,,,,,
12/31/2007,737979.2,--,637.98%,913.11%,3.27%,3.27%,,,
11/30/2007,714644.8,--,614.65%,881.08%,-7.82%,-7.82%,,,
10/31/2007,775282,456.1283,675.28%,964.32%,10.89%,10.96%,,,
,,,,,,,,,
9/28/2007,699134.4,--,599.13%,859.21%,16.71%,16.71%,,,
8/31/2007,599040.1,--,499.04%,721.88%,-7.51%,-7.51%,,,
7/31/2007,647698.8,--,547.70%,788.64%,16.09%,16.09%,,,
,,,,,,,,,
6/29/2007,557911.7,--,457.91%,665.45%,0.07%,0.07%,,,
5/31/2007,557524.6,8179.024,457.53%,664.92%,7.12%,8.71%,,,
4/30/2007,520489,4353.559,420.49%,603.64%,5.54%,6.42%,,,
,,,,,,,,,
3/30/2007,493189.8,2593.877,393.19%,561.18%,5.58%,6.14%,,,
2/28/2007,467104,--,367.10%,522.93%,0.28%,0.28%,,,
1/31/2007,465806.2,--,365.81%,521.20%,7.42%,7.42%,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
MXTR Index Settings Total Return Analysis,,,,,,,,,
Range12/31/1987 -12/30/2022 Period Monthly Currency USD,,,,,,,,,
Price  Open  Close Dividends  Net  Gross 420 Month Holding Period Chart,,,,,,,,,
MSCI Turkey Index Max Cuml Total Return 996.2821% On 04/30/2013,,,,,,,,,
,Date,,Close Price,,Dividends,,Prc Appr,,Total Return
12/29/2006,433629.1,--,333.63%,478.29%,5.55%,5.55%,,,
11/30/2006,410832,--,310.83%,447.89%,-7.30%,-7.30%,,,
10/31/2006,443202.1,--,343.20%,491.05%,15.30%,15.30%,,,
,,,,,,,,,
9/29/2006,384389.3,547.4221,284.39%,412.62%,-4.67%,-4.54%,,,
8/31/2006,403227.3,--,303.23%,437.02%,6.37%,6.37%,,,
7/31/2006,379087.6,--,279.09%,404.87%,7.75%,7.75%,,,
,,,,,,,,,
6/30/2006,351827.4,--,251.83%,368.57%,-7.34%,-7.34%,,,
5/31/2006,379681.7,5592.041,279.68%,405.66%,-28.61%,-27.60%,,,
4/28/2006,531847.1,2353.595,431.85%,598.39%,4.59%,5.07%,,,
,,,,,,,,,
3/31/2006,508514.4,2433.871,408.51%,564.72%,-12.42%,-11.99%,,,
2/28/2006,580627.4,--,480.63%,655.30%,6.30%,6.30%,,,
1/31/2006,546199.8,--,446.20%,610.52%,14.16%,14.16%,,,
,,,,,,,,,
12/30/2005,478431.6,155.1185,378.43%,522.36%,3.48%,3.51%,,,
11/30/2005,462353.5,--,362.35%,501.25%,19.34%,19.34%,,,
10/31/2005,387414.9,--,287.42%,403.80%,-5.29%,-5.29%,,,
,,,,,,,,,
9/30/2005,409034.5,365.408,309.03%,431.91%,8.29%,8.38%,,,
8/31/2005,377738,--,277.74%,390.77%,2.89%,2.89%,,,
7/29/2005,367137,--,267.14%,377.00%,10.88%,10.88%,,,
,,,,,,,,,
6/30/2005,331126.6,--,231.13%,330.21%,7.63%,7.63%,,,
5/31/2005,307662.7,7324.108,207.66%,299.73%,8.51%,11.14%,,,
4/29/2005,283536,917.9307,183.54%,259.65%,-10.23%,-9.96%,,,
,,,,,,,,,
3/31/2005,315833.4,2155.341,215.83%,299.42%,-15.00%,-14.39%,,,
2/28/2005,371575.3,--,271.58%,366.57%,8.48%,8.48%,,,
1/31/2005,342537.2,--,242.54%,330.11%,8.44%,8.44%,,,
,,,,,,,,,
12/31/2004,315874,--,215.87%,296.63%,19.15%,19.15%,,,
11/30/2004,265099.3,--,165.10%,232.88%,1.35%,1.35%,,,
10/29/2004,261571.5,--,161.57%,228.45%,6.44%,6.44%,,,
,,,,,,,,,
9/30/2004,245741.5,--,145.74%,208.57%,7.81%,7.81%,,,
8/31/2004,227948.8,113.0233,127.95%,186.23%,1.60%,1.65%,,,
7/30/2004,224367.3,--,124.37%,181.59%,9.67%,9.67%,,,
,,,,,,,,,
6/30/2004,204576.3,3332.011,104.58%,156.75%,7.43%,9.31%,,,
5/31/2004,190422.1,907.9657,90.42%,134.88%,-9.80%,-9.34%,,,
4/30/2004,211103.5,2162.759,111.10%,159.07%,-17.62%,-16.88%,,,
,,,,,,,,,
3/31/2004,256258.8,1248.985,156.26%,211.67%,6.30%,6.83%,,,
2/27/2004,241063.9,--,141.06%,191.75%,9.48%,9.48%,,,
1/30/2004,220195.4,--,120.20%,166.49%,-3.26%,-3.26%,,,
,,,,,,,,,
12/31/2003,227621.2,--,127.62%,175.48%,31.53%,31.53%,,,
11/28/2003,173050.7,--,73.05%,109.44%,-6.60%,-6.60%,,,
10/31/2003,185276.2,--,85.28%,124.23%,14.46%,14.46%,,,
,,,,,,,,,
9/30/2003,161874.7,--,61.88%,95.91%,15.62%,15.62%,,,
8/29/2003,140010.7,--,40.01%,69.45%,13.46%,13.46%,,,
7/31/2003,123402.4,--,23.40%,49.35%,-2.33%,-2.33%,,,
,,,,,,,,,
6/30/2003,126348,--,26.35%,52.91%,-1.96%,-1.96%,,,
5/30/2003,128869.3,503.2462,28.87%,55.97%,8.28%,8.71%,,,
4/30/2003,119010.3,1060.601,19.01%,43.46%,32.48%,33.80%,,,
,,,,,,,,,
3/31/2003,89834.7,155.1031,-10.17%,7.22%,-24.77%,-24.64%,,,
2/28/2003,119416.8,--,19.42%,42.29%,8.56%,8.56%,,,
1/31/2003,109998.4,--,10.00%,31.06%,7.80%,7.80%,,,
,,,,,,,,,
12/31/2002,102042.3,--,2.04%,21.58%,-28.40%,-28.40%,,,
11/29/2002,142508.6,--,42.51%,69.80%,41.02%,41.02%,,,
10/31/2002,101058.4,--,1.06%,20.41%,16.21%,16.21%,,,
,,,,,,,,,
9/30/2002,86962.63,--,-13.04%,3.62%,-8.62%,-8.62%,,,
8/30/2002,95167.51,--,-4.83%,13.39%,-5.92%,-5.92%,,,
7/31/2002,101154.8,--,1.16%,20.53%,3.01%,3.01%,,,
,,,,,,,,,
6/28/2002,98195.84,--,-1.80%,17.00%,-21.48%,-21.48%,,,
5/31/2002,125062.8,627.7097,25.06%,49.01%,-15.01%,-14.59%,,,
4/30/2002,147154.8,1137.221,47.16%,74.47%,-2.03%,-1.30%,,,
,,,,,,,,,
3/29/2002,150206.7,--,50.21%,76.78%,9.18%,9.18%,,,
2/28/2002,137572.7,--,37.57%,61.91%,-19.75%,-19.75%,,,
1/31/2002,171425,--,71.43%,101.75%,6.01%,6.01%,,,
,,,,,,,,,
12/31/2001,161706.3,26.79111,61.71%,90.31%,21.42%,21.44%,,,
11/30/2001,133183.9,--,33.18%,56.72%,23.65%,23.65%,,,
10/31/2001,107706.5,--,7.71%,26.74%,21.62%,21.62%,,,
,,,,,,,,,
9/28/2001,88556.56,--,-11.44%,4.20%,-31.70%,-31.70%,,,
8/31/2001,129653.1,--,29.65%,52.56%,-3.99%,-3.99%,,,
7/31/2001,135044.7,--,35.05%,58.91%,-15.32%,-15.32%,,,
,,,,,,,,,
6/29/2001,159476.4,35.57903,59.48%,87.65%,-5.89%,-5.87%,,,
5/31/2001,169457.6,2226.037,69.46%,99.35%,-13.17%,-12.10%,,,
4/30/2001,195152.6,227.2583,95.15%,126.80%,43.24%,43.51%,,,
,,,,,,,,,
3/30/2001,136238.4,115.2634,36.24%,58.03%,-17.56%,-17.49%,,,
2/28/2001,165263.2,--,65.26%,91.53%,-41.10%,-41.10%,,,
1/31/2001,280595.2,--,180.60%,225.19%,14.85%,14.85%,,,
,,,,,,,,,
12/29/2000,244322.4,--,144.32%,183.15%,10.26%,10.26%,,,
11/30/2000,221594.6,--,121.60%,156.81%,-33.82%,-33.82%,,,
10/31/2000,334822.4,--,234.82%,288.03%,17.07%,17.07%,,,
,,,,,,,,,
9/29/2000,285989.9,--,185.99%,231.44%,-16.09%,-16.09%,,,
8/31/2000,340833.8,--,240.83%,295.00%,-9.02%,-9.02%,,,
7/31/2000,374615.3,--,274.62%,334.15%,-6.81%,-6.81%,,,
,,,,,,,,,
6/30/2000,401976.8,--,301.98%,365.86%,-11.97%,-11.97%,,,
5/31/2000,456660.2,2336.253,356.66%,429.23%,-13.49%,-13.04%,,,
4/28/2000,527868.9,429.7336,427.87%,508.62%,24.64%,24.75%,,,
,,,,,,,,,
3/31/2000,423527,122.0815,323.53%,387.85%,-6.19%,-6.16%,,,
2/29/2000,451455.3,--,351.46%,419.87%,-4.84%,-4.84%,,,
1/31/2000,474427.4,--,374.43%,446.33%,5.39%,5.39%,,,
,,,,,,,,,
12/31/1999,450155.6,--,350.16%,418.38%,71.71%,71.71%,,,
11/30/1999,262167.5,--,162.17%,201.90%,22.86%,22.86%,,,
10/29/1999,213391.4,--,113.39%,145.73%,6.26%,6.26%,,,
,,,,,,,,,
9/30/1999,200825,--,100.83%,131.26%,15.39%,15.39%,,,
8/31/1999,174038.8,62.5304,74.04%,100.41%,-17.11%,-17.08%,,,
7/30/1999,209955,--,109.96%,141.70%,12.76%,12.76%,,,
,,,,,,,,,
6/30/1999,186201.1,4.86958,86.20%,114.35%,-5.16%,-5.16%,,,
5/31/1999,196341.2,3283.761,96.34%,126.02%,-11.97%,-10.62%,,,
4/30/1999,223028.9,638.8575,123.03%,152.87%,13.10%,13.45%,,,
,,,,,,,,,
3/31/1999,197203,246.0243,97.20%,122.90%,12.47%,12.64%,,,
2/26/1999,175331.5,--,75.33%,97.89%,41.93%,41.93%,,,
1/29/1999,123532.8,34.47257,23.53%,39.43%,-5.89%,-5.87%,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
MXTR Index Settings Total Return Analysis,,,,,,,,,
Range12/31/1987 -12/30/2022 Period Monthly Currency USD,,,,,,,,,
Price  Open  Close Dividends  Net  Gross 420 Month Holding Period Chart,,,,,,,,,
MSCI Turkey Index Max Cuml Total Return 996.2821% On 04/30/2013,,,,,,,,,
,Date,,Close Price,,Dividends,,Prc Appr,,Total Return
12/31/1998,131263.6,--,31.26%,48.12%,-1.34%,-1.34%,,,
11/30/1998,133048.8,--,33.05%,50.13%,10.85%,10.85%,,,
10/30/1998,120026,--,20.03%,35.44%,-3.61%,-3.61%,,,
,,,,,,,,,
9/30/1998,124517.5,--,24.52%,40.50%,-15.88%,-15.88%,,,
8/31/1998,148023.5,--,48.02%,67.03%,-39.32%,-39.32%,,,
7/31/1998,243954,--,143.95%,175.28%,2.99%,2.99%,,,
,,,,,,,,,
6/30/1998,236864.5,--,136.86%,167.28%,4.91%,4.91%,,,
5/29/1998,225779.6,2935.732,125.78%,154.77%,-16.68%,-15.68%,,,
4/30/1998,270978.1,1220.138,170.98%,202.15%,22.66%,23.24%,,,
,,,,,,,,,
3/31/1998,220918.6,814.3765,120.92%,145.17%,-9.44%,-9.13%,,,
2/27/1998,243955.5,106.4458,143.96%,169.80%,-9.58%,-9.53%,,,
1/30/1998,269792.6,20.05018,169.79%,198.23%,-5.65%,-5.64%,,,
,,,,,,,,,
12/31/1997,285943.7,--,185.94%,216.06%,21.43%,21.43%,,,
11/28/1997,235483.7,--,135.48%,160.29%,-2.58%,-2.58%,,,
10/31/1997,241728.9,--,141.73%,167.19%,6.77%,6.77%,,,
,,,,,,,,,
9/30/1997,226405.6,--,126.41%,150.25%,22.61%,22.61%,,,
8/29/1997,184651.5,--,84.65%,104.10%,-2.63%,-2.63%,,,
7/31/1997,189633.5,--,89.63%,109.61%,-3.03%,-3.03%,,,
,,,,,,,,,
6/30/1997,195565.2,--,95.57%,116.17%,8.50%,8.50%,,,
