Date,Japan_GDP_Growth
2008-05,-0.00335881410095433
2008-06,-0.00335881410095433
2008-07,-0.010489421868833346
2008-08,-0.010489421868833346
2008-09,-0.010489421868833346
2008-10,-0.03893015312934175
2008-11,-0.03893015312934175
2008-12,-0.03893015312934175
2009-01,-0.08851844416239528
2009-02,-0.08851844416239528
2009-03,-0.08851844416239528
2009-04,-0.06517449218367438
2009-05,-0.06517449218367438
2009-06,-0.06517449218367438
2009-07,-0.05385663062833346
2009-08,-0.05385663062833346
2009-09,-0.05385663062833346
2009-10,-0.01787040815258901
2009-11,-0.01787040815258901
2009-12,-0.01787040815258901
2010-01,0.042623539698789285
2010-02,0.042623539698789285
2010-03,0.042623539698789285
2010-04,0.03484076518637168
2010-05,0.03484076518637168
2010-06,0.03484076518637168
2010-07,0.05410187740685684
2010-08,0.05410187740685684
2010-09,0.05410187740685684
2010-10,0.03265369622900803
2010-11,0.03265369622900803
2010-12,0.03265369622900803
2011-01,0.011182740343281901
2011-02,0.011182740343281901
2011-03,0.011182740343281901
2011-04,-0.009522137692391313
2011-05,-0.009522137692391313
2011-06,-0.009522137692391313
2011-07,-0.003411940497951368
2011-08,-0.003411940497951368
2011-09,-0.003411940497951368
2011-10,0.0033673893836918306
2011-11,0.0033673893836918306
2011-12,0.0033673893836918306
2012-01,0.02811675554197743
2012-02,0.02811675554197743
2012-03,0.02811675554197743
2012-04,0.027555380376461724
2012-05,0.027555380376461724
2012-06,0.027555380376461724
2012-07,-0.0004780165664614509
2012-08,-0.0004780165664614509
2012-09,-0.0004780165664614509
2012-10,0.00013754141519446592
2012-11,0.00013754141519446592
2012-12,0.00013754141519446592
2013-01,-7.749318538321624e-05
2013-02,-7.749318538321624e-05
2013-03,-7.749318538321624e-05
2013-04,0.018399824625615284
2013-05,0.018399824625615284
2013-06,0.018399824625615284
2013-07,0.03211783712989309
2013-08,0.03211783712989309
2013-09,0.03211783712989309
2013-10,0.03150797591707529
2013-11,0.03150797591707529
2013-12,0.03150797591707529
2014-01,0.02569337378089467
2014-02,0.02569337378089467
2014-03,0.02569337378089467
2014-04,-0.001690386059672733
2014-05,-0.001690386059672733
2014-06,-0.001690386059672733
2014-07,-0.010405663283321938
2014-08,-0.010405663283321938
2014-09,-0.010405663283321938
2014-10,-0.004647646842022129
2014-11,-0.004647646842022129
2014-12,-0.004647646842022129
2015-01,0.0026609424284593044
2015-02,0.0026609424284593044
2015-03,0.0026609424284593044
2015-04,0.022603430532840335
2015-05,0.022603430532840335
2015-06,0.022603430532840335
2015-07,0.022525209638244136
2015-08,0.022525209638244136
2015-09,0.022525209638244136
2015-10,0.01624807018153707
2015-11,0.01624807018153707
2015-12,0.01624807018153707
2016-01,0.008201854944017874
2016-02,0.008201854944017874
2016-03,0.008201854944017874
2016-04,0.005160484414512223
2016-05,0.005160484414512223
2016-06,0.005160484414512223
2016-07,0.006148422670832932
2016-08,0.006148422670832932
2016-09,0.006148422670832932
2016-10,0.009436261455827755
2016-11,0.009436261455827755
2016-12,0.009436261455827755
2017-01,0.009955016855299112
2017-02,0.009955016855299112
2017-03,0.009955016855299112
2017-04,0.015200145787736161
2017-05,0.015200145787736161
2017-06,0.015200145787736161
2017-07,0.0216641496889045
2017-08,0.0216641496889045
2017-09,0.0216641496889045
2017-10,0.02139885955990128
2017-11,0.02139885955990128
2017-12,0.02139885955990128
2018-01,0.014077331488931304
2018-02,0.014077331488931304
2018-03,0.014077331488931304
2018-04,0.013732038461650496
2018-05,0.013732038461650496
2018-06,0.013732038461650496
2018-07,0.00010834328135323647
2018-08,0.00010834328135323647
2018-09,0.00010834328135323647
2018-10,-0.002457716582780478
2018-11,-0.002457716582780478
2018-12,-0.002457716582780478
2019-01,-0.0011920095894153153
2019-02,-0.0011920095894153153
2019-03,-0.0011920095894153153
2019-04,-0.0009703182816369016
2019-05,-0.0009703182816369016
2019-06,-0.0009703182816369016
2019-07,0.006311215221737519
2019-08,0.006311215221737519
2019-09,0.006311215221737519
2019-10,-0.01998491118238997
2019-11,-0.01998491118238997
2019-12,-0.01998491118238997
2020-01,-0.018184370206087604
2020-02,-0.018184370206087604
2020-03,-0.018184370206087604
2020-04,-0.09865190163428142
2020-05,-0.09865190163428142
2020-06,-0.09865190163428142
2020-07,-0.049594438547500064
2020-08,-0.049594438547500064
2020-09,-0.049594438547500064
2020-10,-0.004141271699072262
2020-11,-0.004141271699072262
2020-12,-0.004141271699072262
2021-01,-0.01058572845056012
2021-02,-0.01058572845056012
2021-03,-0.01058572845056012
2021-04,0.07966179272987993
2021-05,0.07966179272987993
2021-06,0.07966179272987993
2021-07,0.018069722393018208
2021-08,0.018069722393018208
2021-09,0.018069722393018208
2021-10,0.00979173827754599
2021-11,0.00979173827754599
2021-12,0.00979173827754599
2022-01,0.006819098601970569
2022-02,0.006819098601970569
2022-03,0.006819098601970569
2022-04,0.014347237543954798
2022-05,0.014347237543954798
2022-06,0.014347237543954798
2022-07,0.015209139576584377
2022-08,0.015209139576584377
2022-09,0.015209139576584377
2022-10,0.004618497134209873
2022-11,0.004618497134209873
2022-12,0.004618497134209873
