Date,Türkiye_Rep_of_GDP_Growth
2018-02,0.0712630189876576
2018-03,0.0712630189876576
2018-04,0.053543226906671196
2018-05,0.053543226906671196
2018-06,0.053543226906671196
2018-07,0.027835933071595726
2018-08,0.027835933071595726
2018-09,0.027835933071595726
2018-10,-0.025952968064095246
2018-11,-0.025952968064095246
2018-12,-0.025952968064095246
2019-01,-0.02310697518369637
2019-02,-0.02310697518369637
2019-03,-0.02310697518369637
2019-04,-0.006764498906424843
2019-05,-0.006764498906424843
2019-06,-0.006764498906424843
2019-07,0.008197592303303384
2019-08,0.008197592303303384
2019-09,0.008197592303303384
2019-10,0.05815546169902006
2019-11,0.05815546169902006
2019-12,0.05815546169902006
2020-01,0.043714451851659744
2020-02,0.043714451851659744
2020-03,0.043714451851659744
2020-04,-0.08879785988753026
2020-05,-0.08879785988753026
2020-06,-0.08879785988753026
2020-07,0.05514533842813153
2020-08,0.05514533842813153
2020-09,0.05514533842813153
2020-10,0.05649929797055776
2020-11,0.05649929797055776
2020-12,0.05649929797055776
2021-01,0.07608210451594796
2021-02,0.07608210451594796
2021-03,0.07608210451594796
2021-04,0.2258349955266338
2021-05,0.2258349955266338
2021-06,0.2258349955266338
2021-07,0.09142599449542614
2021-08,0.09142599449542614
2021-09,0.09142599449542614
2021-10,0.09251939282517264
2021-11,0.09251939282517264
2021-12,0.09251939282517264
2022-01,0.07301893073409639
2022-02,0.07301893073409639
2022-03,0.07301893073409639
2022-04,0.06987692324751832
2022-05,0.06987692324751832
2022-06,0.06987692324751832
2022-07,0.03782324663156183
2022-08,0.03782324663156183
2022-09,0.03782324663156183
2022-10,0.03354782611102752
2022-11,0.03354782611102752
2022-12,0.03354782611102752
