Date,Brazil_GDP_Growth
2016-04,-0.035554207326291054
2016-05,-0.035554207326291054
2016-06,-0.035554207326291054
2016-07,-0.02503879789904889
2016-08,-0.02503879789904889
2016-09,-0.02503879789904889
2016-10,-0.01676452878474461
2016-11,-0.01676452878474461
2016-12,-0.01676452878474461
2017-01,0.006704718850270657
2017-02,0.006704718850270657
2017-03,0.006704718850270657
2017-04,0.011406291522721112
2017-05,0.011406291522721112
2017-06,0.011406291522721112
2017-07,0.020197911016536625
2017-08,0.020197911016536625
2017-09,0.020197911016536625
2017-10,0.02682646355045576
2017-11,0.02682646355045576
2017-12,0.02682646355045576
2018-01,0.021619006769020205
2018-02,0.021619006769020205
2018-03,0.021619006769020205
2018-04,0.013950983732861442
2018-05,0.013950983732861442
2018-06,0.013950983732861442
2018-07,0.019710783094137013
2018-08,0.019710783094137013
2018-09,0.019710783094137013
2018-10,0.011210880165133738
2018-11,0.011210880165133738
2018-12,0.011210880165133738
2019-01,0.00934331834950917
2019-02,0.00934331834950917
2019-03,0.00934331834950917
2019-04,0.016088869213955834
2019-05,0.016088869213955834
2019-06,0.016088869213955834
2019-07,0.0066284219997297875
2019-08,0.0066284219997297875
2019-09,0.0066284219997297875
2019-10,0.01667464673125817
2019-11,0.01667464673125817
2019-12,0.01667464673125817
2020-01,-0.009081616514364569
2020-02,-0.009081616514364569
2020-03,-0.009081616514364569
2020-04,-0.10084216391728924
2020-05,-0.10084216391728924
2020-06,-0.10084216391728924
2020-07,-0.02958467306550639
2020-08,-0.02958467306550639
2020-09,-0.02958467306550639
2020-10,-0.003257080836353378
2020-11,-0.003257080836353378
2020-12,-0.003257080836353378
2021-01,0.02857637446570716
2021-02,0.02857637446570716
2021-03,0.02857637446570716
2021-04,0.12361341521243613
2021-05,0.12361341521243613
2021-06,0.12361341521243613
2021-07,0.04528049986775907
2021-08,0.04528049986775907
2021-09,0.04528049986775907
2021-10,0.02233474186931953
2021-11,0.02233474186931953
2021-12,0.02233474186931953
2022-01,0.023277801890503293
2022-02,0.023277801890503293
2022-03,0.023277801890503293
2022-04,0.035835663696685914
2022-05,0.035835663696685914
2022-06,0.035835663696685914
2022-07,0.03619435986637137
2022-08,0.03619435986637137
2022-09,0.03619435986637137
2022-10,0.02546808212470164
2022-11,0.02546808212470164
2022-12,0.02546808212470164
