Date,equity_index_germany,equity_index_italy,equity_index_indonesia,equity_index_south_africa,equity_index_brazil,equity_index_canada,equity_index_mexico,equity_index_australia,equity_index_us,equity_index_argentina,equity_index_turkey,equity_index_china,equity_index_japan,equity_index_france,equity_index_russia,equity_index_uk,equity_index_south_korea,equity_index_india,equity_index_saudi_arabia,currency_saudi_arabia,currency_south_korea,currency_brazil,currency_russia,currency_japan,currency_uk,currency_canada,currency_south_africa,currency_eurozone,currency_australia,currency_mexico,currency_india,currency_china,currency_argentina,currency_indonesia,currency_turkey,commodity_natural_gas,commodity_lead,commodity_wti_crude_oil,commodity_zinc,commodity_gold,commodity_platinum,commodity_uls_diesel,commodity_silver,commodity_lean_hogs,commodity_soybean_meal,commodity_copper,commodity_unleaded_gas,commodity_orange_juice,commodity_live_cattle,commodity_kansas_wheat,commodity_soybean_oil,commodity_nickel,commodity_cotton,commodity_brent_crude,commodity_soybeans,commodity_aluminum,commodity_coffee,commodity_tin,commodity_gas_oil,commodity_wheat,commodity_sugar,commodity_corn,commodity_cocoa,commodity_feeder_cattle,government_bond_france,government_bond_mexico,government_bond_australia,government_bond_italy,government_bond_us,government_bond_canada,government_bond_china,government_bond_germany,government_bond_uk,government_bond_japan
1996-01-01,,,0.005132325474474288,0.0070979429558604736,-0.011978488734718965,0.028804338574362154,-0.004562260571221533,0.011371777080324798,0.06733772515163286,0.003764182640315792,-0.0004529563772357662,-0.010392356918185937,0.00020158662107453072,,,0.027715655522330893,-0.0035691365645569443,-0.05126325724283547,,1.0145439811314538e-07,0.2513520195484961,-0.005701015434243034,,-0.025591301330848044,-0.0076121749941580235,0.07321991638517376,-0.1121010429579986,0.09391956490247909,-0.032718410255732265,-0.05831258915416679,-1.0073940879788906e-17,2.8083361047365128e-18,-0.021506330776804902,-0.83694811156486,-0.05063670664616071,0.0013630285973628008,0.005286831658162796,0.06223363922621246,-0.03446346893648997,0.012821220403511647,-0.0006358551853873265,0.02980674628864406,0.003578071551732068,0.016708776533898802,0.09426687496391858,0.019385009877969542,0.07913030023274886,-0.0034790811033901517,3.9062929601091096e-19,0.07853746715110803,-1.2527933139231273e-20,-0.012738341084487464,0.11725913512189212,0.051878420495640495,0.21335565455130043,-1.3183653144379138e-18,-0.023171392591810152,0.013482430291199011,0.051440009970911034,0.05568928598973539,7.25079722953322e-18,0.08244312037722971,-0.018510513839886937,-2.2880149948203713e-18,,,0.31768884404665565,,0.19266017576028482,0.10681259718143436,,0.14004281161871868,0.11738066708122827,0.024303319703434037
1996-02-01,,,0.018328745857469422,0.04477098393423617,0.0023924489696281128,0.04119256501172664,0.003131931872618675,0.020870430584222704,0.06615077909762136,0.00932106946994454,0.0045804231371255255,0.0013186217747650855,0.00404712990173461,,,0.03249634654435179,0.0033819396507852053,-0.05456599238363468,,-2.1322504882832045e-31,0.04195719144689346,-0.006781695360736628,,-0.04588137588804959,-0.033848576513373946,0.06081370825422531,-0.12126367999719218,0.025371436198422873,-0.010968687660455426,-0.036691791043697825,-2.892902392653628e-17,2.2500807625858765e-18,0.00031491053812729826,-0.7428147636256086,-0.04677863855439676,0.017553311198313565,0.013051936382968261,0.029976700378335875,-0.02129753003509393,0.06398554545115953,0.028867098506278728,0.029255660176149945,0.012049504001268044,0.0008260759805899049,0.09648123955281314,0.012015595882964901,0.04440393235411379,0.010990461636470576,-7.290488747708335e-18,0.07920022006690607,6.559708787711152e-19,-0.01699974338878528,0.12764321333278272,0.030681612048666256,0.2139038567037458,-2.1338040093021597e-17,-0.008448381260005022,0.01157708518501477,0.033884343022100506,0.061152504562767135,2.3918909287188477e-17,0.08724694829100096,-0.036443136362374846,-1.466546546287257e-17,,,0.3916155318435243,,0.17068853439225237,0.1126348359009406,,0.0969696311858333,0.09780391500785393,0.0105954935369976
1996-03-01,,,0.014802744050064204,0.029637910290011116,0.01029553423324685,0.04007789965276206,0.007674707301433883,0.022142910231044206,0.06842515795727167,0.011335798721701342,0.006034941634646203,-0.002434700484044754,0.005493199960196193,,,0.03144611150540315,0.0032183596381733805,-0.0162496992621083,,-0.0,0.08747261098311347,-0.0060456224839682505,,-0.053448424078163234,-0.026016435638739056,0.042055004011020664,-0.24323087880464841,0.018140654739730325,0.026626693229685288,-0.03709275962803889,-0.0,4.2488164035523925e-18,0.0,-0.9219626347275273,-0.048657130223047775,0.013159635191121063,0.02903161598647388,0.04067534558530358,0.00033766460364166015,0.05183430219275761,0.02417875982811496,0.04793076568976409,0.01307731636831001,0.0173306377923898,0.0963639119781444,0.019150758045169303,0.05377929209191295,0.01781308375383785,-0.0,0.08643072309127137,-0.0,0.00494344232690904,0.07936876750316313,0.04179129040863792,0.2048085206000454,-0.04877327833557397,-0.02139590824844975,0.03172704548643537,0.06268634187907242,0.06451394993927631,0.0,0.09258449423331805,-0.047447645237859604,-0.0,,,0.2154958136277827,,0.10479079269646131,0.063022808056259,,0.04378615292539309,0.055555789070384914,-0.005400974558607082
1996-04-01,,,0.015141207958350984,0.020818475053300117,0.02149723002563938,0.03334802952163881,0.009990575543705589,0.021636623690961924,0.07284591208000163,0.006245293992694961,0.00018182994938880642,-0.004586183818445629,0.0020391332964897974,,,0.02074928345237654,-0.0014353526444112617,-0.007415254346387464,,-0.0,-0.14001183602147835,-0.003925667791292948,,-0.10519676597135977,-0.06748742094812428,0.07968357571548446,-0.0,-0.07399955579610164,0.04943950416034349,-0.015786214697891054,-2.903673539218486e-17,0.0,0.01233162402560566,-0.7262800472125296,-0.05001788010836478,0.014518833674143607,0.029940947477934247,0.04336975498985746,-0.0005213362912611808,0.018184367157116098,-0.018254681187392235,0.05893199386080108,0.0027224850736061418,0.03897710856400724,0.09952622495986369,0.007578743628074256,0.05592683423484534,0.011403728278440538,0.0,0.05023112922761067,0.02370082840873686,0.006010708508854321,0.07670941624327458,0.053868566632696506,0.10820594490734614,-0.04896273012209933,-0.016082786733280258,0.023601538727585303,0.07435806847617374,0.045301504930933746,6.272964104732192e-18,0.05871089349116656,-0.015604461116596064,-0.0,,,0.167855320054809,,0.08879220720179032,0.05679963708364934,,-0.027326099726152204,0.01657847952727845,-0.05687624879650908
1996-05-01,,,0.021324756650754822,0.009094094161526126,0.009148552167216625,0.037206422947853944,0.006168653787589963,0.019557839961563673,0.07261868569731701,0.008055721696691987,-0.002993787697749962,-0.0017881759108646347,0.0028439558703152908,,,0.02041043937983581,0.0056602195935989315,0.0052152307586523635,,-5.040860920351137e-19,-0.19055737694400063,-0.0035255444082130678,,-0.10111818037095557,-0.09603069004869184,-0.010634860482968115,-1.0007380531010207e-16,-0.11778958262756326,0.06374032653381115,-0.03176635051133293,-2.6699503716570557e-17,0.0,0.00019706770934815009,-0.7352204920191941,-0.05055150478283388,0.018349129005954895,0.02967728807758018,0.046578565161806904,-0.01528919661914809,0.020962727319089006,-0.026790632903699825,0.05547522400525127,-0.005428553726120832,0.06016805975306862,0.08853057053037776,0.02072303821937888,0.04570408703446603,0.019096479957773756,-0.0,0.043205568896459885,0.04170834400917982,0.006247219619575565,0.03004067412562549,0.04231031882567404,0.11329064151895794,-0.04022303188990944,-0.012163210470125077,0.018852301687016595,0.0729914116734007,0.03886160333290376,9.489200397980736e-17,0.06317272750366369,-0.022527980785042458,-0.0,,,0.171655422599776,,0.035543432173410654,0.031175924006372844,,-0.04950098785795062,0.02380968741954748,-0.06491818981566903
1996-06-01,,,0.011411151212534738,0.010029012739424824,0.014559825953975624,0.03437240641857417,0.007682134135931683,0.02240103728369513,0.07391028930588088,0.007533407687227589,-0.004076158660132929,-0.006766044305519738,0.0038036645761815977,,,0.01992177064582972,-0.0011204352854898153,-0.0007519885362797645,,-5.05579807157392e-31,-0.2285066037825737,-0.004639896997612848,,-0.11514021763595511,-0.033678155741655315,0.002720339178480197,-3.3254341660736046e-17,-0.09408213612490947,0.10058963024420825,-0.027356199631954174,-1.7837337812638688e-17,-3.281574876546042e-19,1.611720137141725e-05,-0.88646311243457,-0.05507137957494866,0.026376045120490445,0.032875280282507,0.060314192993582136,-0.007774470925980238,0.02555779666698723,-0.015248906428583939,0.057898729450424014,0.0011620446098555097,0.054933399501586516,0.09847298106352723,0.009421656312721544,0.03560153994434453,0.00904473054859953,2.260644070237784e-17,0.041951547659921415,0.02313913388001004,0.004518534397145238,0.0067563034131884955,0.05124346185329098,0.12134589201162858,-0.05630487563058473,-0.01041834342826528,0.01410211355494579,0.08132625538137955,0.03845195134016093,2.108746002010992e-16,0.0664751607712672,-0.012680002920643868,-8.075938042799983e-18,,,0.010804816406185564,,-0.06401253166915644,0.011842567444252258,,-0.0586205727469177,-0.01839624921282814,-0.08193393265087304
1996-07-01,,,0.007165977025614897,0.010579207459329758,0.01629994796595358,0.021679798684493625,0.0037718442872404397,0.016751534077870025,0.06598912724472014,0.008834018581386122,-0.0015027943082036794,-0.0055272449724210505,0.007617240735063391,,,0.01856315967008159,-0.007858214993106856,0.003937256496285822,,-3.081765646742497e-31,-0.3547103719717246,-0.004533916888607723,,-0.1335786825233264,-0.08377109805988257,0.013644812220102718,-0.0,-5.4761721714863515e-18,0.07676606030529784,-0.023624816868752976,-0.43859464085520045,-7.1676206618242875e-19,0.0,-0.8586771154487922,-0.05870393499743437,0.026847182841854306,0.030580732962954476,0.055588795199006925,-0.005842551194733639,0.0016373870922995035,-0.0397108837139856,0.059998541597312806,-0.0005631228553988013,0.0275329029880142,0.08027764014361638,-0.015550311644704789,0.05101822366051264,0.01563762137003135,1.621927504988895e-18,0.02387065321970707,-0.003981880030396641,-0.007134531392418772,-0.0017388558389031389,0.08525216966889669,0.09198200043638537,-0.04944731847322961,0.002615463735402056,-0.0005117127670273721,0.08988814973041916,0.015165571789998444,1.725169296578507e-17,0.05071023829905288,0.0064296818963584385,-0.0,,,0.05647587580736695,,-0.04164721910834656,0.014928059221241026,,-0.0,0.030605553803887648,-0.09482077819339366
1996-08-01,,,0.0008520507716825927,-0.00436256805122915,0.011456463127334955,0.014213920650285043,0.0003687541320898184,0.006300437948465714,0.07073597729704321,0.0030281037503409156,-0.005923498769032327,-0.009671514962928337,-0.0010245725742061799,,,0.013207737651271886,-0.014604524536613272,-0.005262854937833223,,-5.971919701082717e-19,-0.7412307378766305,-0.003257171404392901,-0.032618041985297525,-1.0332378628633106e-06,-4.12716268154652e-07,-0.01891120798302638,-1.429005896666579e-06,-4.0063901512851363e-07,0.03199451393203927,-0.026798755881644126,-1.936404222155987e-06,-4.6392387075862366e-09,0.0016902105453805339,-0.7728691591436198,-0.06126186980064209,0.027796513003692642,0.03274129654526902,0.059782877393967156,-0.00979937325966298,0.024147331695628018,0.00032915167556071633,0.06140912043687361,0.0014666576308690292,0.05150995755683743,0.06319768947229415,-0.012998533354745259,0.05409331941783373,0.00896522919528979,-3.044111207065831e-08,0.014244380837239088,-0.017611116027281718,-0.013097343136093977,0.014484267675540088,0.08488842492169671,0.07053376655267182,-0.09665400462697707,-0.008011877823701191,-0.0016345583727946345,0.09771765349234254,0.004009428278422808,1.4290058966502748e-06,0.047765794451911446,0.008522907083289484,-7.696493204374559e-08,,,0.1897549144851715,,-0.02960713693243339,0.04993593790324463,,-2.3546469334732395e-07,0.01750562055236391,-9.33639542257887e-07
1996-09-01,,,0.004931385800559636,-0.0037885319122858033,0.00960116862363899,0.02198882623992321,0.0014614287726581554,0.010240911768501419,0.073083680785626,0.003372954546861645,-0.0027311591713146685,-0.007150757265637962,-0.0024033801017506644,,,0.028799497371101067,-0.016772325979953887,-0.004147487361840357,,1.787168541106656e-07,-0.6682586236068843,-0.00315826876942821,-0.03847317692768642,-3.872152468935399e-07,7.498726318640863e-08,-0.054144306932838344,-8.803435483339697e-07,4.2058319488393656e-08,0.037992577727935,-0.02472362582022882,-1.1543018422866332e-06,3.765739357899246e-09,0.001098256367885104,-0.8017005112390185,-0.06292705309318217,0.017387808823801892,0.03445500840809607,0.06279386239587434,0.0007222089116884131,0.030907578352924684,-0.03442779637432132,0.06349923073944352,-0.0030314547667944468,0.043219815849430014,0.06937265253221558,-0.010757032420566276,0.05555266372645129,0.008868832745786676,2.660420621505296e-07,0.013777106411468242,-0.010000164060727132,-0.007696037646060037,-0.004437035150050202,0.08671221467004998,0.0777785788429716,-0.09647419284942271,-0.0013947945297773875,0.005748970779870757,0.10044765714794375,0.007668744375257835,8.803435483730947e-07,0.05250063139128944,-0.009869741985985734,1.64977185133821e-07,,,0.16047399832444087,,-0.0647228828538213,0.030347787234381512,,7.131386652820431e-08,0.007213990097507378,-2.302718578031071e-07
1996-10-01,,,0.009212184779897697,-0.005748326431413205,0.007813399882470306,0.03098190932746086,0.0026812431922234635,0.01103095949180583,0.07050574851985844,0.00643785941260136,0.0005635427191200539,-0.004215732618953534,0.0015830364705606856,,,0.028930271197244718,-0.020787633378133507,-0.00955660972635126,,2.4750420627251483e-19,-0.7772908225648903,-0.004196880692201208,-0.04458596840260818,-9.732164927709105e-18,-3.8336213291018507e-19,-0.044265981699406924,-7.281703938682145e-17,-0.0,0.046838348475048475,-0.018008298923354638,-0.0,0.0,0.003582784746720714,-0.4497458651215199,-0.05986677900198191,0.02904320886545764,0.04086014733352926,0.06334141442888211,-0.017545308662131286,-0.0005829775835292071,-5.8827327369201825e-18,0.0546693190281169,-0.020669193067815034,0.04507450670652096,0.06882839245929426,-0.030908043867650246,0.06742345374649006,0.01078120473646078,0.0,0.003161626914769683,-0.031139213765721277,-0.015591912347094858,-0.01695326159954414,0.08571915585333037,0.059838004463493806,-3.5615720802120825e-17,0.003467699928414773,-0.00570914034129081,0.0774470256138937,-0.00040322081557856733,1.5534150697394544e-18,0.027333288257866722,0.0028881871880428725,7.712891534824504e-17,,,0.114826369153213,,-0.04636506299289551,0.03825212218166587,,-1.721895520549865e-17,0.030592504051393677,-9.05439214615935e-18
1996-11-01,,,0.007499059206751869,-0.015814281187623586,0.01498721706025369,0.040217977283585976,0.004302439602747607,0.01764154462679174,0.06763310106870443,0.007832662370446792,-0.0004986434400301345,-0.0023671791791119814,-0.001058989384674403,,,0.03610153127671939,-0.02489374136362452,-0.007281710623191096,,0.0,-0.6472557745205816,-0.00435003827445633,-0.056744536829093375,-1.2384833005482537e-17,3.800645257944364e-18,0.013374812774017933,-1.4758353360028962e-17,-7.972554651284176e-18,0.03539055441004107,-0.013113155095135337,-0.18009156588891698,3.487520800580487e-19,0.0016967262215681793,-0.6320749873545198,-0.05676374397659272,0.031732157076123965,0.026854924137653186,0.05914589777068694,-0.00536373242256622,0.0038030598052512334,-2.2389764422030462e-18,0.047432821086137805,-0.019232856527365047,0.04242267145281461,0.014764967347773186,-0.010229539363601046,0.05698144566481179,-0.0034260385417991873,5.653552744613655e-18,-0.003867310633401583,-0.037405724071764665,-0.014984930053742258,-0.018682338320744583,0.09235854021450277,0.006116599091473908,-0.0788540423381978,0.008959927090640002,-0.007050870659695973,0.07380164430621924,-0.010543269615698028,7.303464837557726e-17,0.007427629364319359,-0.004181582409110731,1.0433263284009021e-18,,,0.26968931909576804,,-0.02984910288125726,0.07474692995133464,,-6.072040877239703e-18,0.021289006912158584,-6.761882451610352e-18
1996-12-01,,,0.014153172901297579,-0.022147406305998124,0.015203583190944179,0.039390227732350125,0.003298859428194613,0.020519597310893884,0.06583824877800612,0.005907370163475914,0.0049605804120961255,0.0058403915036072335,-0.004648064765501232,,,0.04738152409683548,-0.020480011521868905,-0.0027675381075702578,,0.0,-0.5264035328464727,-0.005260061830989587,-0.056313623029832865,-3.553265066682969e-07,8.148066545499419e-07,0.021043472131543305,-8.590229123929217e-07,-2.166786316183909e-07,0.07588245177971627,-0.005340085386964624,-0.11123303890760278,2.669573652410601e-09,0.0023890364946300958,-0.5398112893271976,-0.05606929300430745,0.03267505448894046,0.00681406822188867,0.06531595774788161,-0.0050162322513954164,-0.0737490953901726,-1.9882249276076155e-07,0.046905072107474056,-0.01836421574549069,0.0597368937530703,0.023129776369218202,0.00037080858865195154,0.06325001306552624,-0.01090758305877773,4.9771631049260996e-08,0.0007850231476376272,-0.022110885032334337,-0.014916643460496266,-0.01515125347461115,0.10671215424358743,0.018848943424928044,-0.054196752374897884,0.01809823241676187,0.0022734920600277837,0.07059192378898248,-0.00811600671450418,5.256422653159262e-07,0.008588928242341485,0.0024152729274310794,2.5493479036829896e-07,,,0.18332337859559042,,-0.025311888750381376,0.06867764893402274,,-1.0636892198254487e-07,0.01318452510785084,-2.415264900697151e-07
1997-01-01,,,0.012340520823792578,-0.03928920047797604,0.015113275806044713,0.038643578333994365,0.0033954848672753646,0.021151832477138317,0.05081180252660077,0.005230236826481904,0.0046866438513109634,0.027518025490140388,-0.01683576469502462,,,0.04740058199608111,-0.023215612514810625,-0.0020341499556017994,,0.0,-0.6844119552293378,-0.0032555286265585934,-0.06067618795786024,-1.673224578184057e-17,7.183337092516423e-18,-0.012820930819041215,-0.3537836678585518,-1.0982870343576002e-17,0.05988274837901633,-0.0025963282522965185,-9.340163932082232e-07,1.4306060866333644e-19,0.0008164395521194753,-0.6065138274039351,-0.056842441882985054,0.014589459684915764,0.01490688122125463,0.062366232508832165,-0.0009662771822141111,-1.0906338243936549e-18,-4.2996230694310334e-18,0.04491617546922072,-0.03216945339031249,0.05980710719171671,0.0001592653793555402,0.00028861135333892,0.05826747064007016,-0.019886216545889315,2.4337184499733005e-18,-0.0012208074824072383,-0.03608922815950937,-0.014268359371217863,-0.008321987422198586,0.08842360090251562,-0.0018223267733879906,-0.05132547449232452,0.029322135667185067,-0.006413415078405906,0.06790791839515863,-0.009372012647327715,5.5219669655148295e-18,-0.005323831613461632,0.0050899441219345995,1.976892023291034e-17,,,0.1303742118513198,,-0.06033863880838759,0.03593320078702254,,-3.2427737001297484e-18,-0.007123158592583707,-1.8206251426619316e-18
1997-02-01,,,0.00861133946822569,-0.045062560007037185,0.01960765837510666,0.03993263579834909,0.0029176130787219846,0.013456537559706766,0.05182567535938598,0.004749668159859698,0.00755106893617824,0.010953070904735155,-0.03409580132971776,,,0.04469929744920645,-0.025054802070703434,0.019205329042927044,,-2.702090338006107e-08,-0.5777809827082819,-0.002586883576367463,-0.048152489197895436,-9.35678466373448e-09,1.051088249058554e-08,0.052838296756367364,-0.37895208587270796,-8.759645036968328e-09,0.019329884600872038,-0.0064160053356887145,0.07138115731533484,0.006092679612151215,0.001681512415446646,-0.7890944998123703,-0.05151594756530833,0.008906042413781897,-0.0016828277137005633,0.061954185487558946,0.010330507601836502,-3.5326350719556964e-08,-1.2938215415223168e-08,0.04713311485406815,-0.0479932655565149,0.09105211266992844,0.012645022923375607,0.008825371556367772,0.05591091662714269,-0.0167486370635275,7.905312288174105e-09,-0.0017573260449661157,-0.015868352789357814,-0.008532301852035512,-0.02856074213990127,0.08479901315174741,0.011557838277548957,-0.0015733901402887407,0.016996052597081198,-0.005523246014668576,0.06263317689281923,-0.013234169071281611,4.580950147967691e-09,-0.0008369434472107004,-0.0012125156554276648,1.899608449273935e-08,,,0.11192828092014898,,-0.07753223778753472,0.030489695801138507,,-8.265303394488255e-09,0.0041031238743914405,-5.190381045149457e-09
1997-03-01,,,0.01173561573245751,-0.02275469532502418,0.04681749804939718,0.05375157996482819,0.008944969800181363,0.020290947797677247,0.07611282647200499,0.01418235317686827,0.009140994532077324,0.013939574199495165,-0.03214952712836865,,,0.07097798366304853,-0.03209089865709217,0.0036645712782773466,,3.522611342690526e-19,-0.3961211420799336,-0.00635969827238645,-0.08616848247580676,-0.1519811229495884,4.143318214283801e-17,0.00362895114087763,-8.423074767891928e-17,-7.879217016879519e-17,0.025377941369874188,-0.00668154963493423,-0.18837395608071494,0.42656114564051484,1.4268926411276563e-18,-1.3479330753059489,-0.061836204270528154,0.0028273998719173794,0.0034334947185602205,0.09067455691803421,0.05629907347332484,-1.2392388150108815e-17,-6.460499402470572e-18,0.05633966446412238,-0.01594899980719514,0.08249710803030051,0.04827562511831185,0.024631303724932403,0.06392427977325403,-0.02840569330384576,4.53962788366942e-17,0.0015820255068175332,-0.006395847027136514,0.004459584282884957,-0.02776463828117202,0.12613274174045674,0.0441166712377289,-0.003855241666028085,0.0630788550697782,-0.005794437397735238,0.07998744469695429,-0.015364841413624085,7.651861758940846e-17,0.0055148793157349585,-0.015611491323587709,1.853611231331317e-16,,,0.24357539101653544,,-0.058625088131727135,0.11415181336959908,,-3.3416431322827637e-17,0.07870560169645646,-0.037107557069013614
1997-04-01,,,0.007266596450553739,-0.0128038371332778,0.03679280780987725,0.039193272383941075,0.004607721941455989,0.01992049329844924,0.09501098550286362,0.010788103170827365,0.008873784924840939,0.019278699118392452,-0.028686157380343937,,,0.05532654020282272,-0.031614233721226626,-0.005901775708228711,,0.0,-0.20471447584951785,-0.015963784780058915,-0.08093165257453504,-0.05648756241474494,0.11213055804555025,-0.12953331778550684,-7.835220949362144e-18,-0.20981009573907836,0.003577574504596196,-0.00605116022402241,-0.19128601765635656,0.0008998029116792009,0.0,-0.6541541119184147,-0.10404414808548136,-0.001367631638464745,-0.008005892616734102,0.060624337680424654,0.05069764540527578,-0.13678516186919454,-0.03303334315494977,0.027759325217654212,-0.011975629601841085,0.07074718625805856,0.05208823074480091,0.025971545222535076,0.03168576193342202,-0.025021490666935223,1.7325052205344514e-17,0.004375918971226469,-0.04978037008333602,-0.008969776833458013,-4.5553580786010934e-17,0.1723737821792193,0.05499446393236537,-0.016753268532824106,0.06328328987787148,-0.008047018881066039,0.051546738206495406,-0.009010670119782103,1.583596956041044e-17,0.005257604641930047,0.008026759081459575,4.7242005127712193e-17,,,0.00034344470283756797,,-6.71123609739278e-18,6.5270337787711994e-18,,-0.10604487681592446,0.14463518028148445,-0.02397012396890531
1997-05-01,,,7.121348735132021e-05,-3.0250782944798767e-05,0.049442529628362715,0.027852600830021876,0.0033789689343338997,0.013856246533877735,0.06893573584527296,0.008135538078569853,0.007593477159252758,0.03547197641556188,-0.02891686282720557,,,0.04910743749667131,-0.03168841240014908,-0.00763267969274709,,0.0,-0.17509997019333978,-0.024405288300437967,-0.0631358780311374,-0.05725868894288227,0.13514214228180724,-0.1471405883765416,-4.106916037078037e-18,-0.21753979632375253,-0.01035283949209863,-0.010190549169864586,-0.15286691556765447,0.4792006493570418,0.0,-0.7499610882536073,-0.2505363388335656,0.00489015786103882,-0.03673589195462241,0.0549533746794176,0.0707274032895677,-0.17399849034987533,-0.02303999976125816,0.0223715967633721,-0.02094587569108177,0.057164234248636314,0.06531750966008569,0.01574222024628075,0.01556737462624226,-0.02593167045905406,9.804283358091482e-17,-0.002149403938941981,-0.058253090968448606,-0.012299077668603893,-1.275385127739962e-17,0.1456586491971026,0.06044912909615461,-0.010295992396023282,0.07101460003362334,-0.012923346628891733,0.04582885974583998,-0.01997448724956409,1.195459157193831e-16,-0.02265235349098685,-0.012180372432265017,6.897356837724981e-17,,,0.2995059344815378,,-0.015134121873045718,0.2020008173818654,,-0.0867339914483862,0.07525355237093694,-0.025014303044716375
1997-06-01,,,0.008119338551953913,-0.00037472980334675833,0.0576019664375483,0.04766872148390609,0.005138897589673299,0.02356200233537238,0.09304093627649238,0.011479990001916228,0.011351356945814472,0.03375167279255518,-0.01527010622616379,,,0.051274456576404004,-0.021008105447813077,-0.004677603765148547,,0.0,-0.200656472479104,-0.03132739930681982,-0.05767656537536071,-0.02047053734843443,0.08610334065572045,-0.0372981184653739,-1.1109918490790863e-18,-0.14583066062720634,-0.05753201387276349,-0.00706415824410125,-0.08567342010597351,0.016706999768859053,0.0,-0.980196282371454,-0.30399007830534036,0.0009531777456076438,-0.03989116607969026,0.05283839476028636,0.09551075807689573,-0.14746197702323488,0.009363217914812696,0.03021635538554974,-0.022754210885818693,0.03669046078632327,0.05537684794156671,0.03437649549011881,0.04018915462871777,-0.02681800444158219,0.0,-0.0081501839331726,-0.05457415629994821,-0.016659287723242076,-0.0,0.13497905888076583,0.046048250513743415,-0.004356336878296606,0.047946993514560915,-0.01185712043462802,0.048309363325447476,-0.021307065506675858,0.0,-0.036689204704286736,-0.0,0.0,,,0.0,,8.16437212554053e-19,0.0,,-0.08749902417470072,0.20761241781380563,-0.008548271251872857
1997-07-01,,,0.02011878367318828,0.0104940301230528,0.07764036516029214,0.06716022730687252,0.011125613169833827,0.06139695649437292,0.116749383881657,0.015464029747516879,0.015661180868662965,0.05071272645898114,-0.012182002989984788,,,0.07574574016352381,-0.021791873076742494,0.008912290214305767,,-4.49093620651394e-05,-0.312428936451106,-1.8554107091631426e-06,-0.05217954317075669,-0.021814186950315336,0.24604224166937977,-0.1087093873051407,-1.4160958208273868e-06,-2.711475632666742e-06,-0.07506551738557858,-0.006877457625113058,-0.08945104009183824,1.6191391529238466e-06,0.0,-3.7790287784984816e-06,-6.353664735767031e-06,-0.007579226969287837,-0.04977475813241226,0.03171652006150455,0.12461859333632783,-0.2470459214241626,0.047116813271172155,0.02285822761711245,-0.017541155671324533,0.11218220830434995,0.035573518929446976,0.06995027052804972,0.022079191370788467,-0.05016574821663298,1.9441451977604714e-06,-0.012915768112594766,-0.0795707014721606,-0.022799437666589092,-3.228297449535467e-08,0.13708489632562637,0.013780245354874614,0.010044881353022951,0.03760593500819181,-0.02184443389627444,0.038718434614281025,-0.02807342900945215,1.2739246677901538e-06,-0.049138297244184365,1.0569292683075535e-06,3.7790287785164925e-06,,,0.007011438951100219,,1.1250090714355331e-07,2.339532531164546e-06,,-1.5282893067664738e-06,0.2980825901700297,-0.0014642858117144806
1997-08-01,,,0.008228710403396478,0.0259957217235878,0.03941134715306898,0.041805648513006395,0.01629896888929844,0.04999177608588107,0.057522256643228124,0.023448746710140043,0.018586000273390826,0.08520640757537061,-0.007392952085394646,,,0.05478906314110482,-0.01964017330129394,0.02369561927657737,,-1.6456488910029996e-15,-0.20901172761744813,-2.5594524004983047e-17,-0.03985783094760323,-0.04168540301741686,0.1255885470377954,-0.012030076312317136,-0.0639496405035006,-3.377311777924748e-17,-0.048776138738440965,-0.004911548095307565,-0.024048138395783784,8.656851341282268e-19,0.0,-0.20655671426569922,-1.2572826435676755e-17,0.006268729134476421,-0.08139598065530919,0.03191823932405902,0.15893849502178758,-0.2828936121090176,0.029783478100536928,0.016380015461613738,-0.027799902854616764,0.04094459064938906,0.03527436851801851,0.047745498654599254,0.03672815141889438,-0.035655728957451414,1.0809319006344993e-17,0.00248374690812602,-0.04584122771202392,0.0077463892782356734,-1.0168525461834692e-18,0.10859004965370654,0.021008504639625614,0.024497531926136535,0.035716109082135954,-0.013002171149044232,0.02532127712300658,-0.016516987421977432,1.0772673216786661e-17,-0.015209561026023099,9.291542480821061e-18,7.965057599564193e-17,,,1.0343775317512816,,0.12058727033413012,0.24017869546772702,,-7.662265131262448e-18,0.15482720727765029,-0.012701495397417486
