Date,Live Cattle
1990-10,0.0199
1990-11,0.0151
1990-12,0.0334
1991-01,0.0207
1991-02,0.0397
1991-03,0.0141
1991-04,-0.008100000000000001
1991-05,-0.0018
1991-06,-0.016
1991-07,-0.0058
1991-08,-0.0387
1991-09,0.056799999999999996
1991-10,-0.0385
1991-11,0.017
1991-12,-0.0275
1992-01,0.0636
1992-02,0.0062
1992-03,0.0254
1992-04,-0.019299999999999998
1992-05,-0.0072
1992-06,0.045899999999999996
1992-07,0.0242
1992-08,0.0044
1992-09,0.0286
1992-10,0.004
1992-11,0.0336
1992-12,0.043
1993-01,0.0132
1993-02,0.0463
1993-03,0.0265
1993-04,0.009300000000000001
1993-05,-0.0032
1993-06,0.025699999999999997
1993-07,-0.0058
1993-08,0.002
1993-09,-0.0146
1993-10,0.0014000000000000002
1993-11,-0.0318
1993-12,0.0158
1994-01,0.0088
1994-02,0.011000000000000001
1994-03,-0.0103
1994-04,-0.037200000000000004
1994-05,-0.0663
1994-06,-0.021
1994-07,0.0738
1994-08,-0.008199999999999999
1994-09,-0.0189
1994-10,0.0262
1994-11,-0.0256
1994-12,0.0858
1995-01,0.0146
1995-02,0.0062
1995-03,-0.0859
1995-04,0.0248
1995-05,-0.0368
1995-06,0.056799999999999996
1995-07,0.0297
1995-08,-0.0342
1995-09,0.0275
1995-10,0.0304
1995-11,0.0003
1995-12,-0.013500000000000002
1996-01,-0.0425
1996-02,0.0051
1996-03,-0.0326
1996-04,-0.078
1996-05,0.10339999999999999
1996-06,0.0242
1996-07,0.0154
1996-08,0.0581
1996-09,0.004
1996-10,-0.0174
1996-11,0.0033
1996-12,0.024900000000000002
1997-01,0.014499999999999999
1997-02,0.046
1997-03,-0.0101
1997-04,-0.0007000000000000001
1997-05,0.0024
1997-06,-0.0031
1997-07,0.041100000000000005
1997-08,-0.044500000000000005
1997-09,-0.008199999999999999
1997-10,0.0106
1997-11,-0.011000000000000001
1997-12,-0.0271
1998-01,-0.0187
1998-02,-0.042199999999999994
1998-03,-0.0036
1998-04,0.061
1998-05,-0.0591
1998-06,-0.0148
1998-07,-0.0832
1998-08,-0.011200000000000002
1998-09,0.009300000000000001
1998-10,0.0562
1998-11,-0.0493
1998-12,-0.0322
1999-01,0.0291
1999-02,0.0489
1999-03,-0.0264
1999-04,-0.0087
1999-05,-0.0019
1999-06,0.0014000000000000002
1999-07,0.015
1999-08,0.0382
1999-09,0.025099999999999997
1999-10,-0.0055000000000000005
1999-11,0.0126
1999-12,-0.0021
2000-01,0.011399999999999999
2000-02,-0.0077
2000-03,0.0178
2000-04,0.0088
2000-05,-0.0337
2000-06,-0.003
2000-07,0.0
2000-08,-0.021400000000000002
2000-09,0.0287
2000-10,0.0339
2000-11,-0.003
2000-12,0.0574
2001-01,-0.022799999999999997
2001-02,0.0633
2001-03,-0.0294
2001-04,-0.010700000000000001
2001-05,0.0366
2001-06,-0.0036
2001-07,-0.019299999999999998
2001-08,-0.0072
2001-09,-0.1014
2001-10,0.0132
2001-11,-0.0213
2001-12,0.009000000000000001
2002-01,0.02
2002-02,-0.016200000000000003
2002-03,-0.0449
2002-04,-0.0315
2002-05,-0.050199999999999995
2002-06,0.044000000000000004
2002-07,0.0301
2002-08,-0.0068000000000000005
2002-09,0.0165
2002-10,0.0379
2002-11,0.023700000000000002
2002-12,0.0129
2003-01,0.0258
2003-02,-0.051
2003-03,-0.0109
2003-04,0.023
2003-05,0.0319
2003-06,0.0026
2003-07,0.0929
2003-08,0.06709999999999999
2003-09,0.0591
2003-10,0.0709
2003-11,0.0711
2003-12,-0.2066
2004-01,0.0074
2004-02,0.047400000000000005
2004-03,0.059500000000000004
2004-04,0.0556
2004-05,0.077
2004-06,-0.0313
2004-07,0.0044
2004-08,-0.0449
2004-09,-0.0078000000000000005
2004-10,-0.030699999999999998
2004-11,0.022099999999999998
2004-12,-0.0175
2005-01,0.0271
2005-02,-0.023799999999999998
2005-03,0.0374
2005-04,0.0067
2005-05,-0.009899999999999999
2005-06,-0.061399999999999996
2005-07,0.0106
2005-08,-0.010700000000000001
2005-09,0.06269999999999999
2005-10,0.013500000000000002
2005-11,0.026000000000000002
2005-12,0.0101
2006-01,-0.0349
2006-02,-0.044199999999999996
2006-03,-0.0955
2006-04,-0.0079
2006-05,0.0704
2006-06,0.0742
2006-07,-0.0016
2006-08,0.054400000000000004
2006-09,-0.032
2006-10,-0.0183
2006-11,-0.0197
2006-12,0.042199999999999994
2007-01,-0.003
2007-02,0.045700000000000005
2007-03,0.008
2007-04,-0.0037
2007-05,-0.0178
2007-06,-0.009399999999999999
2007-07,0.0596
2007-08,-0.0269
2007-09,-0.0086
2007-10,-0.0454
2007-11,-0.0182
2007-12,0.0069
2008-01,-0.051
2008-02,0.0023
2008-03,-0.0851
2008-04,0.0664
2008-05,0.0285
2008-06,0.0171
2008-07,-0.038599999999999995
2008-08,-0.019799999999999998
2008-09,-0.0481
2008-10,-0.0758
2008-11,-0.0661
2008-12,-0.0182
2009-01,-0.0519
2009-02,0.009899999999999999
2009-03,-0.029500000000000002
2009-04,0.009899999999999999
2009-05,-0.0139
2009-06,0.042
2009-07,-0.0034999999999999996
2009-08,-0.038900000000000004
2009-09,-0.0037
2009-10,-0.0052
2009-11,-0.0194
2009-12,0.0053
2010-01,-0.0087
2010-02,0.0286
2010-03,0.038599999999999995
2010-04,0.0073
2010-05,-0.0394
2010-06,0.0088
2010-07,0.0369
2010-08,0.028399999999999998
2010-09,-0.0037
2010-10,-0.0077
2010-11,0.0353
2010-12,0.0187
2011-01,0.0118
2011-02,-0.01
2011-03,0.0692
2011-04,-0.063
2011-05,-0.0843
2011-06,0.052199999999999996
2011-07,0.0042
2011-08,-0.0281
2011-09,0.0767
2011-10,-0.033
2011-11,0.0254
2011-12,-0.0174
2012-01,0.024
2012-02,0.0092
2012-03,-0.0868
2012-04,-0.0172
2012-05,0.0191
2012-06,0.0131
2012-07,-0.0048
2012-08,0.0132
2012-09,-0.0333
2012-10,0.009899999999999999
2012-11,0.0045000000000000005
2012-12,0.0146
2013-01,-0.0252
2013-02,-0.022099999999999998
2013-03,-0.0069
2013-04,-0.019799999999999998
2013-05,-0.0129
2013-06,0.0131
2013-07,-0.006
2013-08,0.0106
2013-09,0.011399999999999999
2013-10,0.005699999999999999
2013-11,-0.0011
2013-12,0.0029
2014-01,0.0406
2014-02,0.0325
2014-03,-0.0026
2014-04,-0.0022
2014-05,0.0089
2014-06,0.0828
2014-07,0.03
2014-08,-0.0375
2014-09,0.06269999999999999
2014-10,0.0158
2014-11,0.0103
2014-12,-0.0335
2015-01,-0.0608
2015-02,-0.0038
2015-03,0.061399999999999996
2015-04,-0.0172
2015-05,0.020499999999999997
2015-06,-0.021099999999999997
2015-07,-0.0354
2015-08,-0.018600000000000002
2015-09,-0.09759999999999999
2015-10,0.0825
2015-11,-0.0805
2015-12,0.0339
2016-01,-0.0273
2016-02,0.0225
2016-03,-0.019
2016-04,-0.0732
2016-05,0.0572
2016-06,-0.0271
2016-07,-0.0239
2016-08,-0.0458
2016-09,-0.0691
2016-10,0.0323
2016-11,0.0724
2016-12,0.0371
2017-01,-0.009000000000000001
2017-02,0.0333
2017-03,0.027000000000000003
2017-04,0.1193
2017-05,0.0167
2017-06,-0.0436
2017-07,-0.0383
2017-08,-0.057699999999999994
2017-09,0.0425
2017-10,0.0911
2017-11,-0.0499
2017-12,-0.0264
2018-01,-0.0037
2018-02,0.0040999999999999995
2018-03,-0.1045
2018-04,0.036000000000000004
2018-05,0.0033
2018-06,0.028300000000000002
2018-07,0.0017000000000000001
2018-08,-0.0031
2018-09,0.052300000000000006
2018-10,-0.013999999999999999
2018-11,0.0037
2018-12,0.0301
2019-01,0.0126
2019-02,0.03
2019-03,-0.018500000000000003
2019-04,-0.0379
2019-05,-0.0665
2019-06,0.0141
2019-07,0.0209
2019-08,-0.0795
2019-09,0.056799999999999996
2019-10,0.0643
2019-11,0.0275
2019-12,-0.0008
2020-01,-0.054000000000000006
2020-02,-0.1
2020-03,-0.0908
2020-04,-0.0664
2020-05,0.10099999999999999
2020-06,-0.0332
2020-07,0.0722
2020-08,-0.023799999999999998
2020-09,0.023799999999999998
2020-10,-0.036000000000000004
2020-11,0.0137
2020-12,0.0191
2021-01,0.0141
2021-02,-0.0151
2021-03,0.024
2021-04,-0.051399999999999994
2021-05,-0.009399999999999999
2021-06,0.0348
2021-07,-0.012
2021-08,-0.0023
2021-09,-0.049
2021-10,0.028300000000000002
2021-11,0.028999999999999998
2021-12,0.0131
2022-01,0.0046
2022-02,-0.0212
2022-03,-0.0025
2022-04,-0.032
2022-05,-0.0285
2022-06,0.0181
2022-07,0.0397
2022-08,0.0049
2022-09,-0.0037
2022-10,0.0401
2022-11,0.0113
2022-12,0.0179
