Date,Kansas Wheat
2001-09,-0.061799999999999994
2001-10,0.0329
2001-11,-0.0545
2001-12,-0.0317
2002-01,0.0067
2002-02,-0.026600000000000002
2002-03,0.0226
2002-04,-0.051
2002-05,0.0369
2002-06,0.081
2002-07,0.1471
2002-08,0.1121
2002-09,0.1447
2002-10,-0.023399999999999997
2002-11,-0.0872
2002-12,-0.142
2003-01,-0.0087
2003-02,-0.044000000000000004
2003-03,-0.0358
2003-04,-0.041100000000000005
2003-05,0.10279999999999999
2003-06,-0.0708
2003-07,0.1067
2003-08,0.0661
2003-09,-0.051699999999999996
2003-10,0.028900000000000002
2003-11,0.050300000000000004
2003-12,-0.0195
2004-01,0.0313
2004-02,-0.020499999999999997
2004-03,0.0552
2004-04,-0.0479
2004-05,-0.042300000000000004
2004-06,-0.0647
2004-07,-0.0858
2004-08,-0.0115
2004-09,-0.0154
2004-10,0.0319
2004-11,-0.0472
2004-12,0.0254
2005-01,-0.0342
2005-02,0.1333
2005-03,-0.052300000000000006
2005-04,-0.011699999999999999
2005-05,0.0192
2005-06,-0.0301
2005-07,0.0168
2005-08,-0.0103
2005-09,0.10300000000000001
2005-10,-0.0206
2005-11,-0.0134
2005-12,0.0479
2006-01,0.031
2006-02,0.1142
2006-03,-0.056900000000000006
2006-04,0.018600000000000002
2006-05,0.1353
2006-06,0.0271
2006-07,-0.0278
2006-08,-0.0318
2006-09,0.0116
2006-10,0.044800000000000006
2006-11,0.0384
2006-12,-0.0699
2007-01,-0.0368
2007-02,0.038900000000000004
2007-03,-0.1107
2007-04,0.0689
2007-05,0.0403
2007-06,0.1576
2007-07,0.0617
2007-08,0.1394
2007-09,0.2748
2007-10,-0.1014
2007-11,0.07429999999999999
2007-12,0.011000000000000001
2008-01,0.061500000000000006
2008-02,0.1764
2008-03,-0.1671
2008-04,-0.13570000000000002
2008-05,-0.0461
2008-06,0.10369999999999999
2008-07,-0.08960000000000001
2008-08,0.0054
2008-09,-0.1507
2008-10,-0.1946
2008-11,-0.0111
2008-12,0.08349999999999999
2009-01,-0.045899999999999996
2009-02,-0.08439999999999999
2009-03,0.0239
2009-04,0.0029
2009-05,0.175
2009-06,-0.16899999999999998
2009-07,-0.0356
2009-08,-0.09759999999999999
2009-09,-0.0849
2009-10,0.0473
2009-11,0.11810000000000001
2009-12,-0.0673
2010-01,-0.09179999999999999
2010-02,0.0453
2010-03,-0.11359999999999999
2010-04,0.0908
2010-05,-0.0645
2010-06,0.0043
2010-07,0.3601
2010-08,0.02
2010-09,0.0076
2010-10,0.0895
2010-11,-0.0521
2010-12,0.1417
2011-01,0.0868
2011-02,-0.024399999999999998
2011-03,-0.0048
2011-04,-0.0179
2011-05,0.0067
2011-06,-0.2372
2011-07,0.08449999999999999
2011-08,0.1324
2011-09,-0.2134
2011-10,0.0298
2011-11,-0.1024
2011-12,0.08470000000000001
2012-01,-0.0021
2012-02,-0.0199
2012-03,-0.0154
2012-04,-0.0644
2012-05,0.0046
2012-06,0.1094
2012-07,0.1807
2012-08,-0.0115
2012-09,0.023799999999999998
2012-10,-0.0252
2012-11,-0.0075
2012-12,-0.09
2013-01,0.008199999999999999
2013-02,-0.1144
2013-03,-0.0345
2013-04,0.0756
2013-05,-0.0487
2013-06,-0.0872
2013-07,0.022799999999999997
2013-08,-0.013500000000000002
2013-09,0.0512
2013-10,0.0014000000000000002
2013-11,-0.0444
2013-12,-0.0969
2014-01,-0.039
2014-02,0.1108
2014-03,0.1336
2014-04,0.0537
2014-05,-0.1101
2014-06,-0.037000000000000005
2014-07,-0.10640000000000001
2014-08,0.005
2014-09,-0.1318
2014-10,0.0641
2014-11,0.0742
2014-12,-0.021099999999999997
2015-01,-0.1377
2015-02,-0.0052
2015-03,0.0366
2015-04,-0.11449999999999999
2015-05,-0.0005
2015-06,0.19920000000000002
2015-07,-0.19329999999999997
2015-08,-0.05
2015-09,0.0288
2015-10,-0.0159
2015-11,-0.0723
2015-12,-0.0088
2016-01,0.0077
2016-02,-0.051100000000000007
2016-03,0.041299999999999996
2016-04,-0.0182
2016-05,-0.06509999999999999
2016-06,-0.08710000000000001
2016-07,-0.029900000000000003
2016-08,-0.08650000000000001
2016-09,0.045599999999999995
2016-10,-0.0015
2016-11,-0.051100000000000007
2016-12,0.020499999999999997
2017-01,0.0268
2017-02,0.0501
2017-03,-0.0922
2017-04,0.0111
2017-05,-0.0118
2017-06,0.1819
2017-07,-0.1026
2017-08,-0.13269999999999998
2017-09,0.015700000000000002
2017-10,-0.0584
2017-11,-0.0026
2017-12,-0.0088
2018-01,0.0951
2018-02,0.0849
2018-03,-0.1041
2018-04,0.1116
2018-05,0.0109
2018-06,-0.1244
2018-07,0.1412
2018-08,-0.0481
2018-09,-0.07440000000000001
2018-10,-0.0332
2018-11,-0.0274
2018-12,-0.021
2019-01,0.0231
2019-02,-0.1189
2019-03,-0.030699999999999998
2019-04,-0.0966
2019-05,0.2029
2019-06,-0.049400000000000006
2019-07,-0.08220000000000001
2019-08,-0.09630000000000001
2019-09,0.0464
2019-10,0.0129
2019-11,0.04650000000000001
2019-12,0.08869999999999999
2020-01,-0.0409
2020-02,-0.0378
2020-03,0.0882
2020-04,-0.0241
2020-05,-0.0358
2020-06,-0.08199999999999999
2020-07,0.0064
2020-08,0.0453
2020-09,0.0727
2020-10,0.061900000000000004
2020-11,-0.0038
2020-12,0.10339999999999999
2021-01,0.0572
2021-02,-0.015
2021-03,-0.0915
2021-04,0.20600000000000002
2021-05,-0.1283
2021-06,0.061399999999999996
2021-07,0.0217
2021-08,0.0403
2021-09,0.0278
2021-10,0.0738
2021-11,0.0414
2021-12,-0.0252
2022-01,-0.0252
2022-02,0.2157
2022-03,0.0809
2022-04,0.071
2022-05,0.055
2022-06,-0.1873
2022-07,-0.0796
2022-08,0.0391
2022-09,0.0894
2022-10,-0.0098
2022-11,-0.0738
2022-12,-0.0095
