Date,Soybeans
1995-01,-0.02
1995-02,0.0189
1995-03,0.021400000000000002
1995-04,-0.0052
1995-05,0.0066
1995-06,-0.0029
1995-07,0.0368
1995-08,0.0194
1995-09,0.0414
1995-10,0.0478
1995-11,0.0070999999999999995
1995-12,0.0768
1996-01,-0.0034000000000000002
1996-02,-0.0006
1996-03,0.0121
1996-04,0.050499999999999996
1996-05,-0.0042
1996-06,-0.0052
1996-07,-0.0131
1996-08,0.0885
1996-09,-0.0417
1996-10,-0.1223
1996-11,0.0697
1996-12,-0.0239
1997-01,0.0781
1997-02,0.0803
1997-03,0.0836
1997-04,0.035
1997-05,-0.0031
1997-06,-0.13699999999999998
1997-07,0.0702
1997-08,-0.0454
1997-09,-0.0019
1997-10,0.11810000000000001
1997-11,0.035699999999999996
1997-12,-0.0572
1998-01,-0.001
1998-02,-0.023399999999999997
1998-03,-0.015700000000000002
1998-04,-0.008
1998-05,-0.0274
1998-06,0.06
1998-07,-0.08689999999999999
1998-08,-0.0839
1998-09,0.022099999999999998
1998-10,0.075
1998-11,0.0484
1998-12,-0.09849999999999999
1999-01,-0.0604
1999-02,-0.1011
1999-03,0.060599999999999994
1999-04,-0.0089
1999-05,-0.0475
1999-06,-0.0206
1999-07,-0.055999999999999994
1999-08,0.1195
1999-09,0.021099999999999997
1999-10,-0.034
1999-11,-0.009000000000000001
1999-12,-0.0241
2000-01,0.0866
2000-02,-0.008199999999999999
2000-03,0.0728
2000-04,-0.028900000000000002
2000-05,-0.0351
2000-06,-0.08349999999999999
2000-07,-0.042800000000000005
2000-08,0.1182
2000-09,-0.024
2000-10,-0.057300000000000004
2000-11,0.0816
2000-12,-0.0039000000000000003
2001-01,-0.0942
2001-02,-0.0126
2001-03,-0.0562
2001-04,0.0144
2001-05,0.033
2001-06,0.0711
2001-07,0.10800000000000001
2001-08,-0.0489
2001-09,-0.0693
2001-10,-0.0453
2001-11,0.0194
2001-12,-0.056100000000000004
2002-01,0.0204
2002-02,0.0148
2002-03,0.0833
2002-04,-0.0232
2002-05,0.0916
2002-06,0.0528
2002-07,0.0603
2002-08,0.0168
2002-09,0.0032
2002-10,0.0297
2002-11,0.02
2002-12,-0.014199999999999999
2003-01,-0.0008
2003-02,0.0223
2003-03,0.0001
2003-04,0.0951
2003-05,-0.0034999999999999996
2003-06,-0.0338
2003-07,-0.078
2003-08,0.158
2003-09,0.1508
2003-10,0.17489999999999997
2003-11,-0.0645
2003-12,0.0638
2004-01,0.0329
2004-02,0.1438
2004-03,0.0622
2004-04,0.018000000000000002
2004-05,-0.19579999999999997
2004-06,0.0391
2004-07,-0.1485
2004-08,0.1038
2004-09,-0.15869999999999998
2004-10,-0.0032
2004-11,0.0042
2004-12,0.024300000000000002
2005-01,-0.0574
2005-02,0.2072
2005-03,0.011200000000000002
2005-04,-0.011699999999999999
2005-05,0.08900000000000001
2005-06,-0.0348
2005-07,0.0334
2005-08,-0.12539999999999998
2005-09,-0.0398
2005-10,-0.0137
2005-11,-0.0281
2005-12,0.0849
2006-01,-0.0278
2006-02,-0.020099999999999996
2006-03,-0.0341
2006-04,0.0291
2006-05,-0.0316
2006-06,0.0287
2006-07,-0.032400000000000005
2006-08,-0.0693
2006-09,-0.011000000000000001
2006-10,0.1523
2006-11,0.0684
2006-12,-0.0021
2007-01,0.036699999999999997
2007-02,0.07519999999999999
2007-03,-0.029300000000000003
2007-04,-0.0426
2007-05,0.08960000000000001
2007-06,0.0552
2007-07,-0.0233
2007-08,0.033
2007-09,0.1268
2007-10,0.018799999999999997
2007-11,0.055999999999999994
2007-12,0.10859999999999999
2008-01,0.052300000000000006
2008-02,0.1909
2008-03,-0.2198
2008-04,0.08449999999999999
2008-05,0.0392
2008-06,0.16820000000000002
2008-07,-0.1067
2008-08,-0.0556
2008-09,-0.2097
2008-10,-0.1208
2008-11,-0.0533
2008-12,0.1036
2009-01,0.0001
2009-02,-0.1142
2009-03,0.092
2009-04,0.1133
2009-05,0.12240000000000001
2009-06,-0.0383
2009-07,0.0012
2009-08,-0.0024
2009-09,-0.0535
2009-10,0.050199999999999995
2009-11,0.0861
2009-12,-0.019299999999999998
2010-01,-0.1282
2010-02,0.04019999999999999
2010-03,-0.0207
2010-04,0.052300000000000006
2010-05,-0.061200000000000004
2010-06,0.0045000000000000005
2010-07,0.1137
2010-08,0.0051
2010-09,0.0959
2010-10,0.1067
2010-11,0.0058
2010-12,0.1209
2011-01,0.0073
2011-02,-0.0421
2011-03,0.0334
2011-04,-0.019799999999999998
2011-05,-0.0129
2011-06,-0.0546
2011-07,0.0489
2011-08,0.0739
2011-09,-0.1911
2011-10,0.023399999999999997
2011-11,-0.0706
2011-12,0.0582
2012-01,-0.0072
2012-02,0.0935
2012-03,0.063
2012-04,0.0709
2012-05,-0.1099
2012-06,0.1393
2012-07,0.1495
2012-08,0.0705
2012-09,-0.0885
2012-10,-0.0321
2012-11,-0.0709
2012-12,-0.019299999999999998
2013-01,0.04190000000000001
2013-02,-0.0021
2013-03,-0.0326
2013-04,0.0137
2013-05,0.0794
2013-06,-0.0395
2013-07,-0.0365
2013-08,0.12539999999999998
2013-09,-0.055
2013-10,-0.011699999999999999
2013-11,0.0555
2013-12,-0.0217
2014-01,-0.0075
2014-02,0.11380000000000001
2014-03,0.0354
2014-04,0.045599999999999995
2014-05,-0.0129
2014-06,-0.08199999999999999
2014-07,-0.065
2014-08,-0.053399999999999996
2014-09,-0.1084
2014-10,0.139
2014-11,-0.0317
2014-12,0.0014000000000000002
2015-01,-0.061
2015-02,0.0683
2015-03,-0.0567
2015-04,-0.0017000000000000001
2015-05,-0.043
2015-06,0.14279999999999998
2015-07,-0.0935
2015-08,-0.055999999999999994
2015-09,0.0051
2015-10,-0.0121
2015-11,-0.0053
2015-12,-0.0223
2016-01,0.021
2016-02,-0.0285
2016-03,0.0581
2016-04,0.1207
2016-05,0.047599999999999996
2016-06,0.0883
2016-07,-0.1301
2016-08,-0.0596
2016-09,0.011899999999999999
2016-10,0.0526
2016-11,0.0206
2016-12,-0.037200000000000004
2017-01,0.0209
2017-02,0.001
2017-03,-0.0861
2017-04,-0.0004
2017-05,-0.041299999999999996
2017-06,0.0363
2017-07,0.055999999999999994
2017-08,-0.060700000000000004
2017-09,0.0252
2017-10,0.0070999999999999995
2017-11,0.002
2017-12,-0.0347
2018-01,0.036699999999999997
2018-02,0.0499
2018-03,-0.0088
2018-04,-0.005
2018-05,-0.027000000000000003
2018-06,-0.1531
2018-07,0.0461
2018-08,-0.0805
2018-09,0.004
2018-10,-0.0063
2018-11,0.0525
2018-12,-0.0118
2019-01,0.0248
2019-02,-0.0189
2019-03,-0.026699999999999998
2019-04,-0.0461
2019-05,0.029900000000000003
2019-06,0.0212
2019-07,-0.0431
2019-08,-0.0126
2019-09,0.0443
2019-10,0.0147
2019-11,-0.0583
2019-12,0.0741
2020-01,-0.0857
2020-02,0.0109
2020-03,-0.0070999999999999995
2020-04,-0.043
2020-05,-0.0169
2020-06,0.035
2020-07,0.011699999999999999
2020-08,0.0684
2020-09,0.0735
2020-10,0.0311
2020-11,0.10640000000000001
2020-12,0.11699999999999999
2021-01,0.0451
2021-02,0.0262
2021-03,0.0232
2021-04,0.0718
2021-05,-0.0024
2021-06,-0.0219
2021-07,-0.0355
2021-08,-0.042
2021-09,-0.0282
2021-10,-0.014199999999999999
2021-11,-0.0258
2021-12,0.09390000000000001
2022-01,0.1131
2022-02,0.0964
2022-03,-0.0109
2022-04,0.0512
2022-05,0.0
2022-06,-0.034
2022-07,0.0089
2022-08,-0.028999999999999998
2022-09,-0.0381
2022-10,0.0352
2022-11,0.0388
2022-12,0.0375
