Date,Cotton
1990-03,0.0431
1990-04,0.0363
1990-05,0.08199999999999999
1990-06,0.0527
1990-07,-0.021400000000000002
1990-08,0.0025
1990-09,0.0021
1990-10,0.050199999999999995
1990-11,-0.0083
1990-12,0.055
1991-01,0.0222
1991-02,0.13019999999999998
1991-03,-0.059800000000000006
1991-04,0.0955
1991-05,-0.0255
1991-06,-0.024399999999999998
1991-07,-0.0404
1991-08,-0.0341
1991-09,-0.024
1991-10,-0.040999999999999995
1991-11,-0.0638
1991-12,0.0074
1992-01,-0.1003
1992-02,0.0374
1992-03,0.0461
1992-04,0.027000000000000003
1992-05,-0.06709999999999999
1992-06,0.0704
1992-07,-0.0424
1992-08,-0.09140000000000001
1992-09,-0.0398
1992-10,-0.0103
1992-11,0.1108
1992-12,0.015600000000000001
1993-01,0.010700000000000001
1993-02,0.054900000000000004
1993-03,-0.0335
1993-04,-0.0064
1993-05,-0.0131
1993-06,-0.032400000000000005
1993-07,0.063
1993-08,-0.0654
1993-09,0.0382
1993-10,-0.022000000000000002
1993-11,0.0501
1993-12,0.0932
1994-01,0.1505
1994-02,0.0147
1994-03,-0.0103
1994-04,0.0636
1994-05,0.0069
1994-06,-0.0949
1994-07,-0.0060999999999999995
1994-08,-0.028300000000000002
1994-09,-0.011200000000000002
1994-10,0.0728
1994-11,0.0793
1994-12,0.1438
1995-01,0.0398
1995-02,0.11289999999999999
1995-03,-0.0345
1995-04,0.1471
1995-05,0.0452
1995-06,0.0032
1995-07,-0.0754
1995-08,0.1535
1995-09,0.0741
1995-10,-0.048
1995-11,0.0147
1995-12,-0.0434
1996-01,0.0622
1996-02,-0.0344
1996-03,0.0084
1996-04,0.0074
1996-05,-0.0645
1996-06,-0.0409
1996-07,0.0138
1996-08,0.038900000000000004
1996-09,-0.0043
1996-10,-0.043899999999999995
1996-11,0.0326
1996-12,-0.009899999999999999
1997-01,0.0017000000000000001
1997-02,-0.0075
1997-03,-0.0524
1997-04,0.0121
1997-05,-0.0121
1997-06,0.032
1997-07,-0.0226
1997-08,-0.0242
1997-09,-0.014499999999999999
1997-10,0.015
1997-11,-0.036699999999999997
1997-12,-0.0472
1998-01,-0.006999999999999999
1998-02,-0.011399999999999999
1998-03,0.0139
1998-04,-0.0542
1998-05,0.0897
1998-06,0.09
1998-07,-0.0789
1998-08,0.018000000000000002
1998-09,0.024700000000000003
1998-10,-0.0757
1998-11,-0.043899999999999995
1998-12,-0.0518
1999-01,0.0089
1999-02,-0.0603
1999-03,0.0363
1999-04,0.0354
1999-05,-0.061
1999-06,-0.057800000000000004
1999-07,-0.019799999999999998
1999-08,-0.0406
1999-09,0.04
1999-10,-0.0016
1999-11,-0.0634
1999-12,0.008199999999999999
2000-01,0.1457
2000-02,-0.016200000000000003
2000-03,-0.0017000000000000001
2000-04,-0.07
2000-05,0.1285
2000-06,-0.149
2000-07,0.0966
2000-08,0.0608
2000-09,-0.0385
2000-10,0.0125
2000-11,0.0499
2000-12,-0.08439999999999999
2001-01,-0.009899999999999999
2001-02,-0.11460000000000001
2001-03,-0.15
2001-04,-0.0089
2001-05,-0.1112
2001-06,-0.0483
2001-07,0.0113
2001-08,-0.0944
2001-09,-0.10289999999999999
2001-10,-0.141
2001-11,0.2475
2001-12,-0.09230000000000001
2002-01,-0.0017000000000000001
2002-02,-0.0282
2002-03,0.065
2002-04,-0.1216
2002-05,0.1304
2002-06,0.1349
2002-07,-0.0195
2002-08,-0.0403
2002-09,-0.042800000000000005
2002-10,0.0426
2002-11,0.042199999999999994
2002-12,0.0207
2003-01,0.0245
2003-02,0.028399999999999998
2003-03,-0.009000000000000001
2003-04,-0.061399999999999996
2003-05,-0.0906
2003-06,0.1151
2003-07,-0.0226
2003-08,0.013600000000000001
2003-09,0.1502
2003-10,0.1291
2003-11,-0.12480000000000001
2003-12,0.07200000000000001
2004-01,-0.0571
2004-02,0.009899999999999999
2004-03,-0.1575
2004-04,-0.07429999999999999
2004-05,0.0317
2004-06,-0.16620000000000001
2004-07,-0.13449999999999998
2004-08,0.2259
2004-09,-0.1462
2004-10,-0.0282
2004-11,0.0055000000000000005
2004-12,0.0016
2005-01,-0.020499999999999997
2005-02,0.1406
2005-03,0.0368
2005-04,0.0452
2005-05,-0.1452
2005-06,0.0675
2005-07,-0.0669
2005-08,-0.0492
2005-09,0.0708
2005-10,-0.0202
2005-11,-0.0493
2005-12,0.039900000000000005
2006-01,0.0321
2006-02,-0.0269
2006-03,-0.0466
2006-04,-0.0478
2006-05,-0.0108
2006-06,-0.036000000000000004
2006-07,0.025099999999999997
2006-08,0.0007000000000000001
2006-09,-0.08039999999999999
2006-10,-0.0189
2006-11,0.0069
2006-12,0.054400000000000004
2007-01,-0.0346
2007-02,-0.009000000000000001
2007-03,-0.0005
2007-04,-0.1059
2007-05,0.0406
2007-06,0.1217
2007-07,0.0292
2007-08,-0.057
2007-09,0.0695
2007-10,-0.0105
2007-11,-0.0724
2007-12,0.0746
2008-01,-0.0007000000000000001
2008-02,0.179
2008-03,-0.1519
2008-04,-0.019
2008-05,-0.07490000000000001
2008-06,0.0711
2008-07,-0.051
2008-08,-0.062
2008-09,-0.17850000000000002
2008-10,-0.22579999999999997
2008-11,0.0171
2008-12,0.0232
2009-01,0.008100000000000001
2009-02,-0.1424
2009-03,0.0745
2009-04,0.153
2009-05,0.0483
2009-06,-0.0694
2009-07,0.0443
2009-08,-0.0045000000000000005
2009-09,0.052000000000000005
2009-10,0.0765
2009-11,0.0449
2009-12,0.0124
2010-01,-0.08689999999999999
2010-02,0.1754
2010-03,-0.023
2010-04,0.0254
2010-05,-0.0484
2010-06,-0.0137
2010-07,0.0313
2010-08,0.0946
2010-09,0.1825
2010-10,0.2291
2010-11,-0.0304
2010-12,0.2343
2011-01,0.16329999999999997
2011-02,0.1537
2011-03,0.0472
2011-04,-0.1507
2011-05,0.0042
2011-06,-0.1592
2011-07,-0.1418
2011-08,0.0397
2011-09,-0.053099999999999994
2011-10,0.021
2011-11,-0.1081
2011-12,0.0098
2012-01,0.0158
2012-02,-0.0446
2012-03,0.0341
2012-04,-0.0219
2012-05,-0.1996
2012-06,0.0639
2012-07,0.0002
2012-08,0.08310000000000001
2012-09,-0.0855
2012-10,-0.008100000000000001
2012-11,0.045
2012-12,0.0167
2013-01,0.10400000000000001
2013-02,0.0154
2013-03,0.037200000000000004
2013-04,-0.0334
2013-05,-0.09269999999999999
2013-06,0.07780000000000001
2013-07,0.013999999999999999
2013-08,-0.019799999999999998
2013-09,0.0446
2013-10,-0.115
2013-11,0.012199999999999999
2013-12,0.0667
2014-01,0.0141
2014-02,0.0087
2014-03,0.0733
2014-04,-0.0025
2014-05,-0.085
2014-06,-0.061500000000000006
2014-07,-0.1447
2014-08,0.058899999999999994
2014-09,-0.0781
2014-10,0.050199999999999995
2014-11,-0.047
2014-12,0.0032
2015-01,-0.0151
2015-02,0.0892
2015-03,-0.0282
2015-04,0.0736
2015-05,-0.052000000000000005
2015-06,0.0435
2015-07,-0.0545
2015-08,-0.018799999999999997
2015-09,-0.0406
2015-10,0.04769999999999999
2015-11,-0.0132
2015-12,0.0104
2016-01,-0.0338
2016-02,-0.0836
2016-03,0.0346
2016-04,0.1001
2016-05,0.0029
2016-06,0.0004
2016-07,0.15410000000000001
2016-08,-0.114
2016-09,0.0384
2016-10,0.011699999999999999
2016-11,0.0308
2016-12,-0.0126
2017-01,0.061200000000000004
2017-02,0.0028000000000000004
2017-03,0.013600000000000001
2017-04,0.0004
2017-05,-0.0232
2017-06,-0.0712
2017-07,0.0049
2017-08,0.031
2017-09,-0.0342
2017-10,-0.0001
2017-11,0.06269999999999999
2017-12,0.08109999999999999
2018-01,-0.0159
2018-02,0.059800000000000006
2018-03,-0.016399999999999998
2018-04,0.0358
2018-05,0.1128
2018-06,-0.0791
2018-07,0.0694
2018-08,-0.08070000000000001
2018-09,-0.0696
2018-10,0.0085
2018-11,0.0064
2018-12,-0.08310000000000001
2019-01,0.0326
2019-02,-0.0366
2019-03,0.0679
2019-04,-0.0147
2019-05,-0.1115
2019-06,-0.0202
2019-07,-0.032
2019-08,-0.07690000000000001
2019-09,0.035699999999999996
2019-10,0.060899999999999996
2019-11,-0.0118
2019-12,0.0579
2020-01,-0.0212
2020-02,-0.0959
2020-03,-0.1681
2020-04,0.11560000000000001
2020-05,0.0046
2020-06,0.0659
2020-07,0.0294
2020-08,0.04
2020-09,0.0098
2020-10,0.04769999999999999
2020-11,0.019799999999999998
2020-12,0.0828
2021-01,0.0323
2021-02,0.0843
2021-03,-0.0895
2021-04,0.0717
2021-05,-0.0677
2021-06,0.023799999999999998
2021-07,0.0529
2021-08,0.0352
2021-09,0.1435
2021-10,0.08560000000000001
2021-11,-0.0446
2021-12,0.0582
2022-01,0.1331
2022-02,-0.0461
2022-03,0.13949999999999999
2022-04,0.08560000000000001
2022-05,-0.044800000000000006
2022-06,-0.16820000000000002
2022-07,-0.0196
2022-08,0.17309999999999998
2022-09,-0.24420000000000003
2022-10,-0.1536
2022-11,0.2043
2022-12,-0.0111
