Date,Wheat
1989-03,-0.0641
1989-04,0.0332
1989-05,-0.035699999999999996
1989-06,0.030899999999999997
1989-07,-0.0434
1989-08,0.0091
1989-09,0.0265
1989-10,-0.0246
1989-11,0.0301
1989-12,0.009899999999999999
1990-01,-0.0753
1990-02,0.0195
1990-03,-0.0225
1990-04,0.061500000000000006
1990-05,-0.0282
1990-06,-0.0183
1990-07,-0.1231
1990-08,-0.0819
1990-09,0.0067
1990-10,-0.0504
1990-11,-0.0482
1990-12,0.0011
1991-01,0.0151
1991-02,-0.0089
1991-03,0.069
1991-04,-0.04019999999999999
1991-05,0.0181
1991-06,-0.0524
1991-07,0.0746
1991-08,0.049699999999999994
1991-09,0.0406
1991-10,0.098
1991-11,0.009899999999999999
1991-12,0.1099
1992-01,0.0913
1992-02,-0.0697
1992-03,-0.049100000000000005
1992-04,-0.0377
1992-05,-0.0084
1992-06,0.0004
1992-07,-0.0974
1992-08,0.0173
1992-09,0.054400000000000004
1992-10,0.014499999999999999
1992-11,0.0584
1992-12,-0.0438
1993-01,0.0768
1993-02,-0.0616
1993-03,0.044800000000000006
1993-04,-0.0338
1993-05,-0.040999999999999995
1993-06,-0.015700000000000002
1993-07,0.061
1993-08,0.0171
1993-09,0.0128
1993-10,0.055099999999999996
1993-11,0.048499999999999995
1993-12,0.0781
1994-01,-0.011000000000000001
1994-02,-0.0391
1994-03,-0.042
1994-04,0.0285
1994-05,-0.0062
1994-06,-0.030600000000000002
1994-07,0.0291
1994-08,0.10460000000000001
1994-09,0.068
1994-10,-0.0431
1994-11,-0.025
1994-12,0.049100000000000005
1995-01,-0.065
1995-02,-0.043899999999999995
1995-03,-0.0066
1995-04,0.0265
1995-05,0.069
1995-06,0.17850000000000002
1995-07,0.0458
1995-08,-0.023
1995-09,0.0683
1995-10,0.0159
1995-11,-0.0123
1995-12,0.0393
1996-01,0.0189
1996-02,0.012
1996-03,-0.0005
1996-04,0.20550000000000002
1996-05,-0.0634
1996-06,-0.09179999999999999
1996-07,-0.0837
1996-08,0.018799999999999997
1996-09,-0.0338
1996-10,-0.1448
1996-11,0.0354
1996-12,0.0144
1997-01,-0.052300000000000006
1997-02,0.0556
1997-03,0.064
1997-04,0.0837
1997-05,-0.1648
1997-06,-0.098
1997-07,0.0943
1997-08,0.048
1997-09,-0.0968
1997-10,0.0219
1997-11,-0.04650000000000001
1997-12,-0.0851
1998-01,0.0397
1998-02,-0.0245
1998-03,-0.0489
1998-04,-0.0891
1998-05,-0.0526
1998-06,-0.0246
1998-07,-0.11789999999999999
1998-08,-0.0529
1998-09,0.0642
1998-10,0.0966
1998-11,-0.0504
1998-12,-0.0576
1999-01,0.0008
1999-02,-0.1308
1999-03,0.1324
1999-04,-0.078
1999-05,-0.0554
1999-06,0.0051
1999-07,0.002
1999-08,0.011899999999999999
1999-09,-0.0191
1999-10,-0.0689
1999-11,-0.0795
1999-12,0.0004
2000-01,0.0361
2000-02,-0.0277
2000-03,0.0176
2000-04,-0.0692
2000-05,0.08439999999999999
2000-06,-0.0513
2000-07,-0.0875
2000-08,0.0139
2000-09,-0.0073
2000-10,-0.0334
2000-11,0.0092
2000-12,0.0259
2001-01,-0.018500000000000003
2001-02,-0.0271
2001-03,-0.0751
2001-04,0.0672
2001-05,-0.054400000000000004
2001-06,-0.07
2001-07,0.08289999999999999
2001-08,-0.016200000000000003
2001-09,-0.061
2001-10,0.08439999999999999
2001-11,-0.0408
2001-12,-0.0002
2002-01,-0.009000000000000001
2002-02,-0.055
2002-03,0.0341
2002-04,-0.0767
2002-05,0.0518
2002-06,0.0803
2002-07,0.0687
2002-08,0.0729
2002-09,0.0731
2002-10,0.0159
2002-11,-0.0483
2002-12,-0.1521
2003-01,-0.0128
2003-02,-0.0348
2003-03,-0.0748
2003-04,-0.0308
2003-05,0.1478
2003-06,-0.0636
2003-07,0.1232
2003-08,0.056100000000000004
2003-09,-0.0537
2003-10,0.0265
2003-11,0.0481
2003-12,-0.053099999999999994
2004-01,0.0326
2004-02,-0.0129
2004-03,0.045
2004-04,-0.0646
2004-05,-0.0711
2004-06,-0.0718
2004-07,-0.09519999999999999
2004-08,-0.013000000000000001
2004-09,-0.0483
2004-10,0.0332
2004-11,-0.08410000000000001
2004-12,0.0226
2005-01,-0.051699999999999996
2005-02,0.1548
2005-03,-0.039
2005-04,-0.043899999999999995
2005-05,0.0202
2005-06,-0.030600000000000002
2005-07,-0.0088
2005-08,-0.0722
2005-09,0.09369999999999999
2005-10,-0.0816
2005-11,-0.0351
2005-12,0.0611
2006-01,0.015600000000000001
2006-02,0.078
2006-03,-0.0837
2006-04,-0.0026
2006-05,0.1024
2006-06,-0.030899999999999997
2006-07,0.008100000000000001
2006-08,0.011200000000000002
2006-09,0.0533
2006-10,0.095
2006-11,0.0391
2006-12,-0.0355
2007-01,-0.0625
2007-02,0.015300000000000001
2007-03,-0.0987
2007-04,0.1011
2007-05,0.04769999999999999
2007-06,0.127
2007-07,0.059800000000000006
2007-08,0.19940000000000002
2007-09,0.2147
2007-10,-0.1364
2007-11,0.068
2007-12,0.0021
2008-01,0.053
2008-02,0.1389
2008-03,-0.1435
2008-04,-0.1491
2008-05,-0.048
2008-06,0.10710000000000001
2008-07,-0.086
2008-08,-0.0069
2008-09,-0.1502
2008-10,-0.2108
2008-11,0.0073
2008-12,0.0882
2009-01,-0.0699
2009-02,-0.1026
2009-03,0.0218
2009-04,-0.0146
2009-05,0.188
2009-06,-0.1891
2009-07,-0.023
2009-08,-0.10529999999999999
2009-09,-0.08259999999999999
2009-10,0.08039999999999999
2009-11,0.14679999999999999
2009-12,-0.0802
2010-01,-0.1246
2010-02,0.06280000000000001
2010-03,-0.1323
2010-04,0.0868
2010-05,-0.0898
2010-06,0.0103
2010-07,0.3776
2010-08,-0.006999999999999999
2010-09,-0.017
2010-10,0.0643
2010-11,-0.08779999999999999
2010-12,0.15039999999999998
2011-01,0.0587
2011-02,-0.062400000000000004
2011-03,-0.06570000000000001
2011-04,0.0053
2011-05,-0.023700000000000002
2011-06,-0.2527
2011-07,0.0949
2011-08,0.1174
2011-09,-0.2302
2011-10,0.031200000000000002
2011-11,-0.0599
2011-12,0.06309999999999999
2012-01,0.0203
2012-02,-0.0092
2012-03,-0.0108
2012-04,-0.018600000000000002
2012-05,-0.0163
2012-06,0.14400000000000002
2012-07,0.17309999999999998
2012-08,-0.015600000000000001
2012-09,0.0147
2012-10,-0.042
2012-11,-0.0172
2012-12,-0.099
2013-01,0.002
2013-02,-0.0922
2013-03,-0.0374
2013-04,0.0548
2013-05,-0.0348
2013-06,-0.0789
2013-07,0.009899999999999999
2013-08,-0.0355
2013-09,0.0375
2013-10,-0.016200000000000003
2013-11,-0.014499999999999999
2013-12,-0.0949
2014-01,-0.0817
2014-02,0.0843
2014-03,0.1578
2014-04,0.0227
2014-05,-0.1306
2014-06,-0.0973
2014-07,-0.0818
2014-08,0.0319
2014-09,-0.1522
2014-10,0.11460000000000001
2014-11,0.0721
2014-12,0.0195
2015-01,-0.1475
2015-02,0.0206
2015-03,-0.0024
2015-04,-0.0706
2015-05,0.0063
2015-06,0.2752
2015-07,-0.1892
2015-08,-0.038
2015-09,0.057300000000000004
2015-10,0.018000000000000002
2015-11,-0.0947
2015-12,-0.0113
2016-01,0.0199
2016-02,-0.06269999999999999
2016-03,0.045
2016-04,0.017
2016-05,-0.0489
2016-06,-0.061500000000000006
2016-07,-0.08449999999999999
2016-08,-0.0928
2016-09,0.035699999999999996
2016-10,0.035699999999999996
2016-11,-0.0724
2016-12,0.013500000000000002
2017-01,0.0317
2017-02,0.0258
2017-03,-0.0383
2017-04,-0.0159
2017-05,-0.0060999999999999995
2017-06,0.1881
2017-07,-0.0971
2017-08,-0.136
2017-09,0.0325
2017-10,-0.0655
2017-11,-0.0048
2017-12,-0.0128
2018-01,0.0593
2018-02,0.0679
2018-03,-0.0876
2018-04,0.0965
2018-05,0.0325
2018-06,-0.07519999999999999
2018-07,0.1067
2018-08,-0.05
2018-09,-0.0654
2018-10,-0.0147
2018-11,0.0121
2018-12,-0.0222
2019-01,0.0285
2019-02,-0.1134
2019-03,-0.0019
2019-04,-0.0688
2019-05,0.17550000000000002
2019-06,0.0417
2019-07,-0.0741
2019-08,-0.055
2019-09,0.0737
2019-10,0.0277
2019-11,0.0567
2019-12,0.032799999999999996
2020-01,-0.0076
2020-02,-0.051100000000000007
2020-03,0.0839
2020-04,-0.0785
2020-05,-0.0066
2020-06,-0.0661
2020-07,0.0805
2020-08,0.021400000000000002
2020-09,0.0467
2020-10,0.0356
2020-11,-0.0353
2020-12,0.095
2021-01,0.0352
2021-02,-0.011399999999999999
2021-03,-0.064
2021-04,0.18420000000000003
2021-05,-0.09699999999999999
2021-06,0.0149
2021-07,0.035699999999999996
2021-08,0.0085
2021-09,0.0045000000000000005
2021-10,0.0652
2021-11,0.0029
2021-12,-0.0209
2022-01,-0.012199999999999999
2022-02,0.2173
2022-03,0.0775
2022-04,0.0431
2022-05,0.031
2022-06,-0.19640000000000002
2022-07,-0.08470000000000001
2022-08,0.0091
2022-09,0.11109999999999999
2022-10,-0.039599999999999996
2022-11,-0.1174
2022-12,-0.0008
