Date,Corn
2006-06,-0.0621
2006-07,-0.024300000000000002
2006-08,-0.028300000000000002
2006-09,0.0626
2006-10,0.22719999999999999
2006-11,0.16899999999999998
2006-12,0.0033
2007-01,0.04
2007-02,0.051100000000000007
2007-03,-0.1364
2007-04,-0.0471
2007-05,0.0663
2007-06,-0.1442
2007-07,-0.0377
2007-08,-0.0034999999999999996
2007-09,0.10060000000000001
2007-10,0.0104
2007-11,0.026699999999999998
2007-12,0.1375
2008-01,0.1032
2008-02,0.08410000000000001
2008-03,0.0206
2008-04,0.0571
2008-05,-0.019799999999999998
2008-06,0.20920000000000002
2008-07,-0.2025
2008-08,-0.0394
2008-09,-0.1656
2008-10,-0.17579999999999998
2008-11,-0.129
2008-12,0.1128
2009-01,-0.0687
2009-02,-0.0776
2009-03,0.1277
2009-04,-0.0269
2009-05,0.08130000000000001
2009-06,-0.2043
2009-07,-0.042199999999999994
2009-08,-0.0451
2009-09,0.0434
2009-10,0.064
2009-11,0.09910000000000001
2009-12,-0.0070999999999999995
2010-01,-0.1399
2010-02,0.057
2010-03,-0.113
2010-04,0.0545
2010-05,-0.0432
2010-06,-0.015700000000000002
2010-07,0.0828
2010-08,0.0774
2010-09,0.1288
2010-10,0.1741
2010-11,-0.0874
2010-12,0.1564
2011-01,0.048600000000000004
2011-02,0.0913
2011-03,-0.0516
2011-04,0.083
2011-05,-0.011899999999999999
2011-06,-0.1003
2011-07,0.027000000000000003
2011-08,0.1358
2011-09,-0.228
2011-10,0.092
2011-11,-0.0745
2011-12,0.0633
2012-01,-0.0116
2012-02,0.0223
2012-03,-0.0212
2012-04,-0.0017000000000000001
2012-05,-0.1245
2012-06,0.2541
2012-07,0.2833
2012-08,-0.0168
2012-09,-0.054299999999999994
2012-10,-0.0006
2012-11,-0.0077
2012-12,-0.0723
2013-01,0.060599999999999994
2013-02,-0.0492
2013-03,-0.011699999999999999
2013-04,-0.042300000000000004
2013-05,0.018500000000000003
2013-06,-0.067
2013-07,-0.08810000000000001
2013-08,-0.012
2013-09,-0.084
2013-10,-0.03
2013-11,-0.034300000000000004
2013-12,-0.0058
2014-01,0.0285
2014-02,0.0541
2014-03,0.08310000000000001
2014-04,0.0218
2014-05,-0.1026
2014-06,-0.09359999999999999
2014-07,-0.1474
2014-08,-0.01
2014-09,-0.1206
2014-10,0.1746
2014-11,-0.0021
2014-12,0.0213
2015-01,-0.068
2015-02,0.0409
2015-03,-0.0432
2015-04,-0.0461
2015-05,-0.0403
2015-06,0.17739999999999997
2015-07,-0.1208
2015-08,-0.0175
2015-09,0.0334
2015-10,-0.014199999999999999
2015-11,-0.0481
2015-12,-0.0361
2016-01,0.0371
2016-02,-0.0529
2016-03,-0.0151
2016-04,0.1059
2016-05,0.0334
2016-06,-0.1052
2016-07,-0.08460000000000001
2016-08,-0.08539999999999999
2016-09,0.0676
2016-10,0.0537
2016-11,-0.0416
2016-12,0.0105
2017-01,0.0225
2017-02,0.018600000000000002
2017-03,-0.0248
2017-04,-0.0129
2017-05,0.0158
2017-06,0.0049
2017-07,-0.026000000000000002
2017-08,-0.0699
2017-09,-0.0062
2017-10,-0.0258
2017-11,-0.0077
2017-12,-0.013000000000000001
2018-01,0.032
2018-02,0.0364
2018-03,0.0165
2018-04,0.013000000000000001
2018-05,-0.015300000000000001
2018-06,-0.10779999999999999
2018-07,0.0373
2018-08,-0.0535
2018-09,-0.022400000000000003
2018-10,0.0217
2018-11,0.0109
2018-12,-0.0052
2019-01,0.0060999999999999995
2019-02,-0.0338
2019-03,-0.0366
2019-04,-0.0049
2019-05,0.18030000000000002
2019-06,-0.0216
2019-07,-0.0558
2019-08,-0.09480000000000001
2019-09,0.051100000000000007
2019-10,0.0066
2019-11,-0.0436
2019-12,0.0184
2020-01,-0.0155
2020-02,-0.044800000000000006
2020-03,-0.0742
2020-04,-0.076
2020-05,0.0181
2020-06,0.032799999999999996
2020-07,-0.0746
2020-08,0.08800000000000001
2020-09,0.059500000000000004
2020-10,0.051500000000000004
2020-11,0.047599999999999996
2020-12,0.1362
2021-01,0.13019999999999998
2021-02,0.0038
2021-03,0.030600000000000002
2021-04,0.2241
2021-05,-0.0245
2021-06,-0.0051
2021-07,-0.0872
2021-08,-0.0296
2021-09,0.004699999999999999
2021-10,0.0587
2021-11,-0.0175
2021-12,0.0454
2022-01,0.0553
2022-02,0.1033
2022-03,0.08439999999999999
2022-04,0.0958
2022-05,-0.0729
2022-06,-0.1208
2022-07,-0.0182
2022-08,0.0932
2022-09,0.013000000000000001
2022-10,0.0239
2022-11,-0.0405
2022-12,0.0209
