Date,Coffee
1991-06,-0.029300000000000003
1991-07,-0.0475
1991-08,0.0512
1991-09,-0.0642
1991-10,-0.0241
1991-11,0.001
1991-12,-0.0764
1992-01,-0.0683
1992-02,-0.0536
1992-03,-0.0304
1992-04,-0.1114
1992-05,0.009300000000000001
1992-06,-0.1084
1992-07,-0.0291
1992-08,-0.0809
1992-09,0.030299999999999997
1992-10,0.23170000000000002
1992-11,0.0317
1992-12,0.0653
1993-01,-0.2463
1993-02,0.0425
1993-03,-0.09390000000000001
1993-04,0.063
1993-05,-0.0079
1993-06,-0.0626
1993-07,0.2509
1993-08,-0.0171
1993-09,-0.0412
1993-10,0.067
1993-11,-0.053
1993-12,-0.0724
1994-01,0.0104
1994-02,0.0403
1994-03,0.0791
1994-04,0.0687
1994-05,0.4128
1994-06,0.5422
1994-07,0.061799999999999994
1994-08,0.0215
1994-09,-0.0059
1994-10,-0.0989
1994-11,-0.161
1994-12,0.055
1995-01,-0.07429999999999999
1995-02,0.1562
1995-03,-0.0779
1995-04,0.0398
1995-05,-0.1119
1995-06,-0.1612
1995-07,0.1234
1995-08,0.0286
1995-09,-0.2016
1995-10,0.0416
1995-11,-0.1097
1995-12,-0.091
1996-01,0.3614
1996-02,-0.077
1996-03,0.0001
1996-04,0.0806
1996-05,-0.063
1996-06,0.0653
1996-07,-0.1197
1996-08,0.2094
1996-09,-0.1255
1996-10,0.1433
1996-11,0.003
1996-12,0.0966
1997-01,0.19760000000000003
1997-02,0.3299
1997-03,0.0857
1997-04,0.20879999999999999
1997-05,0.31920000000000004
1997-06,-0.3089
1997-07,0.07490000000000001
1997-08,0.115
1997-09,-0.0926
1997-10,-0.0814
1997-11,0.15539999999999998
1997-12,0.0286
1998-01,0.0799
1998-02,-0.0437
1998-03,-0.094
1998-04,-0.0603
1998-05,0.0121
1998-06,-0.16870000000000002
1998-07,0.17739999999999997
1998-08,-0.048600000000000004
1998-09,-0.09269999999999999
1998-10,0.049699999999999994
1998-11,0.0443
1998-12,0.0736
1999-01,-0.11449999999999999
1999-02,-0.0235
1999-03,0.0705
1999-04,-0.06509999999999999
1999-05,0.17329999999999998
1999-06,-0.1754
1999-07,-0.0981
1999-08,-0.0292
1999-09,-0.0787
1999-10,0.22
1999-11,0.3086
1999-12,-0.0605
2000-01,-0.1133
2000-02,-0.1148
2000-03,0.038
2000-04,-0.07919999999999999
2000-05,-0.045899999999999996
2000-06,-0.08789999999999999
2000-07,-0.0064
2000-08,-0.1259
2000-09,0.04650000000000001
2000-10,-0.0987
2000-11,-0.09480000000000001
2000-12,-0.0814
2001-01,-0.0227
2001-02,-0.0086
2001-03,-0.0815
2001-04,0.0223
2001-05,-0.1104
2001-06,-0.024399999999999998
2001-07,-0.1092
2001-08,-0.024399999999999998
2001-09,-0.1092
2001-10,-0.0892
2001-11,-0.0115
2001-12,0.0015
2002-01,-0.022400000000000003
2002-02,-0.0356
2002-03,0.2371
2002-04,-0.11
2002-05,-0.0165
2002-06,-0.10779999999999999
2002-07,-0.0405
2002-08,0.0592
2002-09,0.0259
2002-10,0.21170000000000003
2002-11,0.0216
2002-12,-0.1463
2003-01,0.0858
2003-02,-0.1332
2003-03,-0.0075
2003-04,0.1325
2003-05,-0.1566
2003-06,0.0138
2003-07,0.0393
2003-08,-0.0425
2003-09,-0.0070999999999999995
2003-10,-0.0668
2003-11,-0.0165
2003-12,0.0718
2004-01,0.16329999999999997
2004-02,-0.013600000000000001
2004-03,-0.0383
2004-04,-0.09210000000000002
2004-05,0.239
2004-06,-0.1433
2004-07,-0.1165
2004-08,0.041100000000000005
2004-09,0.1358
2004-10,-0.0953
2004-11,0.2627
2004-12,0.0666
2005-01,0.0175
2005-02,0.1301
2005-03,0.0424
2005-04,-0.011000000000000001
2005-05,-0.0726
2005-06,-0.1101
2005-07,-0.0429
2005-08,-0.0596
2005-09,-0.0725
2005-10,0.0375
2005-11,-0.0282
2005-12,0.10769999999999999
2006-01,0.10769999999999999
2006-02,-0.059800000000000006
2006-03,-0.0552
2006-04,0.0016
2006-05,-0.0941
2006-06,-0.0031
2006-07,-0.0131
2006-08,0.0525
2006-09,0.0007000000000000001
2006-10,0.01
2006-11,0.113
2006-12,0.019299999999999998
2007-01,-0.0635
2007-02,-0.014499999999999999
2007-03,-0.0742
2007-04,-0.049
2007-05,0.058499999999999996
2007-06,-0.0128
2007-07,0.0177
2007-08,-0.0159
2007-09,0.114
2007-10,-0.0533
2007-11,0.032799999999999996
2007-12,0.057
2008-01,0.0169
2008-02,0.1884
2008-03,-0.2352
2008-04,0.0447
2008-05,-0.01
2008-06,0.1258
2008-07,-0.08900000000000001
2008-08,0.0184
2008-09,-0.1038
2008-10,-0.1331
2008-11,-0.013600000000000001
2008-12,-0.0348
2009-01,0.061200000000000004
2009-02,-0.0757
2009-03,0.0347
2009-04,-0.0158
2009-05,0.1857
2009-06,-0.1408
2009-07,0.0665
2009-08,-0.06509999999999999
2009-09,0.0451
2009-10,0.0603
2009-11,0.0248
2009-12,-0.0426
2010-01,-0.031200000000000002
2010-02,-0.0168
2010-03,0.0379
2010-04,-0.018799999999999997
2010-05,-0.0076
2010-06,0.2223
2010-07,0.06309999999999999
2010-08,0.0027
2010-09,0.0259
2010-10,0.1116
2010-11,-0.023399999999999997
2010-12,0.1955
2011-01,0.018000000000000002
2011-02,0.1002
2011-03,-0.0277
2011-04,0.1231
2011-05,-0.1175
2011-06,-0.0078000000000000005
2011-07,-0.0981
2011-08,0.1852
2011-09,-0.2059
2011-10,-0.0085
2011-11,0.028999999999999998
2011-12,-0.0424
2012-01,-0.052000000000000005
2012-02,-0.06509999999999999
2012-03,-0.1023
2012-04,-0.0258
2012-05,-0.1052
2012-06,0.0518
2012-07,0.0218
2012-08,-0.0713
2012-09,0.053200000000000004
2012-10,-0.10859999999999999
2012-11,-0.0588
2012-12,-0.0451
2013-01,0.022000000000000002
2013-02,-0.0453
2013-03,-0.042199999999999994
2013-04,-0.0322
2013-05,-0.059500000000000004
2013-06,-0.0663
2013-07,-0.0149
2013-08,-0.04019999999999999
2013-09,-0.0223
2013-10,-0.073
2013-11,0.022400000000000003
2013-12,-0.0013
2014-01,0.131
2014-02,0.4174
2014-03,-0.013300000000000001
2014-04,0.1442
2014-05,-0.1377
2014-06,-0.0287
2014-07,0.114
2014-08,0.0084
2014-09,-0.039
2014-10,-0.0277
2014-11,-0.0258
2014-12,-0.1112
2015-01,-0.0282
2015-02,-0.1469
2015-03,-0.0541
2015-04,0.0148
2015-05,-0.08220000000000001
2015-06,0.032400000000000005
2015-07,-0.054000000000000006
2015-08,-0.031
2015-09,-0.023700000000000002
2015-10,-0.0033
2015-11,-0.039
2015-12,0.0592
2016-01,-0.0815
2016-02,-0.028399999999999998
2016-03,0.1081
2016-04,-0.061500000000000006
2016-05,0.0007000000000000001
2016-06,0.1816
2016-07,0.004
2016-08,-0.019299999999999998
2016-09,0.030899999999999997
2016-10,0.0834
2016-11,-0.10210000000000001
2016-12,-0.08960000000000001
2017-01,0.0917
2017-02,-0.0616
2017-03,-0.0225
2017-04,-0.057300000000000004
2017-05,-0.0296
2017-06,-0.0446
2017-07,0.10880000000000001
2017-08,-0.0929
2017-09,-0.0092
2017-10,-0.022099999999999998
2017-11,0.0015
2017-12,-0.0168
2018-01,-0.0332
2018-02,-0.014499999999999999
2018-03,-0.0302
2018-04,0.0236
2018-05,0.009000000000000001
2018-06,-0.08539999999999999
2018-07,-0.0435
2018-08,-0.0981
2018-09,0.008100000000000001
2018-10,0.1023
2018-11,-0.07400000000000001
2018-12,-0.051100000000000007
2019-01,0.04190000000000001
2019-02,-0.0964
2019-03,-0.0382
2019-04,-0.0381
2019-05,0.1252
2019-06,0.0222
2019-07,-0.08779999999999999
2019-08,-0.06
2019-09,0.0461
2019-10,0.009399999999999999
2019-11,0.13369999999999999
2019-12,0.0909
2020-01,-0.2075
2020-02,0.0642
2020-03,0.0742
2020-04,-0.11869999999999999
2020-05,-0.094
2020-06,0.0301
2020-07,0.1779
2020-08,0.0634
2020-09,-0.1402
2020-10,-0.059000000000000004
2020-11,0.1522
2020-12,0.04019999999999999
2021-01,-0.041299999999999996
2021-02,0.1
2021-03,-0.1018
2021-04,0.12869999999999998
2021-05,0.1478
2021-06,-0.028900000000000002
2021-07,0.124
2021-08,0.0728
2021-09,-0.0097
2021-10,0.0513
2021-11,0.1242
2021-12,-0.026600000000000002
2022-01,0.039900000000000005
2022-02,-0.0104
2022-03,-0.0275
2022-04,-0.0183
2022-05,0.0421
2022-06,-0.0042
2022-07,-0.054400000000000004
2022-08,0.1054
2022-09,-0.0558
2022-10,-0.1954
2022-11,-0.023399999999999997
2022-12,-0.0118
