BCOMWHTR Index Settings Total Return Analysis,,,,,,
Range01/29/1960 -12/30/2022 Period Monthly Currency USD,,,,,,
Price  Open  Close Dividends  Net  Gross 755 Month Holding Period Chart,,,,,,
Bloomberg Wheat Subindex Total Return Max Cuml Total Return 1247.5825% On 04/30/1996,,,,,,
Date,Close Price,Dividends,Prc Appr,Total Return,Period Appr,Period Return
9/30/2020,14.22,--,-31.49%,-32.70%,4.67%,4.67%
8/31/2020,13.58,--,-34.55%,-35.71%,2.14%,2.14%
7/31/2020,13.3,--,-35.92%,-37.05%,8.05%,8.05%
,,,,,,
6/30/2020,12.31,--,-40.69%,-41.74%,-6.61%,-6.61%
5/29/2020,13.18,--,-36.49%,-37.61%,-0.66%,-0.66%
4/30/2020,13.27,--,-36.07%,-37.20%,-7.85%,-7.85%
,,,,,,
3/31/2020,14.39,--,-30.63%,-31.86%,8.39%,8.39%
2/28/2020,13.28,--,-35.99%,-37.13%,-5.11%,-5.11%
1/31/2020,14,--,-32.54%,-33.74%,-0.76%,-0.76%
,,,,,,
12/31/2019,14.1,--,-32.02%,-33.23%,3.28%,3.28%
11/29/2019,13.66,--,-34.18%,-35.35%,5.67%,5.67%
10/31/2019,12.92,--,-37.71%,-38.82%,2.77%,2.77%
,,,,,,
9/30/2019,12.58,--,-39.39%,-40.47%,7.37%,7.37%
8/30/2019,11.71,--,-43.55%,-44.55%,-5.50%,-5.50%
7/31/2019,12.39,--,-40.27%,-41.32%,-7.41%,-7.41%
,,,,,,
6/28/2019,13.39,--,-35.49%,-36.63%,4.17%,4.17%
5/31/2019,12.85,--,-38.07%,-39.17%,17.55%,17.55%
4/30/2019,10.93,--,-47.32%,-48.25%,-6.88%,-6.88%
,,,,,,
3/29/2019,11.74,--,-43.42%,-44.43%,-0.19%,-0.19%
2/28/2019,11.76,--,-43.32%,-44.32%,-11.34%,-11.34%
1/31/2019,13.26,--,-36.07%,-37.20%,2.85%,2.85%
,,,,,,
12/31/2018,12.9,--,-37.84%,-38.94%,-2.22%,-2.22%
11/30/2018,13.19,--,-36.43%,-37.55%,1.21%,1.21%
10/31/2018,13.03,--,-37.19%,-38.30%,-1.47%,-1.47%
,,,,,,
9/28/2018,13.23,--,-36.25%,-37.38%,-6.54%,-6.54%
8/31/2018,14.15,--,-31.79%,-33.00%,-5.00%,-5.00%
7/31/2018,14.9,--,-28.21%,-29.48%,10.67%,10.67%
,,,,,,
6/29/2018,13.46,--,-35.13%,-36.27%,-7.52%,-7.52%
5/31/2018,14.56,--,-29.85%,-31.09%,3.25%,3.25%
4/30/2018,14.1,--,-32.06%,-33.27%,9.65%,9.65%
,,,,,,
3/30/2018,12.86,--,-38.04%,-39.14%,-8.76%,-8.76%
2/28/2018,14.09,--,-32.09%,-33.29%,6.79%,6.79%
1/31/2018,13.19,--,-36.41%,-37.53%,5.93%,5.93%
,,,,,,
12/29/2017,12.46,--,-39.97%,-41.03%,-1.28%,-1.28%
11/30/2017,12.62,--,-39.19%,-40.27%,-0.48%,-0.48%
10/31/2017,12.68,--,-38.90%,-39.98%,-6.55%,-6.55%
,,,,,,
9/29/2017,13.57,--,-34.62%,-35.78%,3.25%,3.25%
8/31/2017,13.14,--,-36.68%,-37.80%,-13.60%,-13.60%
7/31/2017,15.21,--,-26.71%,-28.01%,-9.71%,-9.71%
,,,,,,
6/30/2017,16.84,--,-18.83%,-20.27%,18.81%,18.81%
5/31/2017,14.18,--,-31.68%,-32.89%,-0.61%,-0.61%
4/28/2017,14.26,--,-31.26%,-32.48%,-1.59%,-1.59%
,,,,,,
3/31/2017,14.49,--,-30.15%,-31.39%,-3.83%,-3.83%
2/28/2017,15.07,--,-27.37%,-28.66%,2.58%,2.58%
1/31/2017,14.69,--,-29.20%,-30.45%,3.17%,3.17%
,,,,,,
12/30/2016,14.24,--,-31.38%,-32.59%,1.35%,1.35%
11/30/2016,14.05,--,-32.29%,-33.49%,-7.24%,-7.24%
10/31/2016,15.15,--,-27.00%,-28.30%,3.57%,3.57%
,,,,,,
9/30/2016,14.62,--,-29.52%,-30.77%,3.57%,3.57%
8/31/2016,14.12,--,-31.95%,-33.16%,-9.28%,-9.28%
7/29/2016,15.56,--,-24.99%,-26.32%,-8.45%,-8.45%
,,,,,,
6/30/2016,17,--,-18.07%,-19.52%,-6.15%,-6.15%
5/31/2016,18.11,--,-12.70%,-14.24%,-4.89%,-4.89%
4/29/2016,19.05,--,-8.21%,-9.83%,1.70%,1.70%
,,,,,,
3/31/2016,18.73,--,-9.74%,-11.34%,4.50%,4.50%
2/29/2016,17.92,--,-13.63%,-15.16%,-6.27%,-6.27%
1/29/2016,19.12,--,-7.85%,-9.48%,1.99%,1.99%
,,,,,,
12/31/2015,18.75,--,-9.64%,-11.24%,-1.13%,-1.13%
11/30/2015,18.96,--,-8.61%,-10.22%,-9.47%,-9.47%
10/30/2015,20.95,--,0.96%,-0.83%,1.80%,1.80%
,,,,,,
9/30/2015,20.58,--,-0.84%,-2.59%,5.73%,5.73%
8/31/2015,19.46,--,-6.21%,-7.87%,-3.80%,-3.80%
7/31/2015,20.23,--,-2.51%,-4.23%,-18.92%,-18.92%
,,,,,,
6/30/2015,24.95,--,20.24%,18.11%,27.52%,27.52%
5/29/2015,19.57,--,-5.70%,-7.37%,0.63%,0.63%
4/30/2015,19.44,--,-6.30%,-7.96%,-7.06%,-7.06%
,,,,,,
3/31/2015,20.92,--,0.82%,-0.97%,-0.24%,-0.24%
2/27/2015,20.97,--,1.07%,-0.73%,2.06%,2.06%
1/30/2015,20.55,--,-0.98%,-2.73%,-14.75%,-14.75%
,,,,,,
12/31/2014,24.1,--,16.16%,14.10%,1.95%,1.95%
11/28/2014,23.64,--,13.94%,11.92%,7.21%,7.21%
10/31/2014,22.05,--,6.27%,4.39%,11.46%,11.46%
,,,,,,
9/30/2014,19.78,--,-4.66%,-6.35%,-15.22%,-15.22%
8/29/2014,23.33,--,12.46%,10.46%,3.19%,3.19%
7/31/2014,22.61,--,8.97%,7.04%,-8.18%,-8.18%
,,,,,,
6/30/2014,24.63,--,18.68%,16.58%,-9.73%,-9.73%
5/30/2014,27.28,--,31.47%,29.15%,-13.06%,-13.06%
4/30/2014,31.38,--,51.23%,48.55%,2.27%,2.27%
,,,,,,
3/31/2014,30.68,--,47.86%,45.24%,15.78%,15.78%
2/28/2014,26.5,--,27.71%,25.45%,8.43%,8.43%
1/31/2014,24.44,--,17.79%,15.70%,-8.17%,-8.17%
,,,,,,
12/31/2013,26.62,--,28.27%,26.00%,-9.49%,-9.49%
11/29/2013,29.41,--,41.72%,39.21%,-1.45%,-1.45%
10/31/2013,29.84,--,43.81%,41.26%,-1.62%,-1.62%
,,,,,,
9/30/2013,30.33,--,46.17%,43.58%,3.75%,3.75%
8/30/2013,29.23,--,40.89%,38.39%,-3.55%,-3.55%
7/31/2013,30.31,--,46.07%,43.49%,0.99%,0.99%
,,,,,,
6/28/2013,30.01,--,44.64%,42.08%,-7.89%,-7.89%
5/31/2013,32.58,--,57.03%,54.25%,-3.48%,-3.48%
4/30/2013,33.76,--,62.70%,59.82%,5.48%,5.48%
,,,,,,
3/29/2013,32.01,--,54.25%,51.52%,-3.74%,-3.74%
2/28/2013,33.25,--,60.24%,57.40%,-9.22%,-9.22%
1/31/2013,36.63,--,76.52%,73.39%,0.20%,0.20%
,,,,,,
12/31/2012,36.55,--,76.17%,73.05%,-9.90%,-9.90%
11/30/2012,40.57,--,95.52%,92.05%,-1.72%,-1.72%
10/31/2012,41.28,--,98.95%,95.42%,-4.20%,-4.20%
,,,,,,
9/28/2012,43.09,--,107.68%,104.00%,1.47%,1.47%
8/31/2012,42.47,--,104.67%,101.04%,-1.56%,-1.56%
7/31/2012,43.14,--,107.91%,104.22%,17.31%,17.31%
,,,,,,
6/29/2012,36.77,--,77.23%,74.09%,14.40%,14.40%
5/31/2012,32.14,--,54.92%,52.18%,-1.63%,-1.63%
4/30/2012,32.68,--,57.50%,54.71%,-1.86%,-1.86%
,,,,,,
3/30/2012,33.3,--,60.49%,57.64%,-1.08%,-1.08%
2/29/2012,33.66,--,62.24%,59.36%,-0.92%,-0.92%
1/31/2012,33.98,--,63.75%,60.85%,2.03%,2.03%
,,,,,,
12/30/2011,33.3,--,60.49%,57.64%,6.31%,6.31%
11/30/2011,31.32,--,50.96%,48.28%,-5.99%,-5.99%
10/31/2011,33.32,--,60.57%,57.73%,3.12%,3.12%
,,,,,,
9/30/2011,32.31,--,55.71%,52.95%,-23.02%,-23.02%
8/31/2011,41.97,--,102.29%,98.70%,11.74%,11.74%
7/29/2011,37.56,--,81.04%,77.83%,9.49%,9.49%
,,,,,,
6/30/2011,34.31,--,65.35%,62.43%,-25.27%,-25.27%
5/31/2011,45.91,--,121.26%,117.34%,-2.37%,-2.37%
4/29/2011,47.02,--,126.63%,122.61%,0.53%,0.53%
,,,,,,
3/31/2011,46.78,--,125.44%,121.45%,-6.57%,-6.57%
2/28/2011,50.07,--,141.30%,137.02%,-6.24%,-6.24%
1/31/2011,53.4,--,157.35%,152.79%,5.87%,5.87%
,,,,,,
12/31/2010,50.44,--,143.08%,138.78%,15.04%,15.04%
11/30/2010,43.84,--,111.30%,107.56%,-8.78%,-8.78%
10/29/2010,48.06,--,131.64%,127.53%,6.43%,6.43%
,,,,,,
9/30/2010,45.16,--,117.64%,113.79%,-1.70%,-1.70%
8/31/2010,45.94,--,121.41%,117.49%,-0.70%,-0.70%
7/30/2010,46.26,--,122.97%,119.02%,37.76%,37.76%
,,,,,,
6/30/2010,33.58,--,61.86%,58.99%,1.03%,1.03%
5/31/2010,33.24,--,60.20%,57.37%,-8.98%,-8.98%
4/30/2010,36.52,--,76.02%,72.90%,8.68%,8.68%
,,,,,,
3/31/2010,33.61,--,61.97%,59.10%,-13.23%,-13.23%
2/26/2010,38.73,--,86.66%,83.35%,6.28%,6.28%
1/29/2010,36.44,--,75.62%,72.51%,-12.46%,-12.46%
,,,,,,
12/31/2009,41.63,--,100.62%,97.07%,-8.02%,-8.02%
11/30/2009,45.26,--,118.12%,114.25%,14.68%,14.68%
10/30/2009,39.46,--,90.19%,86.82%,8.04%,8.04%
,,,,,,
9/30/2009,36.53,--,76.03%,72.92%,-8.26%,-8.26%
8/31/2009,39.81,--,91.89%,88.49%,-10.53%,-10.53%
7/31/2009,44.5,--,114.48%,110.68%,-2.30%,-2.30%
,,,,,,
6/30/2009,45.55,--,119.52%,115.63%,-18.91%,-18.91%
5/29/2009,56.17,--,170.73%,165.93%,18.80%,18.80%
4/30/2009,47.29,--,127.89%,123.85%,-1.46%,-1.46%
,,,,,,
3/31/2009,47.99,--,131.28%,127.18%,2.18%,2.18%
2/27/2009,46.96,--,126.35%,122.34%,-10.26%,-10.26%
1/30/2009,52.34,--,152.23%,147.76%,-6.99%,-6.99%
,,,,,,
12/31/2008,56.27,--,171.19%,166.39%,8.82%,8.82%
11/28/2008,51.71,--,149.20%,144.78%,0.73%,0.73%
10/31/2008,51.33,--,147.38%,143.00%,-21.08%,-21.08%
,,,,,,
9/30/2008,65.04,--,213.47%,207.92%,-15.02%,-15.02%
8/29/2008,76.54,--,268.88%,262.34%,-0.69%,-0.69%
7/31/2008,77.07,--,271.44%,264.86%,-8.60%,-8.60%
,,,,,,
6/30/2008,84.32,--,306.37%,299.17%,10.71%,10.71%
5/30/2008,76.16,--,267.05%,260.55%,-4.80%,-4.80%
4/30/2008,80,--,285.54%,278.71%,-14.91%,-14.91%
,,,,,,
3/31/2008,94.02,--,353.12%,345.09%,-14.35%,-14.35%
2/29/2008,109.77,--,429.03%,419.66%,13.89%,13.89%
1/31/2008,96.38,--,364.51%,356.28%,5.30%,5.30%
,,,,,,
12/31/2007,91.53,--,341.15%,333.33%,0.21%,0.21%
11/30/2007,91.34,--,340.22%,332.42%,6.80%,6.80%
10/31/2007,85.52,--,312.19%,304.88%,-13.64%,-13.64%
,,,,,,
9/28/2007,99.03,--,377.27%,368.81%,21.47%,21.47%
8/31/2007,81.53,--,292.93%,285.97%,19.94%,19.94%
7/31/2007,67.98,--,227.61%,221.81%,5.98%,5.98%
,,,,,,
6/29/2007,64.14,--,209.12%,203.64%,12.70%,12.70%
5/31/2007,56.91,--,174.28%,169.42%,4.77%,4.77%
4/30/2007,54.32,--,161.79%,157.15%,10.11%,10.11%
,,,,,,
3/30/2007,49.33,--,137.75%,133.54%,-9.87%,-9.87%
2/28/2007,54.73,--,163.78%,159.11%,1.53%,1.53%
1/31/2007,53.91,--,159.80%,155.20%,-6.25%,-6.25%
,,,,,,
12/29/2006,57.5,--,177.13%,172.22%,-3.55%,-3.55%
11/30/2006,59.62,--,187.34%,182.25%,3.91%,3.91%
10/31/2006,57.38,--,176.54%,171.64%,9.50%,9.50%
,,,,,,
9/29/2006,52.4,--,152.54%,148.07%,5.33%,5.33%
8/31/2006,49.75,--,139.77%,135.52%,1.12%,1.12%
7/31/2006,49.2,--,137.12%,132.92%,0.81%,0.81%
,,,,,,
6/30/2006,48.8,--,135.21%,131.05%,-3.09%,-3.09%
5/31/2006,50.36,--,142.72%,138.42%,10.24%,10.24%
4/28/2006,45.68,--,120.18%,116.28%,-0.26%,-0.26%
,,,,,,
3/31/2006,45.8,--,120.74%,116.83%,-8.37%,-8.37%
2/28/2006,49.98,--,140.90%,136.63%,7.80%,7.80%
1/31/2006,46.37,--,123.47%,119.51%,1.56%,1.56%
,,,,,,
12/30/2005,45.66,--,120.05%,116.15%,6.11%,6.11%
11/30/2005,43.03,--,107.38%,103.70%,-3.51%,-3.51%
10/31/2005,44.59,--,114.92%,111.11%,-8.16%,-8.16%
,,,,,,
9/30/2005,48.55,--,134.00%,129.86%,9.37%,9.37%
8/31/2005,44.39,--,113.95%,110.16%,-7.22%,-7.22%
7/29/2005,47.85,--,130.61%,126.53%,-0.88%,-0.88%
,,,,,,
6/30/2005,48.27,--,132.66%,128.53%,-3.06%,-3.06%
5/31/2005,49.8,--,140.00%,135.75%,2.02%,2.02%
4/29/2005,48.81,--,135.24%,131.07%,-4.39%,-4.39%
,,,,,,
3/31/2005,51.05,--,146.03%,141.67%,-3.90%,-3.90%
2/28/2005,53.12,--,156.01%,151.48%,15.48%,15.48%
1/31/2005,46,--,121.69%,117.76%,-5.17%,-5.17%
,,,,,,
12/31/2004,48.51,--,133.78%,129.64%,2.26%,2.26%
11/30/2004,47.43,--,128.61%,124.56%,-8.41%,-8.41%
10/29/2004,51.79,--,149.60%,145.18%,3.32%,3.32%
,,,,,,
9/30/2004,50.12,--,141.58%,137.30%,-4.83%,-4.83%
8/31/2004,52.67,--,153.83%,149.33%,-1.30%,-1.30%
7/30/2004,53.36,--,157.17%,152.62%,-9.52%,-9.52%
,,,,,,
6/30/2004,58.98,--,184.24%,179.20%,-7.18%,-7.18%
5/31/2004,63.54,--,206.22%,200.80%,-7.11%,-7.11%
4/30/2004,68.4,--,229.65%,223.81%,-6.46%,-6.46%
,,,,,,
3/31/2004,73.12,--,252.40%,246.15%,4.50%,4.50%
2/27/2004,69.97,--,237.21%,231.24%,-1.29%,-1.29%
1/30/2004,70.88,--,241.63%,235.57%,3.26%,3.26%
,,,,,,
12/31/2003,68.65,--,230.85%,224.98%,-5.31%,-5.31%
11/28/2003,72.5,--,249.41%,243.22%,4.81%,4.81%
10/31/2003,69.17,--,233.37%,227.46%,2.65%,2.65%
,,,,,,
9/30/2003,67.38,--,224.76%,219.01%,-5.37%,-5.37%
8/29/2003,71.21,--,243.18%,237.10%,5.61%,5.61%
7/31/2003,67.43,--,224.96%,219.21%,12.32%,12.32%
,,,,,,
6/30/2003,60.03,--,189.31%,184.18%,-6.36%,-6.36%
5/30/2003,64.1,--,208.94%,203.47%,14.78%,14.78%
4/30/2003,55.85,--,169.16%,164.39%,-3.08%,-3.08%
,,,,,,
3/31/2003,57.62,--,177.72%,172.80%,-7.48%,-7.48%
2/28/2003,62.28,--,200.18%,194.87%,-3.48%,-3.48%
1/31/2003,64.53,--,211.00%,205.49%,-1.28%,-1.28%
,,,,,,
12/31/2002,65.37,--,215.05%,209.47%,-15.21%,-15.21%
11/29/2002,77.1,--,271.57%,264.99%,-4.83%,-4.83%
10/31/2002,81.01,--,290.42%,283.51%,1.59%,1.59%
,,,,,,
9/30/2002,79.74,--,284.31%,277.50%,7.31%,7.31%
8/30/2002,74.31,--,258.12%,251.78%,7.29%,7.29%
7/31/2002,69.26,--,233.79%,227.88%,6.87%,6.87%
,,,,,,
6/28/2002,64.8,--,212.33%,206.79%,8.03%,8.03%
5/31/2002,59.99,--,189.11%,183.99%,5.18%,5.18%
4/30/2002,57.03,--,174.88%,170.01%,-7.67%,-7.67%
,,,,,,
3/29/2002,61.77,--,197.70%,192.42%,3.41%,3.41%
2/28/2002,59.73,--,187.89%,182.79%,-5.50%,-5.50%
1/31/2002,63.21,--,204.64%,199.24%,-0.90%,-0.90%
,,,,,,
12/31/2001,63.78,--,207.40%,201.95%,-0.02%,-0.02%
11/30/2001,63.8,--,207.47%,202.02%,-4.08%,-4.08%
10/31/2001,66.51,--,220.54%,214.87%,8.44%,8.44%
,,,,,,
9/28/2001,61.33,--,195.60%,190.36%,-6.10%,-6.10%
8/31/2001,65.31,--,214.78%,209.21%,-1.62%,-1.62%
7/31/2001,66.39,--,219.96%,214.29%,8.29%,8.29%
,,,,,,
6/29/2001,61.31,--,195.48%,190.25%,-7.00%,-7.00%
5/31/2001,65.92,--,217.72%,212.09%,-5.44%,-5.44%
4/30/2001,69.71,--,235.99%,230.04%,6.72%,6.72%
,,,,,,
3/30/2001,65.32,--,214.83%,209.25%,-7.51%,-7.51%
2/28/2001,70.63,--,240.39%,234.36%,-2.71%,-2.71%
1/31/2001,72.6,--,249.89%,243.69%,-1.85%,-1.85%
,,,,,,
12/29/2000,73.96,--,256.47%,250.15%,2.59%,2.59%
11/30/2000,72.1,--,247.47%,241.32%,0.92%,0.92%
10/31/2000,71.44,--,244.31%,238.21%,-3.34%,-3.34%
,,,,,,
9/29/2000,73.91,--,256.21%,249.90%,-0.73%,-0.73%
8/31/2000,74.45,--,258.83%,252.47%,1.39%,1.39%
7/31/2000,73.43,--,253.89%,247.62%,-8.75%,-8.75%
,,,,,,
6/30/2000,80.47,--,287.81%,280.94%,-5.13%,-5.13%
5/31/2000,84.81,--,308.77%,301.52%,8.44%,8.44%
4/28/2000,78.22,--,276.96%,270.28%,-6.92%,-6.92%
,,,,,,
3/31/2000,84.03,--,305.00%,297.83%,1.76%,1.76%
2/29/2000,82.58,--,298.01%,290.96%,-2.77%,-2.77%
1/31/2000,84.93,--,309.33%,302.08%,3.61%,3.61%
,,,,,,
12/31/1999,81.97,--,295.07%,288.07%,0.04%,0.04%
11/30/1999,81.94,--,294.92%,287.93%,-7.95%,-7.95%
10/29/1999,89.02,--,329.05%,321.45%,-6.89%,-6.89%
,,,,,,
9/30/1999,95.61,--,360.79%,352.63%,-1.91%,-1.91%
8/31/1999,97.48,--,369.78%,361.46%,1.19%,1.19%
7/30/1999,96.33,--,364.25%,356.03%,0.20%,0.20%
,,,,,,
6/30/1999,96.14,--,363.34%,355.13%,0.51%,0.51%
5/31/1999,95.65,--,361.00%,352.83%,-5.54%,-5.54%
4/30/1999,101.27,--,388.06%,379.41%,-7.80%,-7.80%
,,,,,,
3/31/1999,109.83,--,429.34%,419.96%,13.24%,13.24%
2/26/1999,96.99,--,367.45%,359.17%,-13.08%,-13.08%
1/29/1999,111.58,--,437.78%,428.25%,0.08%,0.08%
,,,,,,
12/31/1998,111.49,--,437.33%,427.81%,-5.76%,-5.76%
11/30/1998,118.3,--,470.15%,460.05%,-5.04%,-5.04%
10/30/1998,124.59,--,500.44%,489.81%,9.66%,9.66%
,,,,,,
9/30/1998,113.61,--,447.57%,437.87%,6.42%,6.42%
8/31/1998,106.76,--,414.53%,405.41%,-5.29%,-5.29%
7/31/1998,112.72,--,443.27%,433.64%,-11.79%,-11.79%
,,,,,,
6/30/1998,127.79,--,515.91%,505.00%,-2.46%,-2.46%
5/29/1998,131.01,--,531.42%,520.23%,-5.26%,-5.26%
4/30/1998,138.28,--,566.45%,554.64%,-8.91%,-8.91%
,,,,,,
3/31/1998,151.8,--,631.63%,618.67%,-4.89%,-4.89%
2/27/1998,159.62,--,669.27%,655.64%,-2.45%,-2.45%
1/30/1998,163.62,--,688.59%,674.62%,3.97%,3.97%
,,,,,,
12/31/1997,157.38,--,658.51%,645.08%,-8.51%,-8.51%
11/28/1997,172.02,--,729.06%,714.37%,-4.65%,-4.65%
10/31/1997,180.41,--,769.50%,754.10%,2.19%,2.19%
,,,,,,
9/30/1997,176.54,--,750.83%,735.76%,-9.68%,-9.68%
8/29/1997,195.46,--,842.04%,825.35%,4.80%,4.80%
7/31/1997,186.52,--,798.92%,782.99%,9.43%,9.43%
,,,,,,
6/30/1997,170.44,--,721.46%,706.91%,-9.80%,-9.80%
5/30/1997,188.96,--,810.69%,794.56%,-16.48%,-16.48%
4/30/1997,226.24,--,990.39%,971.07%,8.37%,8.37%
,,,,,,
3/31/1997,208.76,--,906.13%,888.30%,6.40%,6.40%
2/28/1997,196.2,--,845.62%,828.86%,5.56%,5.56%
1/31/1997,185.88,--,795.84%,779.97%,-5.23%,-5.23%
,,,,,,
12/31/1996,196.13,--,845.25%,828.51%,1.44%,1.44%
11/29/1996,193.35,--,831.84%,815.33%,3.54%,3.54%
10/31/1996,186.74,--,800.02%,784.07%,-14.48%,-14.48%
,,,,,,
9/30/1996,218.37,--,952.44%,933.79%,-3.38%,-3.38%
8/30/1996,226.01,--,989.26%,969.97%,1.88%,1.88%
7/31/1996,221.85,--,969.22%,950.27%,-8.37%,-8.37%
,,,,,,
6/28/1996,242.13,--,1066.94%,1046.27%,-9.18%,-9.18%
5/31/1996,266.61,--,1184.93%,1162.17%,-6.34%,-6.34%
4/30/1996,284.65,--,1271.89%,1247.58%,20.55%,20.55%
,,,,,,
3/29/1996,236.13,--,1038.03%,1017.87%,-0.05%,-0.05%
2/29/1996,236.25,--,1038.59%,1018.42%,1.20%,1.20%
1/31/1996,233.44,--,1025.07%,1005.14%,1.89%,1.89%
,,,,,,
12/29/1995,229.1,--,1004.16%,984.60%,3.93%,3.93%
11/30/1995,220.44,--,962.42%,943.60%,-1.23%,-1.23%
10/31/1995,223.19,--,975.68%,956.62%,1.59%,1.59%
,,,,,,
9/29/1995,219.69,--,958.80%,940.04%,6.83%,6.83%
8/31/1995,205.64,--,891.08%,873.52%,-2.30%,-2.30%
7/31/1995,210.47,--,914.38%,896.41%,4.58%,4.58%
,,,,,,
6/30/1995,201.25,--,869.94%,852.76%,17.85%,17.85%
5/31/1995,170.77,--,723.05%,708.47%,6.90%,6.90%
4/28/1995,159.75,--,669.94%,656.30%,2.65%,2.65%
,,,,,,
3/31/1995,155.62,--,650.02%,636.74%,-0.66%,-0.66%
2/28/1995,156.66,--,655.01%,641.63%,-4.39%,-4.39%
1/31/1995,163.86,--,689.71%,675.72%,-6.50%,-6.50%
,,,,,,
12/30/1994,175.24,--,744.59%,729.63%,4.91%,4.91%
11/30/1994,167.04,--,705.04%,690.78%,-2.50%,-2.50%
10/31/1994,171.32,--,725.67%,711.04%,-4.31%,-4.31%
,,,,,,
9/30/1994,179.03,--,762.86%,747.57%,6.80%,6.80%
8/31/1994,167.63,--,707.90%,693.58%,10.46%,10.46%
7/29/1994,151.76,--,631.42%,618.46%,2.91%,2.91%
,,,,,,
6/30/1994,147.46,--,610.71%,598.12%,-3.06%,-3.06%
5/31/1994,152.11,--,633.11%,620.12%,-0.62%,-0.62%
4/29/1994,153.07,--,637.70%,624.63%,2.85%,2.85%
,,,,,,
3/31/1994,148.83,--,617.27%,604.56%,-4.20%,-4.20%
2/28/1994,155.35,--,648.72%,635.46%,-3.91%,-3.91%
1/31/1994,161.68,--,679.23%,665.42%,-1.10%,-1.10%
,,,,,,
12/31/1993,163.48,--,687.92%,673.96%,7.81%,7.81%
11/30/1993,151.64,--,630.85%,617.90%,4.85%,4.85%
10/29/1993,144.63,--,597.03%,584.69%,5.51%,5.51%
,,,,,,
9/30/1993,137.08,--,560.66%,548.95%,1.28%,1.28%
8/31/1993,135.34,--,552.29%,540.74%,1.71%,1.71%
7/30/1993,133.06,--,541.30%,529.94%,6.10%,6.10%
,,,,,,
6/30/1993,125.41,--,504.43%,493.72%,-1.57%,-1.57%
5/31/1993,127.41,--,514.06%,503.18%,-4.10%,-4.10%
4/30/1993,132.85,--,540.28%,528.94%,-3.38%,-3.38%
,,,,,,
3/31/1993,137.5,--,562.66%,550.92%,4.48%,4.48%
2/26/1993,131.59,--,534.22%,522.99%,-6.16%,-6.16%
1/29/1993,140.23,--,575.84%,563.87%,7.68%,7.68%
,,,,,,
12/31/1992,130.22,--,527.61%,516.49%,-4.38%,-4.38%
11/30/1992,136.19,--,556.38%,544.75%,5.84%,5.84%
10/30/1992,128.67,--,520.13%,509.15%,1.45%,1.45%
,,,,,,
9/30/1992,126.83,--,511.28%,500.46%,5.44%,5.44%
8/31/1992,120.29,--,479.72%,469.45%,1.73%,1.73%
7/31/1992,118.24,--,469.88%,459.78%,-9.74%,-9.74%
,,,,,,
6/30/1992,131.01,--,531.40%,520.22%,0.04%,0.04%
5/29/1992,130.96,--,531.17%,519.99%,-0.84%,-0.84%
4/30/1992,132.07,--,536.53%,525.25%,-3.77%,-3.77%
,,,,,,
