BCOMKWT Index Settings Total Return Analysis,,,,,,
Range01/31/1991 -12/30/2022 Period Monthly Currency USD,,,,,,
Price  Open  Close Dividends  Net  Gross 383 Month Holding Period Chart,,,,,,
Bloomberg Kansas Wheat Subindex Total Return Max Cuml Total Return 305.9606% On 02/29/2008,,,,,,
Date,Close Price,Dividends,Prc Appr,Total Return,Period Appr,Period Return
6/30/2016,71.38,--,-29.65%,-28.09%,-8.71%,-8.71%
5/31/2016,78.19,--,-22.94%,-21.23%,-6.51%,-6.51%
4/29/2016,83.63,--,-17.58%,-15.75%,-1.82%,-1.82%
,,,,,,
3/31/2016,85.18,--,-16.05%,-14.18%,4.13%,4.13%
2/29/2016,81.81,--,-19.38%,-17.58%,-5.11%,-5.11%
1/29/2016,86.21,--,-15.04%,-13.15%,0.77%,0.77%
,,,,,,
12/31/2015,85.55,--,-15.68%,-13.81%,-0.88%,-0.88%
11/30/2015,86.31,--,-14.94%,-13.05%,-7.23%,-7.23%
10/30/2015,93.04,--,-8.31%,-6.27%,-1.59%,-1.59%
,,,,,,
9/30/2015,94.54,--,-6.82%,-4.75%,2.88%,2.88%
8/31/2015,91.9,--,-9.43%,-7.42%,-5.00%,-5.00%
7/31/2015,96.74,--,-4.65%,-2.54%,-19.33%,-19.33%
,,,,,,
6/30/2015,119.93,--,18.20%,20.82%,19.92%,19.92%
5/29/2015,100.01,--,-1.44%,0.75%,-0.05%,-0.05%
4/30/2015,100.06,--,-1.39%,0.80%,-11.45%,-11.45%
,,,,,,
3/31/2015,113,--,11.37%,13.84%,3.66%,3.66%
2/27/2015,109.01,--,7.43%,9.82%,-0.52%,-0.52%
1/30/2015,109.58,--,8.00%,10.39%,-13.77%,-13.77%
,,,,,,
12/31/2014,127.07,--,25.23%,28.02%,-2.11%,-2.11%
11/28/2014,129.8,--,27.93%,30.77%,7.42%,7.42%
10/31/2014,120.84,--,19.10%,21.74%,6.41%,6.41%
,,,,,,
9/30/2014,113.56,--,11.92%,14.41%,-13.18%,-13.18%
8/29/2014,130.81,--,28.92%,31.78%,0.50%,0.50%
7/31/2014,130.16,--,28.28%,31.13%,-10.64%,-10.64%
,,,,,,
6/30/2014,145.65,--,43.55%,46.73%,-3.70%,-3.70%
5/30/2014,151.24,--,49.06%,52.37%,-11.01%,-11.01%
4/30/2014,169.96,--,67.51%,71.23%,5.37%,5.37%
,,,,,,
3/31/2014,161.3,--,58.97%,62.50%,13.36%,13.36%
2/28/2014,142.29,--,40.24%,43.35%,11.08%,11.08%
1/31/2014,128.1,--,26.25%,29.06%,-3.90%,-3.90%
,,,,,,
12/31/2013,133.3,--,31.38%,34.29%,-9.69%,-9.69%
11/29/2013,147.6,--,45.47%,48.70%,-4.44%,-4.44%
10/31/2013,154.46,--,52.23%,55.61%,0.14%,0.14%
,,,,,,
9/30/2013,154.25,--,52.02%,55.40%,5.12%,5.12%
8/30/2013,146.73,--,44.62%,47.83%,-1.35%,-1.35%
7/31/2013,148.75,--,46.60%,49.86%,2.28%,2.28%
,,,,,,
6/28/2013,145.43,--,43.33%,46.51%,-8.72%,-8.72%
5/31/2013,159.31,--,57.01%,60.50%,-4.87%,-4.87%
4/30/2013,167.47,--,65.06%,68.72%,7.56%,7.56%
,,,,,,
3/29/2013,155.7,--,53.45%,56.86%,-3.45%,-3.45%
2/28/2013,161.26,--,58.93%,62.46%,-11.44%,-11.44%
1/31/2013,182.08,--,79.45%,83.44%,0.82%,0.82%
,,,,,,
12/31/2012,180.6,--,77.99%,81.95%,-9.00%,-9.00%
11/30/2012,198.46,--,95.60%,99.94%,-0.75%,-0.75%
10/31/2012,199.95,--,97.07%,101.44%,-2.52%,-2.52%
,,,,,,
9/28/2012,205.13,--,102.17%,106.66%,2.38%,2.38%
8/31/2012,200.36,--,97.47%,101.85%,-1.15%,-1.15%
7/31/2012,202.68,--,99.76%,104.19%,18.07%,18.07%
,,,,,,
6/29/2012,171.67,--,69.19%,72.95%,10.94%,10.94%
5/31/2012,154.74,--,52.50%,55.89%,0.46%,0.46%
4/30/2012,154.03,--,51.80%,55.18%,-6.44%,-6.44%
,,,,,,
3/30/2012,164.63,--,62.25%,65.86%,-1.54%,-1.54%
2/29/2012,167.21,--,64.80%,68.46%,-1.99%,-1.99%
1/31/2012,170.61,--,68.14%,71.88%,-0.21%,-0.21%
,,,,,,
12/30/2011,170.96,--,68.49%,72.23%,8.47%,8.47%
11/30/2011,157.61,--,55.33%,58.78%,-10.24%,-10.24%
10/31/2011,175.59,--,73.05%,76.90%,2.98%,2.98%
,,,,,,
9/30/2011,170.5,--,68.04%,71.77%,-21.34%,-21.34%
8/31/2011,216.75,--,113.62%,118.37%,13.24%,13.24%
7/29/2011,191.41,--,88.65%,92.84%,8.45%,8.45%
,,,,,,
6/30/2011,176.5,--,73.95%,77.81%,-23.72%,-23.72%
5/31/2011,231.36,--,128.03%,133.09%,0.67%,0.67%
4/29/2011,229.83,--,126.51%,131.54%,-1.79%,-1.79%
,,,,,,
3/31/2011,234.01,--,130.64%,135.76%,-0.48%,-0.48%
2/28/2011,235.15,--,131.76%,136.90%,-2.44%,-2.44%
1/31/2011,241.03,--,137.55%,142.83%,8.68%,8.68%
,,,,,,
12/31/2010,221.78,--,118.58%,123.43%,14.17%,14.17%
11/30/2010,194.26,--,91.46%,95.71%,-5.21%,-5.21%
10/29/2010,204.94,--,101.98%,106.47%,8.95%,8.95%
,,,,,,
9/30/2010,188.11,--,85.39%,89.51%,0.76%,0.76%
8/31/2010,186.69,--,84.00%,88.08%,2.00%,2.00%
7/30/2010,183.02,--,80.38%,84.39%,36.01%,36.01%
,,,,,,
6/30/2010,134.57,--,32.63%,35.57%,0.43%,0.43%
5/31/2010,134,--,32.06%,35.00%,-6.45%,-6.45%
4/30/2010,143.23,--,41.17%,44.30%,9.08%,9.08%
,,,,,,
3/31/2010,131.31,--,29.42%,32.29%,-11.36%,-11.36%
2/26/2010,148.14,--,46.01%,49.25%,4.53%,4.53%
1/29/2010,141.73,--,39.68%,42.78%,-9.18%,-9.18%
,,,,,,
12/31/2009,156.05,--,53.80%,57.21%,-6.73%,-6.73%
11/30/2009,167.32,--,64.90%,68.57%,11.81%,11.81%
10/30/2009,149.64,--,47.48%,50.75%,4.73%,4.73%
,,,,,,
9/30/2009,142.88,--,40.82%,43.95%,-8.49%,-8.49%
8/31/2009,156.13,--,53.88%,57.30%,-9.76%,-9.76%
7/31/2009,173.01,--,70.52%,74.30%,-3.56%,-3.56%
,,,,,,
6/30/2009,179.4,--,76.81%,80.74%,-16.90%,-16.90%
5/29/2009,215.89,--,112.78%,117.50%,17.50%,17.50%
4/30/2009,183.73,--,81.08%,85.10%,0.29%,0.29%
,,,,,,
3/31/2009,183.19,--,80.55%,84.56%,2.39%,2.39%
2/27/2009,178.92,--,76.34%,80.25%,-8.44%,-8.44%
1/30/2009,195.42,--,92.60%,96.88%,-4.59%,-4.59%
,,,,,,
12/31/2008,204.83,--,101.88%,106.36%,8.35%,8.35%
11/28/2008,189.05,--,86.33%,90.46%,-1.11%,-1.11%
10/31/2008,191.18,--,88.42%,92.61%,-19.46%,-19.46%
,,,,,,
9/30/2008,237.39,--,133.96%,139.16%,-15.07%,-15.07%
8/29/2008,279.53,--,175.49%,181.61%,0.54%,0.54%
7/31/2008,278.03,--,174.02%,180.11%,-8.96%,-8.96%
,,,,,,
6/30/2008,305.38,--,200.98%,207.66%,10.37%,10.37%
5/30/2008,276.69,--,172.70%,178.76%,-4.61%,-4.61%
4/30/2008,290.08,--,185.89%,192.24%,-13.57%,-13.57%
,,,,,,
3/31/2008,335.64,--,230.80%,238.14%,-16.71%,-16.71%
2/29/2008,402.96,--,297.14%,305.96%,17.64%,17.64%
1/31/2008,342.52,--,237.58%,245.08%,6.15%,6.15%
,,,,,,
12/31/2007,322.67,--,218.01%,225.07%,1.10%,1.10%
11/30/2007,319.16,--,214.56%,221.55%,7.43%,7.43%
10/31/2007,297.1,--,192.82%,199.32%,-10.14%,-10.14%
,,,,,,
9/28/2007,330.63,--,225.86%,233.09%,27.48%,27.48%
8/31/2007,259.36,--,155.62%,161.29%,13.94%,13.94%
7/31/2007,227.62,--,124.34%,129.32%,6.17%,6.17%
,,,,,,
6/29/2007,214.39,--,111.30%,115.99%,15.76%,15.76%
5/31/2007,185.21,--,82.53%,86.59%,4.03%,4.03%
4/30/2007,178.04,--,75.47%,79.37%,6.89%,6.89%
,,,,,,
3/30/2007,166.57,--,64.17%,67.81%,-11.07%,-11.07%
2/28/2007,187.31,--,84.61%,88.71%,3.89%,3.89%
1/31/2007,180.31,--,77.70%,81.65%,-3.68%,-3.68%
,,,,,,
12/29/2006,187.19,--,84.49%,88.58%,-6.99%,-6.99%
11/30/2006,201.26,--,98.36%,102.76%,3.84%,3.84%
10/31/2006,193.82,--,91.02%,95.26%,4.48%,4.48%
,,,,,,
9/29/2006,185.5,--,82.82%,86.88%,1.16%,1.16%
8/31/2006,183.37,--,80.73%,84.74%,-3.18%,-3.18%
7/31/2006,189.4,--,86.67%,90.82%,-2.78%,-2.78%
,,,,,,
6/30/2006,194.81,--,92.00%,96.27%,2.71%,2.71%
5/31/2006,189.67,--,86.93%,91.08%,13.53%,13.53%
4/28/2006,167.07,--,64.66%,68.32%,1.86%,1.86%
,,,,,,
3/31/2006,164.01,--,61.65%,65.24%,-5.69%,-5.69%
2/28/2006,173.91,--,71.40%,75.21%,11.42%,11.42%
1/31/2006,156.08,--,53.83%,57.25%,3.10%,3.10%
,,,,,,
12/30/2005,151.4,--,49.21%,52.52%,4.79%,4.79%
11/30/2005,144.47,--,42.39%,45.55%,-1.34%,-1.34%
10/31/2005,146.44,--,44.33%,47.53%,-2.06%,-2.06%
,,,,,,
9/30/2005,149.51,--,47.36%,50.63%,10.30%,10.30%
8/31/2005,135.56,--,33.60%,36.57%,-1.03%,-1.03%
7/29/2005,136.97,--,35.00%,37.99%,1.68%,1.68%
,,,,,,
6/30/2005,134.71,--,32.77%,35.71%,-3.01%,-3.01%
5/31/2005,138.89,--,36.89%,39.93%,1.92%,1.92%
4/29/2005,136.28,--,34.31%,37.29%,-1.17%,-1.17%
,,,,,,
3/31/2005,137.89,--,35.90%,38.92%,-5.23%,-5.23%
2/28/2005,145.5,--,43.40%,46.58%,13.33%,13.33%
1/31/2005,128.39,--,26.54%,29.35%,-3.42%,-3.42%
,,,,,,
12/31/2004,132.94,--,31.02%,33.93%,2.54%,2.54%
11/30/2004,129.65,--,27.78%,30.62%,-4.72%,-4.72%
10/29/2004,136.08,--,34.12%,37.09%,3.19%,3.19%
,,,,,,
9/30/2004,131.88,--,29.97%,32.86%,-1.54%,-1.54%
8/31/2004,133.94,--,32.01%,34.94%,-1.15%,-1.15%
7/30/2004,135.5,--,33.54%,36.51%,-8.58%,-8.58%
,,,,,,
6/30/2004,148.22,--,46.08%,49.32%,-6.47%,-6.47%
5/31/2004,158.47,--,56.19%,59.66%,-4.23%,-4.23%
4/30/2004,165.48,--,63.09%,66.71%,-4.79%,-4.79%
,,,,,,
3/31/2004,173.81,--,71.30%,75.11%,5.52%,5.52%
2/27/2004,164.72,--,62.34%,65.95%,-2.05%,-2.05%
1/30/2004,168.17,--,65.74%,69.42%,3.13%,3.13%
,,,,,,
12/31/2003,163.07,--,60.71%,64.28%,-1.95%,-1.95%
11/28/2003,166.31,--,63.91%,67.55%,5.03%,5.03%
10/31/2003,158.34,--,56.06%,59.52%,2.89%,2.89%
,,,,,,
9/30/2003,153.9,--,51.68%,55.05%,-5.17%,-5.17%
8/29/2003,162.28,--,59.94%,63.49%,6.61%,6.61%
7/31/2003,152.22,--,50.02%,53.35%,10.67%,10.67%
,,,,,,
6/30/2003,137.55,--,35.56%,38.57%,-7.08%,-7.08%
5/30/2003,148.04,--,45.90%,49.14%,10.28%,10.28%
4/30/2003,134.23,--,32.30%,35.23%,-4.11%,-4.11%
,,,,,,
3/31/2003,139.98,--,37.96%,41.02%,-3.58%,-3.58%
2/28/2003,145.18,--,43.09%,46.27%,-4.40%,-4.40%
1/31/2003,151.87,--,49.68%,53.00%,-0.87%,-0.87%
,,,,,,
12/31/2002,153.21,--,51.00%,54.35%,-14.20%,-14.20%
11/29/2002,178.56,--,75.98%,79.89%,-8.72%,-8.72%
10/31/2002,195.62,--,92.80%,97.08%,-2.34%,-2.34%
,,,,,,
9/30/2002,200.31,--,97.42%,101.80%,14.47%,14.47%
8/30/2002,174.98,--,72.46%,76.29%,11.21%,11.21%
7/31/2002,157.34,--,55.07%,58.51%,14.71%,14.71%
,,,,,,
6/28/2002,137.17,--,35.19%,38.19%,8.10%,8.10%
5/31/2002,126.89,--,25.06%,27.84%,3.69%,3.69%
4/30/2002,122.38,--,20.61%,23.29%,-5.10%,-5.10%
,,,,,,
3/29/2002,128.95,--,27.09%,29.91%,2.26%,2.26%
2/28/2002,126.1,--,24.29%,27.04%,-2.66%,-2.66%
1/31/2002,129.55,--,27.68%,30.51%,0.67%,0.67%
,,,,,,
12/31/2001,128.68,--,26.83%,29.64%,-3.17%,-3.17%
11/30/2001,132.9,--,30.99%,33.89%,-5.45%,-5.45%
10/31/2001,140.56,--,38.53%,41.61%,3.29%,3.29%
,,,,,,
9/28/2001,136.08,--,34.12%,37.10%,-6.18%,-6.18%
8/31/2001,145.05,--,42.96%,46.13%,-2.82%,-2.82%
7/31/2001,149.25,--,47.10%,50.37%,1.64%,1.64%
,,,,,,
6/29/2001,146.84,--,44.72%,47.94%,-9.09%,-9.09%
5/31/2001,161.53,--,59.20%,62.74%,-4.48%,-4.48%
4/30/2001,169.11,--,66.67%,70.37%,9.29%,9.29%
,,,,,,
3/30/2001,154.73,--,52.50%,55.88%,-5.87%,-5.87%
2/28/2001,164.37,--,62.00%,65.60%,-2.19%,-2.19%
1/31/2001,168.05,--,65.63%,69.31%,-3.09%,-3.09%
,,,,,,
12/29/2000,173.41,--,70.91%,74.70%,2.50%,2.50%
11/30/2000,169.18,--,66.74%,70.44%,1.31%,1.31%
10/31/2000,166.99,--,64.58%,68.24%,-4.01%,-4.01%
,,,,,,
9/29/2000,173.97,--,71.46%,75.26%,4.15%,4.15%
8/31/2000,167.04,--,64.63%,68.28%,3.75%,3.75%
7/31/2000,161,--,58.68%,62.20%,-8.40%,-8.40%
,,,,,,
6/30/2000,175.77,--,73.23%,77.08%,-1.29%,-1.29%
5/31/2000,178.07,--,75.50%,79.39%,8.57%,8.57%
4/28/2000,164.01,--,61.64%,65.23%,-5.20%,-5.20%
,,,,,,
3/31/2000,173.01,--,70.51%,74.30%,-0.03%,-0.03%
2/29/2000,173.06,--,70.56%,74.35%,-1.63%,-1.63%
1/31/2000,175.92,--,73.38%,77.23%,3.11%,3.11%
,,,,,,
12/31/1999,170.6,--,68.14%,71.88%,0.17%,0.17%
11/30/1999,170.32,--,67.86%,71.59%,-4.98%,-4.98%
10/29/1999,179.24,--,76.65%,80.58%,-5.49%,-5.49%
,,,,,,
9/30/1999,189.65,--,86.92%,91.07%,-2.42%,-2.42%
8/31/1999,194.36,--,91.56%,95.81%,0.88%,0.88%
7/30/1999,192.67,--,89.89%,94.11%,-0.05%,-0.05%
,,,,,,
6/30/1999,192.76,--,89.98%,94.20%,-0.87%,-0.87%
5/31/1999,194.46,--,91.65%,95.91%,-1.92%,-1.92%
4/30/1999,198.26,--,95.40%,99.74%,-9.67%,-9.67%
,,,,,,
3/31/1999,219.47,--,116.30%,121.11%,10.44%,10.44%
2/26/1999,198.72,--,95.85%,100.20%,-12.23%,-12.23%
1/29/1999,226.4,--,123.13%,128.09%,-0.92%,-0.92%
,,,,,,
12/31/1998,228.51,--,125.21%,130.21%,-3.53%,-3.53%
11/30/1998,236.88,--,133.46%,138.64%,-3.55%,-3.55%
10/30/1998,245.6,--,142.06%,147.43%,8.53%,8.53%
,,,,,,
9/30/1998,226.3,--,123.03%,127.99%,9.22%,9.22%
8/31/1998,207.2,--,104.21%,108.75%,-3.98%,-3.98%
7/31/1998,215.79,--,112.67%,117.40%,-9.90%,-9.90%
,,,,,,
6/30/1998,239.48,--,136.03%,141.27%,-3.01%,-3.01%
5/29/1998,246.9,--,143.34%,148.75%,-2.95%,-2.95%
4/30/1998,254.4,--,150.73%,156.30%,-6.04%,-6.04%
,,,,,,
3/31/1998,270.75,--,166.85%,172.77%,-4.39%,-4.39%
2/27/1998,283.19,--,179.11%,185.30%,-0.98%,-0.98%
1/30/1998,286,--,181.87%,188.13%,4.61%,4.61%
,,,,,,
12/31/1997,273.39,--,169.45%,175.43%,-8.71%,-8.71%
11/28/1997,299.46,--,195.14%,201.70%,-3.59%,-3.59%
10/31/1997,310.62,--,206.14%,212.94%,2.42%,2.42%
,,,,,,
9/30/1997,303.29,--,198.91%,205.55%,-8.22%,-8.22%
8/29/1997,330.46,--,225.69%,232.93%,4.26%,4.26%
7/31/1997,316.97,--,212.40%,219.34%,10.32%,10.32%
,,,,,,
6/30/1997,287.33,--,183.19%,189.47%,-13.00%,-13.00%
5/30/1997,330.26,--,225.50%,232.72%,-14.33%,-14.33%
4/30/1997,385.48,--,279.92%,288.36%,15.49%,15.49%
,,,,,,
3/31/1997,333.78,--,228.97%,236.27%,6.09%,6.09%
2/28/1997,314.61,--,210.07%,216.96%,9.31%,9.31%
1/31/1997,287.83,--,183.68%,189.98%,2.47%,2.47%
,,,,,,
12/31/1996,280.9,--,176.85%,182.99%,0.38%,0.38%
11/29/1996,279.84,--,175.80%,181.93%,5.33%,5.33%
10/31/1996,265.68,--,161.85%,167.67%,-8.09%,-8.09%
,,,,,,
9/30/1996,289.07,--,184.90%,191.23%,-5.24%,-5.24%
8/30/1996,305.05,--,200.65%,207.33%,-0.94%,-0.94%
7/31/1996,307.96,--,203.51%,210.25%,-9.80%,-9.80%
,,,,,,
6/28/1996,341.41,--,236.49%,243.96%,-9.08%,-9.08%
5/31/1996,375.53,--,270.11%,278.33%,-4.81%,-4.81%
4/30/1996,394.52,--,288.83%,297.46%,24.80%,24.80%
,,,,,,
3/29/1996,316.13,--,211.57%,218.49%,2.36%,2.36%
2/29/1996,308.84,--,204.38%,211.14%,4.14%,4.14%
1/31/1996,296.55,--,192.27%,198.76%,3.53%,3.53%
,,,,,,
12/29/1995,286.45,--,182.31%,188.58%,3.63%,3.63%
11/30/1995,276.41,--,172.42%,178.47%,-2.36%,-2.36%
10/31/1995,283.08,--,178.99%,185.19%,2.73%,2.73%
,,,,,,
9/29/1995,275.56,--,171.58%,177.61%,7.17%,7.17%
8/31/1995,257.11,--,153.41%,159.03%,0.37%,0.37%
7/31/1995,256.17,--,152.47%,158.08%,1.27%,1.27%
,,,,,,
6/30/1995,252.94,--,149.29%,154.83%,24.07%,24.07%
5/31/1995,203.87,--,100.93%,105.39%,9.39%,9.39%
4/28/1995,186.38,--,83.69%,87.77%,2.30%,2.30%
,,,,,,
3/31/1995,182.18,--,79.56%,83.54%,0.43%,0.43%
2/28/1995,181.41,--,78.79%,82.76%,-2.86%,-2.86%
1/31/1995,186.76,--,84.07%,88.15%,-5.60%,-5.60%
,,,,,,
12/30/1994,197.83,--,94.98%,99.31%,4.13%,4.13%
11/30/1994,190,--,87.25%,91.41%,-1.54%,-1.54%
10/31/1994,192.96,--,90.18%,94.40%,-3.73%,-3.73%
,,,,,,
9/30/1994,200.45,--,97.56%,101.94%,7.79%,7.79%
8/31/1994,185.96,--,83.28%,87.34%,10.38%,10.38%
7/29/1994,168.48,--,66.05%,69.73%,3.92%,3.92%
,,,,,,
6/30/1994,162.12,--,59.78%,63.33%,-0.82%,-0.82%
5/31/1994,163.46,--,61.10%,64.67%,0.29%,0.29%
4/29/1994,162.99,--,60.63%,64.20%,3.36%,3.36%
,,,,,,
3/31/1994,157.69,--,55.42%,58.87%,-2.78%,-2.78%
2/28/1994,162.2,--,59.86%,63.41%,-3.92%,-3.92%
1/31/1994,168.82,--,66.38%,70.07%,-6.12%,-6.12%
,,,,,,
12/31/1993,179.81,--,77.22%,81.15%,8.94%,8.94%
11/30/1993,165.05,--,62.67%,66.28%,9.86%,9.86%
10/29/1993,150.23,--,48.07%,51.36%,4.27%,4.27%
,,,,,,
9/30/1993,144.08,--,42.00%,45.15%,2.88%,2.88%
8/31/1993,140.05,--,38.03%,41.09%,1.43%,1.43%
7/30/1993,138.07,--,36.08%,39.10%,7.77%,7.77%
,,,,,,
6/30/1993,128.11,--,26.26%,29.07%,-3.51%,-3.51%
5/31/1993,132.76,--,30.85%,33.76%,-1.95%,-1.95%
4/30/1993,135.4,--,33.45%,36.42%,-1.91%,-1.91%
,,,,,,
3/31/1993,138.05,--,36.06%,39.08%,3.40%,3.40%
2/26/1993,133.51,--,31.58%,34.51%,-5.79%,-5.79%
1/29/1993,141.71,--,39.67%,42.77%,4.14%,4.14%
,,,,,,
12/31/1992,136.07,--,34.11%,37.09%,-2.87%,-2.87%
11/30/1992,140.09,--,38.07%,41.13%,6.27%,6.27%
10/30/1992,131.82,--,29.92%,32.81%,-0.65%,-0.65%
,,,,,,
9/30/1992,132.68,--,30.77%,33.67%,5.57%,5.57%
8/31/1992,125.68,--,23.87%,26.62%,1.02%,1.02%
7/31/1992,124.41,--,22.62%,25.34%,-11.22%,-11.22%
,,,,,,
6/30/1992,140.14,--,38.11%,41.18%,-1.23%,-1.23%
5/29/1992,141.88,--,39.83%,42.94%,1.65%,1.65%
4/30/1992,139.58,--,37.57%,40.62%,-4.39%,-4.39%
,,,,,,
